t,amount,length,area,id_relation,Pays
2024-04-01T00:00:00.000Z,168125,0,0,/boundary/54224,Finland
2024-05-01T00:00:00.000Z,169854,0,0,/boundary/54224,Finland
2024-06-01T00:00:00.000Z,170817,0,0,/boundary/54224,Finland
2024-07-01T00:00:00.000Z,171668,0,0,/boundary/54224,Finland
2024-08-01T00:00:00.000Z,172048,0,0,/boundary/54224,Finland
2024-09-01T00:00:00.000Z,173137,0,0,/boundary/54224,Finland
2024-10-01T00:00:00.000Z,173755,0,0,/boundary/54224,Finland
2024-11-01T00:00:00.000Z,175013,0,0,/boundary/54224,Finland
2024-12-01T00:00:00.000Z,175470,0,0,/boundary/54224,Finland
2025-01-01T00:00:00.000Z,176408,0,0,/boundary/54224,Finland
2025-02-01T00:00:00.000Z,177114,0,0,/boundary/54224,Finland
2025-03-01T00:00:00.000Z,177948,0,0,/boundary/54224,Finland
2025-04-01T00:00:00.000Z,179297,0,0,/boundary/54224,Finland
2025-05-01T00:00:00.000Z,180270,0,0,/boundary/54224,Finland
2025-06-01T00:00:00.000Z,180778,0,0,/boundary/54224,Finland
2025-07-01T00:00:00.000Z,181443,0,0,/boundary/54224,Finland
2025-08-01T00:00:00.000Z,181552,0,0,/boundary/54224,Finland
2025-09-01T00:00:00.000Z,181716,0,0,/boundary/54224,Finland
2025-10-01T00:00:00.000Z,182705,0,0,/boundary/54224,Finland
2025-10-02T00:00:00.000Z,182705,0,0,/boundary/54224,Finland
2025-10-03T00:00:00.000Z,182705,0,0,/boundary/54224,Finland
2025-10-04T00:00:00.000Z,182705,0,0,/boundary/54224,Finland
2025-10-05T00:00:00.000Z,183013,0,0,/boundary/54224,Finland
2025-10-06T00:00:00.000Z,183030,0,0,/boundary/54224,Finland
2025-10-07T00:00:00.000Z,183030,0,0,/boundary/54224,Finland
2025-10-08T00:00:00.000Z,183030,0,0,/boundary/54224,Finland
2025-10-09T00:00:00.000Z,183030,0,0,/boundary/54224,Finland
2025-10-10T00:00:00.000Z,183030,0,0,/boundary/54224,Finland
2025-10-11T00:00:00.000Z,183030,0,0,/boundary/54224,Finland
2025-10-12T00:00:00.000Z,183157,0,0,/boundary/54224,Finland
2025-10-13T00:00:00.000Z,183165,0,0,/boundary/54224,Finland
2025-10-14T00:00:00.000Z,183165,0,0,/boundary/54224,Finland
2025-10-15T00:00:00.000Z,183166,0,0,/boundary/54224,Finland
2025-10-16T00:00:00.000Z,183253,0,0,/boundary/54224,Finland
2025-10-17T00:00:00.000Z,183293,0,0,/boundary/54224,Finland
2025-10-18T00:00:00.000Z,183293,0,0,/boundary/54224,Finland
2025-10-19T00:00:00.000Z,183293,0,0,/boundary/54224,Finland
2025-10-20T00:00:00.000Z,183418,0,0,/boundary/54224,Finland
2025-10-21T00:00:00.000Z,183425,0,0,/boundary/54224,Finland
2025-10-22T00:00:00.000Z,183470,0,0,/boundary/54224,Finland
2025-10-23T00:00:00.000Z,183470,0,0,/boundary/54224,Finland
2025-10-24T00:00:00.000Z,183669,0,0,/boundary/54224,Finland
2025-10-25T00:00:00.000Z,184323,0,0,/boundary/54224,Finland
2025-10-26T00:00:00.000Z,184340,0,0,/boundary/54224,Finland
2025-10-27T00:00:00.000Z,184344,0,0,/boundary/54224,Finland
2025-10-28T00:00:00.000Z,184344,0,0,/boundary/54224,Finland
2025-10-29T00:00:00.000Z,184373,0,0,/boundary/54224,Finland
2025-10-30T00:00:00.000Z,184374,0,0,/boundary/54224,Finland
2025-10-31T00:00:00.000Z,184374,0,0,/boundary/54224,Finland
2025-11-01T00:00:00.000Z,184379,0,0,/boundary/54224,Finland
2025-11-02T00:00:00.000Z,184404,0,0,/boundary/54224,Finland
2025-11-03T00:00:00.000Z,184410,0,0,/boundary/54224,Finland
2025-11-04T00:00:00.000Z,184511,0,0,/boundary/54224,Finland
2025-11-05T00:00:00.000Z,184558,0,0,/boundary/54224,Finland
2025-11-06T00:00:00.000Z,184566,0,0,/boundary/54224,Finland
2025-11-07T00:00:00.000Z,184566,0,0,/boundary/54224,Finland
2025-11-08T00:00:00.000Z,184584,0,0,/boundary/54224,Finland
2025-11-09T00:00:00.000Z,184584,0,0,/boundary/54224,Finland
2025-11-10T00:00:00.000Z,184604,0,0,/boundary/54224,Finland
2025-11-11T00:00:00.000Z,184604,0,0,/boundary/54224,Finland
2025-11-12T00:00:00.000Z,184621,0,0,/boundary/54224,Finland
2025-11-13T00:00:00.000Z,184621,0,0,/boundary/54224,Finland
2025-11-14T00:00:00.000Z,184621,0,0,/boundary/54224,Finland
2025-11-15T00:00:00.000Z,184621,0,0,/boundary/54224,Finland
2024-01-01T00:00:00.000Z,1359810,0,0,/boundary/2202162,France
2024-02-01T00:00:00.000Z,1376609,0,0,/boundary/2202162,France
2024-03-01T00:00:00.000Z,1390298,0,0,/boundary/2202162,France
2024-04-01T00:00:00.000Z,1404791,0,0,/boundary/2202162,France
2024-05-01T00:00:00.000Z,1412733,0,0,/boundary/2202162,France
2024-06-01T00:00:00.000Z,1424632,0,0,/boundary/2202162,France
2024-07-01T00:00:00.000Z,1433428,0,0,/boundary/2202162,France
2024-08-01T00:00:00.000Z,1442825,0,0,/boundary/2202162,France
2024-09-01T00:00:00.000Z,1455410,0,0,/boundary/2202162,France
2024-10-01T00:00:00.000Z,1467192,0,0,/boundary/2202162,France
2024-11-01T00:00:00.000Z,1479086,0,0,/boundary/2202162,France
2024-12-01T00:00:00.000Z,1498124,0,0,/boundary/2202162,France
2025-01-01T00:00:00.000Z,1518931,0,0,/boundary/2202162,France
2025-02-01T00:00:00.000Z,1533563,0,0,/boundary/2202162,France
2025-03-01T00:00:00.000Z,1546825,0,0,/boundary/2202162,France
2025-04-01T00:00:00.000Z,1556569,0,0,/boundary/2202162,France
2025-05-01T00:00:00.000Z,1565204,0,0,/boundary/2202162,France
2025-06-01T00:00:00.000Z,1578894,0,0,/boundary/2202162,France
2025-07-01T00:00:00.000Z,1590304,0,0,/boundary/2202162,France
2025-08-01T00:00:00.000Z,1602515,0,0,/boundary/2202162,France
2025-09-01T00:00:00.000Z,1612767,0,0,/boundary/2202162,France
2025-10-01T00:00:00.000Z,1624403,0,0,/boundary/2202162,France
2025-10-02T00:00:00.000Z,1624555,0,0,/boundary/2202162,France
2025-10-03T00:00:00.000Z,1624816,0,0,/boundary/2202162,France
2025-10-04T00:00:00.000Z,1625128,0,0,/boundary/2202162,France
2025-10-05T00:00:00.000Z,1625495,0,0,/boundary/2202162,France
2025-10-06T00:00:00.000Z,1625853,0,0,/boundary/2202162,France
2025-10-07T00:00:00.000Z,1626108,0,0,/boundary/2202162,France
2025-10-08T00:00:00.000Z,1626270,0,0,/boundary/2202162,France
2025-10-09T00:00:00.000Z,1626893,0,0,/boundary/2202162,France
2025-10-10T00:00:00.000Z,1627333,0,0,/boundary/2202162,France
2025-10-11T00:00:00.000Z,1627712,0,0,/boundary/2202162,France
2025-10-12T00:00:00.000Z,1627999,0,0,/boundary/2202162,France
2025-10-13T00:00:00.000Z,1629735,0,0,/boundary/2202162,France
2025-10-14T00:00:00.000Z,1630702,0,0,/boundary/2202162,France
2025-10-15T00:00:00.000Z,1631188,0,0,/boundary/2202162,France
2025-10-16T00:00:00.000Z,1632150,0,0,/boundary/2202162,France
2025-10-17T00:00:00.000Z,1633021,0,0,/boundary/2202162,France
2025-10-18T00:00:00.000Z,1633488,0,0,/boundary/2202162,France
2025-10-19T00:00:00.000Z,1633746,0,0,/boundary/2202162,France
2025-10-20T00:00:00.000Z,1633850,0,0,/boundary/2202162,France
2025-10-21T00:00:00.000Z,1634858,0,0,/boundary/2202162,France
2025-10-22T00:00:00.000Z,1635535,0,0,/boundary/2202162,France
2025-10-23T00:00:00.000Z,1636161,0,0,/boundary/2202162,France
2025-10-24T00:00:00.000Z,1636493,0,0,/boundary/2202162,France
2025-10-25T00:00:00.000Z,1636866,0,0,/boundary/2202162,France
2025-10-26T00:00:00.000Z,1637091,0,0,/boundary/2202162,France
2025-10-27T00:00:00.000Z,1637493,0,0,/boundary/2202162,France
2025-10-28T00:00:00.000Z,1637731,0,0,/boundary/2202162,France
2025-10-29T00:00:00.000Z,1638094,0,0,/boundary/2202162,France
2025-10-30T00:00:00.000Z,1638251,0,0,/boundary/2202162,France
2025-10-31T00:00:00.000Z,1638483,0,0,/boundary/2202162,France
2025-11-01T00:00:00.000Z,1639062,0,0,/boundary/2202162,France
2025-11-02T00:00:00.000Z,1639498,0,0,/boundary/2202162,France
2025-11-03T00:00:00.000Z,1640233,0,0,/boundary/2202162,France
2025-11-04T00:00:00.000Z,1641294,0,0,/boundary/2202162,France
2025-11-05T00:00:00.000Z,1642177,0,0,/boundary/2202162,France
2025-11-06T00:00:00.000Z,1642988,0,0,/boundary/2202162,France
2025-11-07T00:00:00.000Z,1643628,0,0,/boundary/2202162,France
2025-11-08T00:00:00.000Z,1644310,0,0,/boundary/2202162,France
2025-11-09T00:00:00.000Z,1644564,0,0,/boundary/2202162,France
2025-11-10T00:00:00.000Z,1645230,0,0,/boundary/2202162,France
2025-11-11T00:00:00.000Z,1645699,0,0,/boundary/2202162,France
2025-11-12T00:00:00.000Z,1646068,0,0,/boundary/2202162,France
2025-11-13T00:00:00.000Z,1647268,0,0,/boundary/2202162,France
2025-11-14T00:00:00.000Z,1647854,0,0,/boundary/2202162,France
2025-11-15T00:00:00.000Z,1649483,0,0,/boundary/2202162,France
2024-01-01T00:00:00.000Z,995,0,0,/boundary/192793,Gabon
2024-02-01T00:00:00.000Z,995,0,0,/boundary/192793,Gabon
2024-03-01T00:00:00.000Z,995,0,0,/boundary/192793,Gabon
2024-04-01T00:00:00.000Z,995,0,0,/boundary/192793,Gabon
2024-05-01T00:00:00.000Z,995,0,0,/boundary/192793,Gabon
2024-06-01T00:00:00.000Z,995,0,0,/boundary/192793,Gabon
2024-07-01T00:00:00.000Z,995,0,0,/boundary/192793,Gabon
2024-08-01T00:00:00.000Z,995,0,0,/boundary/192793,Gabon
2024-09-01T00:00:00.000Z,995,0,0,/boundary/192793,Gabon
2024-10-01T00:00:00.000Z,995,0,0,/boundary/192793,Gabon
2024-11-01T00:00:00.000Z,996,0,0,/boundary/192793,Gabon
2024-12-01T00:00:00.000Z,996,0,0,/boundary/192793,Gabon
2025-01-01T00:00:00.000Z,996,0,0,/boundary/192793,Gabon
2025-02-01T00:00:00.000Z,996,0,0,/boundary/192793,Gabon
2025-03-01T00:00:00.000Z,999,0,0,/boundary/192793,Gabon
2025-04-01T00:00:00.000Z,999,0,0,/boundary/192793,Gabon
2025-05-01T00:00:00.000Z,999,0,0,/boundary/192793,Gabon
2025-06-01T00:00:00.000Z,1034,0,0,/boundary/192793,Gabon
2025-07-01T00:00:00.000Z,1034,0,0,/boundary/192793,Gabon
2025-08-01T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-09-01T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-01T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-02T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-03T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-04T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-05T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-06T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-07T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-08T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-09T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-10T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-11T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-12T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-13T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-14T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-15T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-16T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-17T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-18T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-19T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-20T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-21T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-22T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-23T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-24T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-25T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-26T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-27T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-28T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-29T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-30T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-10-31T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-01T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-02T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-03T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-04T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-05T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-06T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-07T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-08T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-09T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-10T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-11T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-12T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-13T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-14T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2025-11-15T00:00:00.000Z,1090,0,0,/boundary/192793,Gabon
2024-01-01T00:00:00.000Z,20893,0,0,/boundary/28699,Georgia
2024-02-01T00:00:00.000Z,20929,0,0,/boundary/28699,Georgia
2024-03-01T00:00:00.000Z,20956,0,0,/boundary/28699,Georgia
2024-04-01T00:00:00.000Z,20959,0,0,/boundary/28699,Georgia
2024-05-01T00:00:00.000Z,21017,0,0,/boundary/28699,Georgia
2024-06-01T00:00:00.000Z,21369,0,0,/boundary/28699,Georgia
2024-07-01T00:00:00.000Z,21793,0,0,/boundary/28699,Georgia
2024-08-01T00:00:00.000Z,23426,0,0,/boundary/28699,Georgia
2024-09-01T00:00:00.000Z,23548,0,0,/boundary/28699,Georgia
2024-10-01T00:00:00.000Z,23553,0,0,/boundary/28699,Georgia
2024-11-01T00:00:00.000Z,23693,0,0,/boundary/28699,Georgia
2024-12-01T00:00:00.000Z,23778,0,0,/boundary/28699,Georgia
2025-01-01T00:00:00.000Z,23790,0,0,/boundary/28699,Georgia
2025-02-01T00:00:00.000Z,23910,0,0,/boundary/28699,Georgia
2025-03-01T00:00:00.000Z,23920,0,0,/boundary/28699,Georgia
2025-04-01T00:00:00.000Z,24103,0,0,/boundary/28699,Georgia
2025-05-01T00:00:00.000Z,27824,0,0,/boundary/28699,Georgia
2025-06-01T00:00:00.000Z,27999,0,0,/boundary/28699,Georgia
2025-07-01T00:00:00.000Z,28168,0,0,/boundary/28699,Georgia
2025-08-01T00:00:00.000Z,28192,0,0,/boundary/28699,Georgia
2025-09-01T00:00:00.000Z,28498,0,0,/boundary/28699,Georgia
2025-10-01T00:00:00.000Z,29147,0,0,/boundary/28699,Georgia
2025-10-02T00:00:00.000Z,29148,0,0,/boundary/28699,Georgia
2025-10-03T00:00:00.000Z,29148,0,0,/boundary/28699,Georgia
2025-10-04T00:00:00.000Z,29148,0,0,/boundary/28699,Georgia
2025-10-05T00:00:00.000Z,29148,0,0,/boundary/28699,Georgia
2025-10-06T00:00:00.000Z,29148,0,0,/boundary/28699,Georgia
2025-10-07T00:00:00.000Z,29148,0,0,/boundary/28699,Georgia
2025-10-08T00:00:00.000Z,29148,0,0,/boundary/28699,Georgia
2025-10-09T00:00:00.000Z,29148,0,0,/boundary/28699,Georgia
2025-10-10T00:00:00.000Z,29166,0,0,/boundary/28699,Georgia
2025-10-11T00:00:00.000Z,29227,0,0,/boundary/28699,Georgia
2025-10-12T00:00:00.000Z,29227,0,0,/boundary/28699,Georgia
2025-10-13T00:00:00.000Z,29227,0,0,/boundary/28699,Georgia
2025-10-14T00:00:00.000Z,29252,0,0,/boundary/28699,Georgia
2025-10-15T00:00:00.000Z,29252,0,0,/boundary/28699,Georgia
2025-10-16T00:00:00.000Z,29252,0,0,/boundary/28699,Georgia
2025-10-17T00:00:00.000Z,29252,0,0,/boundary/28699,Georgia
2025-10-18T00:00:00.000Z,29252,0,0,/boundary/28699,Georgia
2025-10-19T00:00:00.000Z,29252,0,0,/boundary/28699,Georgia
2025-10-20T00:00:00.000Z,29268,0,0,/boundary/28699,Georgia
2025-10-21T00:00:00.000Z,29357,0,0,/boundary/28699,Georgia
2025-10-22T00:00:00.000Z,29357,0,0,/boundary/28699,Georgia
2025-10-23T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-10-24T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-10-25T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-10-26T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-10-27T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-10-28T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-10-29T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-10-30T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-10-31T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-01T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-02T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-03T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-04T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-05T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-06T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-07T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-08T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-09T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-10T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-11T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-12T00:00:00.000Z,29358,0,0,/boundary/28699,Georgia
2025-11-13T00:00:00.000Z,29357,0,0,/boundary/28699,Georgia
2025-11-14T00:00:00.000Z,29357,0,0,/boundary/28699,Georgia
2025-11-15T00:00:00.000Z,29357,0,0,/boundary/28699,Georgia
2024-01-01T00:00:00.000Z,950336,0,0,/boundary/51477,Germany
2024-02-01T00:00:00.000Z,951791,0,0,/boundary/51477,Germany
2024-03-01T00:00:00.000Z,952671,0,0,/boundary/51477,Germany
2024-04-01T00:00:00.000Z,953608,0,0,/boundary/51477,Germany
2024-05-01T00:00:00.000Z,954075,0,0,/boundary/51477,Germany
2024-06-01T00:00:00.000Z,955233,0,0,/boundary/51477,Germany
2024-07-01T00:00:00.000Z,956620,0,0,/boundary/51477,Germany
2024-08-01T00:00:00.000Z,957831,0,0,/boundary/51477,Germany
2024-09-01T00:00:00.000Z,959400,0,0,/boundary/51477,Germany
2024-10-01T00:00:00.000Z,960238,0,0,/boundary/51477,Germany
2024-11-01T00:00:00.000Z,961561,0,0,/boundary/51477,Germany
2024-12-01T00:00:00.000Z,962086,0,0,/boundary/51477,Germany
2025-01-01T00:00:00.000Z,962962,0,0,/boundary/51477,Germany
2025-02-01T00:00:00.000Z,964377,0,0,/boundary/51477,Germany
2025-03-01T00:00:00.000Z,965899,0,0,/boundary/51477,Germany
2025-04-01T00:00:00.000Z,967419,0,0,/boundary/51477,Germany
2025-05-01T00:00:00.000Z,967957,0,0,/boundary/51477,Germany
2025-06-01T00:00:00.000Z,969204,0,0,/boundary/51477,Germany
2025-07-01T00:00:00.000Z,969686,0,0,/boundary/51477,Germany
2025-08-01T00:00:00.000Z,970457,0,0,/boundary/51477,Germany
2025-09-01T00:00:00.000Z,971498,0,0,/boundary/51477,Germany
2025-10-01T00:00:00.000Z,971906,0,0,/boundary/51477,Germany
2025-10-02T00:00:00.000Z,971910,0,0,/boundary/51477,Germany
2025-10-03T00:00:00.000Z,972012,0,0,/boundary/51477,Germany
2025-10-04T00:00:00.000Z,972041,0,0,/boundary/51477,Germany
2025-10-05T00:00:00.000Z,972042,0,0,/boundary/51477,Germany
2025-10-06T00:00:00.000Z,972052,0,0,/boundary/51477,Germany
2025-10-07T00:00:00.000Z,972145,0,0,/boundary/51477,Germany
2025-10-08T00:00:00.000Z,972160,0,0,/boundary/51477,Germany
2025-10-09T00:00:00.000Z,972189,0,0,/boundary/51477,Germany
2025-10-10T00:00:00.000Z,972162,0,0,/boundary/51477,Germany
2025-10-11T00:00:00.000Z,972144,0,0,/boundary/51477,Germany
2025-10-12T00:00:00.000Z,972202,0,0,/boundary/51477,Germany
2025-10-13T00:00:00.000Z,972213,0,0,/boundary/51477,Germany
2025-10-14T00:00:00.000Z,972227,0,0,/boundary/51477,Germany
2025-10-15T00:00:00.000Z,972230,0,0,/boundary/51477,Germany
2025-10-16T00:00:00.000Z,972187,0,0,/boundary/51477,Germany
2025-10-17T00:00:00.000Z,972207,0,0,/boundary/51477,Germany
2025-10-18T00:00:00.000Z,972211,0,0,/boundary/51477,Germany
2025-10-19T00:00:00.000Z,972229,0,0,/boundary/51477,Germany
2025-10-20T00:00:00.000Z,972236,0,0,/boundary/51477,Germany
2025-10-21T00:00:00.000Z,972249,0,0,/boundary/51477,Germany
2025-10-22T00:00:00.000Z,972255,0,0,/boundary/51477,Germany
2025-10-23T00:00:00.000Z,972273,0,0,/boundary/51477,Germany
2025-10-24T00:00:00.000Z,972339,0,0,/boundary/51477,Germany
2025-10-25T00:00:00.000Z,972341,0,0,/boundary/51477,Germany
2025-10-26T00:00:00.000Z,972345,0,0,/boundary/51477,Germany
2025-10-27T00:00:00.000Z,972347,0,0,/boundary/51477,Germany
2025-10-28T00:00:00.000Z,972390,0,0,/boundary/51477,Germany
2025-10-29T00:00:00.000Z,972397,0,0,/boundary/51477,Germany
2025-10-30T00:00:00.000Z,972405,0,0,/boundary/51477,Germany
2025-10-31T00:00:00.000Z,972418,0,0,/boundary/51477,Germany
2025-11-01T00:00:00.000Z,972372,0,0,/boundary/51477,Germany
2025-11-02T00:00:00.000Z,972375,0,0,/boundary/51477,Germany
2025-11-03T00:00:00.000Z,972371,0,0,/boundary/51477,Germany
2025-11-04T00:00:00.000Z,972372,0,0,/boundary/51477,Germany
2025-11-05T00:00:00.000Z,972354,0,0,/boundary/51477,Germany
2025-11-06T00:00:00.000Z,972417,0,0,/boundary/51477,Germany
2025-11-07T00:00:00.000Z,972455,0,0,/boundary/51477,Germany
2025-11-08T00:00:00.000Z,972458,0,0,/boundary/51477,Germany
2025-11-09T00:00:00.000Z,972498,0,0,/boundary/51477,Germany
2025-11-10T00:00:00.000Z,972501,0,0,/boundary/51477,Germany
2025-11-11T00:00:00.000Z,972529,0,0,/boundary/51477,Germany
2025-11-12T00:00:00.000Z,972515,0,0,/boundary/51477,Germany
2025-11-13T00:00:00.000Z,972538,0,0,/boundary/51477,Germany
2025-11-14T00:00:00.000Z,972621,0,0,/boundary/51477,Germany
2025-11-15T00:00:00.000Z,972636,0,0,/boundary/51477,Germany
2024-01-01T00:00:00.000Z,13137,0,0,/boundary/192781,Ghana
2024-02-01T00:00:00.000Z,13302,0,0,/boundary/192781,Ghana
2024-03-01T00:00:00.000Z,13433,0,0,/boundary/192781,Ghana
2024-04-01T00:00:00.000Z,13433,0,0,/boundary/192781,Ghana
2024-05-01T00:00:00.000Z,13434,0,0,/boundary/192781,Ghana
2024-06-01T00:00:00.000Z,14373,0,0,/boundary/192781,Ghana
2024-07-01T00:00:00.000Z,14388,0,0,/boundary/192781,Ghana
2024-08-01T00:00:00.000Z,14388,0,0,/boundary/192781,Ghana
2024-09-01T00:00:00.000Z,14388,0,0,/boundary/192781,Ghana
2024-10-01T00:00:00.000Z,14395,0,0,/boundary/192781,Ghana
2024-11-01T00:00:00.000Z,14412,0,0,/boundary/192781,Ghana
2024-12-01T00:00:00.000Z,14412,0,0,/boundary/192781,Ghana
2025-01-01T00:00:00.000Z,14412,0,0,/boundary/192781,Ghana
2025-02-01T00:00:00.000Z,14412,0,0,/boundary/192781,Ghana
2025-03-01T00:00:00.000Z,14412,0,0,/boundary/192781,Ghana
2025-04-01T00:00:00.000Z,14412,0,0,/boundary/192781,Ghana
2025-05-01T00:00:00.000Z,14659,0,0,/boundary/192781,Ghana
2025-06-01T00:00:00.000Z,14659,0,0,/boundary/192781,Ghana
2025-07-01T00:00:00.000Z,14667,0,0,/boundary/192781,Ghana
2025-08-01T00:00:00.000Z,14667,0,0,/boundary/192781,Ghana
2025-09-01T00:00:00.000Z,14766,0,0,/boundary/192781,Ghana
2025-10-01T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-02T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-03T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-04T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-05T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-06T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-07T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-08T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-09T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-10T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-11T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-12T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-13T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-14T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-15T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-16T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-17T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-18T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-19T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-20T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-21T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-22T00:00:00.000Z,14956,0,0,/boundary/192781,Ghana
2025-10-23T00:00:00.000Z,14978,0,0,/boundary/192781,Ghana
2025-10-24T00:00:00.000Z,14978,0,0,/boundary/192781,Ghana
2025-10-25T00:00:00.000Z,14978,0,0,/boundary/192781,Ghana
2025-10-26T00:00:00.000Z,14978,0,0,/boundary/192781,Ghana
2025-10-27T00:00:00.000Z,14978,0,0,/boundary/192781,Ghana
2025-10-28T00:00:00.000Z,14978,0,0,/boundary/192781,Ghana
2025-10-29T00:00:00.000Z,14978,0,0,/boundary/192781,Ghana
2025-10-30T00:00:00.000Z,14978,0,0,/boundary/192781,Ghana
