t,amount,length,area,id_relation,Pays
2025-11-11T00:00:00.000Z,7705,0,0,/boundary/287666,Nicaragua
2025-11-12T00:00:00.000Z,7705,0,0,/boundary/287666,Nicaragua
2025-11-13T00:00:00.000Z,7705,0,0,/boundary/287666,Nicaragua
2025-11-14T00:00:00.000Z,7705,0,0,/boundary/287666,Nicaragua
2025-11-15T00:00:00.000Z,7705,0,0,/boundary/287666,Nicaragua
2024-01-01T00:00:00.000Z,7829,0,0,/boundary/192786,Niger
2024-02-01T00:00:00.000Z,7829,0,0,/boundary/192786,Niger
2024-03-01T00:00:00.000Z,7829,0,0,/boundary/192786,Niger
2024-04-01T00:00:00.000Z,8027,0,0,/boundary/192786,Niger
2024-05-01T00:00:00.000Z,8027,0,0,/boundary/192786,Niger
2024-06-01T00:00:00.000Z,8264,0,0,/boundary/192786,Niger
2024-07-01T00:00:00.000Z,8264,0,0,/boundary/192786,Niger
2024-08-01T00:00:00.000Z,8264,0,0,/boundary/192786,Niger
2024-09-01T00:00:00.000Z,8265,0,0,/boundary/192786,Niger
2024-10-01T00:00:00.000Z,8265,0,0,/boundary/192786,Niger
2024-11-01T00:00:00.000Z,8407,0,0,/boundary/192786,Niger
2024-12-01T00:00:00.000Z,8407,0,0,/boundary/192786,Niger
2025-01-01T00:00:00.000Z,8407,0,0,/boundary/192786,Niger
2025-02-01T00:00:00.000Z,8407,0,0,/boundary/192786,Niger
2025-03-01T00:00:00.000Z,8407,0,0,/boundary/192786,Niger
2025-04-01T00:00:00.000Z,8407,0,0,/boundary/192786,Niger
2025-05-01T00:00:00.000Z,8426,0,0,/boundary/192786,Niger
2025-06-01T00:00:00.000Z,8426,0,0,/boundary/192786,Niger
2025-07-01T00:00:00.000Z,8426,0,0,/boundary/192786,Niger
2025-08-01T00:00:00.000Z,8426,0,0,/boundary/192786,Niger
2025-09-01T00:00:00.000Z,8426,0,0,/boundary/192786,Niger
2025-10-01T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-02T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-03T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-04T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-05T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-06T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-07T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-08T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-09T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-10T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-11T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-12T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-13T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-14T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-15T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-16T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-17T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-18T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-19T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-20T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-21T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-22T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-23T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-24T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-25T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-26T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-27T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-28T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-29T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-30T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-10-31T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-01T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-02T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-03T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-04T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-05T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-06T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-07T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-08T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-09T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-10T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-11T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-12T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-13T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-14T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2025-11-15T00:00:00.000Z,10079,0,0,/boundary/192786,Niger
2024-01-01T00:00:00.000Z,33181,0,0,/boundary/192787,Nigeria
2024-02-01T00:00:00.000Z,33181,0,0,/boundary/192787,Nigeria
2024-03-01T00:00:00.000Z,33181,0,0,/boundary/192787,Nigeria
2024-04-01T00:00:00.000Z,33344,0,0,/boundary/192787,Nigeria
2024-05-01T00:00:00.000Z,33344,0,0,/boundary/192787,Nigeria
2024-06-01T00:00:00.000Z,33344,0,0,/boundary/192787,Nigeria
2024-07-01T00:00:00.000Z,33371,0,0,/boundary/192787,Nigeria
2024-08-01T00:00:00.000Z,33371,0,0,/boundary/192787,Nigeria
2024-09-01T00:00:00.000Z,33371,0,0,/boundary/192787,Nigeria
2024-10-01T00:00:00.000Z,33373,0,0,/boundary/192787,Nigeria
2024-11-01T00:00:00.000Z,34108,0,0,/boundary/192787,Nigeria
2024-12-01T00:00:00.000Z,34107,0,0,/boundary/192787,Nigeria
2025-01-01T00:00:00.000Z,34107,0,0,/boundary/192787,Nigeria
2025-02-01T00:00:00.000Z,34107,0,0,/boundary/192787,Nigeria
2025-03-01T00:00:00.000Z,34107,0,0,/boundary/192787,Nigeria
2025-04-01T00:00:00.000Z,36184,0,0,/boundary/192787,Nigeria
2025-05-01T00:00:00.000Z,36184,0,0,/boundary/192787,Nigeria
2025-06-01T00:00:00.000Z,36188,0,0,/boundary/192787,Nigeria
2025-07-01T00:00:00.000Z,36291,0,0,/boundary/192787,Nigeria
2025-08-01T00:00:00.000Z,36666,0,0,/boundary/192787,Nigeria
2025-09-01T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-01T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-02T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-03T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-04T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-05T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-06T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-07T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-08T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-09T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-10T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-11T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-12T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-13T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-14T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-15T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-16T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-17T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-18T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-19T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-20T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-21T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-22T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-23T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-24T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-25T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-26T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-27T00:00:00.000Z,37144,0,0,/boundary/192787,Nigeria
2025-10-28T00:00:00.000Z,37145,0,0,/boundary/192787,Nigeria
2025-10-29T00:00:00.000Z,37189,0,0,/boundary/192787,Nigeria
2025-10-30T00:00:00.000Z,37189,0,0,/boundary/192787,Nigeria
2025-10-31T00:00:00.000Z,37189,0,0,/boundary/192787,Nigeria
2025-11-01T00:00:00.000Z,37189,0,0,/boundary/192787,Nigeria
2025-11-02T00:00:00.000Z,37189,0,0,/boundary/192787,Nigeria
2025-11-03T00:00:00.000Z,37189,0,0,/boundary/192787,Nigeria
2025-11-04T00:00:00.000Z,37189,0,0,/boundary/192787,Nigeria
2025-11-05T00:00:00.000Z,37189,0,0,/boundary/192787,Nigeria
2025-11-06T00:00:00.000Z,37189,0,0,/boundary/192787,Nigeria
2025-11-07T00:00:00.000Z,37189,0,0,/boundary/192787,Nigeria
2025-11-08T00:00:00.000Z,37189,0,0,/boundary/192787,Nigeria
2025-11-09T00:00:00.000Z,37197,0,0,/boundary/192787,Nigeria
2025-11-10T00:00:00.000Z,37197,0,0,/boundary/192787,Nigeria
2025-11-11T00:00:00.000Z,37197,0,0,/boundary/192787,Nigeria
2025-11-12T00:00:00.000Z,37661,0,0,/boundary/192787,Nigeria
2025-11-13T00:00:00.000Z,37661,0,0,/boundary/192787,Nigeria
2025-11-14T00:00:00.000Z,37661,0,0,/boundary/192787,Nigeria
2025-11-15T00:00:00.000Z,37661,0,0,/boundary/192787,Nigeria
2024-01-01T00:00:00.000Z,23954,0,0,/boundary/192734,North Korea
2024-02-01T00:00:00.000Z,25166,0,0,/boundary/192734,North Korea
2024-03-01T00:00:00.000Z,25194,0,0,/boundary/192734,North Korea
2024-04-01T00:00:00.000Z,25543,0,0,/boundary/192734,North Korea
2024-05-01T00:00:00.000Z,25555,0,0,/boundary/192734,North Korea
2024-06-01T00:00:00.000Z,25555,0,0,/boundary/192734,North Korea
2024-07-01T00:00:00.000Z,25555,0,0,/boundary/192734,North Korea
2024-08-01T00:00:00.000Z,25597,0,0,/boundary/192734,North Korea
2024-09-01T00:00:00.000Z,25680,0,0,/boundary/192734,North Korea
2024-10-01T00:00:00.000Z,25845,0,0,/boundary/192734,North Korea
2024-11-01T00:00:00.000Z,25841,0,0,/boundary/192734,North Korea
2024-12-01T00:00:00.000Z,26042,0,0,/boundary/192734,North Korea
2025-01-01T00:00:00.000Z,26118,0,0,/boundary/192734,North Korea
2025-02-01T00:00:00.000Z,26222,0,0,/boundary/192734,North Korea
2025-03-01T00:00:00.000Z,26308,0,0,/boundary/192734,North Korea
2025-04-01T00:00:00.000Z,26674,0,0,/boundary/192734,North Korea
2025-05-01T00:00:00.000Z,26883,0,0,/boundary/192734,North Korea
2025-06-01T00:00:00.000Z,27085,0,0,/boundary/192734,North Korea
2025-07-01T00:00:00.000Z,27086,0,0,/boundary/192734,North Korea
2025-08-01T00:00:00.000Z,27676,0,0,/boundary/192734,North Korea
2025-09-01T00:00:00.000Z,29183,0,0,/boundary/192734,North Korea
2025-10-01T00:00:00.000Z,30314,0,0,/boundary/192734,North Korea
2025-10-02T00:00:00.000Z,30330,0,0,/boundary/192734,North Korea
2025-10-03T00:00:00.000Z,30330,0,0,/boundary/192734,North Korea
2025-10-04T00:00:00.000Z,30330,0,0,/boundary/192734,North Korea
2025-10-05T00:00:00.000Z,30339,0,0,/boundary/192734,North Korea
2025-10-06T00:00:00.000Z,30341,0,0,/boundary/192734,North Korea
2025-10-07T00:00:00.000Z,30341,0,0,/boundary/192734,North Korea
2025-10-08T00:00:00.000Z,30341,0,0,/boundary/192734,North Korea
2025-10-09T00:00:00.000Z,30408,0,0,/boundary/192734,North Korea
2025-10-10T00:00:00.000Z,30408,0,0,/boundary/192734,North Korea
2025-10-11T00:00:00.000Z,30408,0,0,/boundary/192734,North Korea
2025-10-12T00:00:00.000Z,30408,0,0,/boundary/192734,North Korea
2025-10-13T00:00:00.000Z,30408,0,0,/boundary/192734,North Korea
2025-10-14T00:00:00.000Z,30408,0,0,/boundary/192734,North Korea
2025-10-15T00:00:00.000Z,30411,0,0,/boundary/192734,North Korea
2025-10-16T00:00:00.000Z,30413,0,0,/boundary/192734,North Korea
2025-10-17T00:00:00.000Z,30413,0,0,/boundary/192734,North Korea
2025-10-18T00:00:00.000Z,30413,0,0,/boundary/192734,North Korea
2025-10-19T00:00:00.000Z,30487,0,0,/boundary/192734,North Korea
2025-10-20T00:00:00.000Z,30579,0,0,/boundary/192734,North Korea
2025-10-21T00:00:00.000Z,30579,0,0,/boundary/192734,North Korea
2025-10-22T00:00:00.000Z,30579,0,0,/boundary/192734,North Korea
2025-10-23T00:00:00.000Z,30579,0,0,/boundary/192734,North Korea
2025-10-24T00:00:00.000Z,30579,0,0,/boundary/192734,North Korea
2025-10-25T00:00:00.000Z,30583,0,0,/boundary/192734,North Korea
2025-10-26T00:00:00.000Z,30590,0,0,/boundary/192734,North Korea
2025-10-27T00:00:00.000Z,30595,0,0,/boundary/192734,North Korea
2025-10-28T00:00:00.000Z,30595,0,0,/boundary/192734,North Korea
2025-10-29T00:00:00.000Z,30595,0,0,/boundary/192734,North Korea
2025-10-30T00:00:00.000Z,30600,0,0,/boundary/192734,North Korea
2025-10-31T00:00:00.000Z,30600,0,0,/boundary/192734,North Korea
2025-11-01T00:00:00.000Z,30600,0,0,/boundary/192734,North Korea
2025-11-02T00:00:00.000Z,30600,0,0,/boundary/192734,North Korea
2025-11-03T00:00:00.000Z,30612,0,0,/boundary/192734,North Korea
2025-11-04T00:00:00.000Z,30634,0,0,/boundary/192734,North Korea
2025-11-05T00:00:00.000Z,30637,0,0,/boundary/192734,North Korea
2025-11-06T00:00:00.000Z,30637,0,0,/boundary/192734,North Korea
2025-11-07T00:00:00.000Z,30688,0,0,/boundary/192734,North Korea
2025-11-08T00:00:00.000Z,30736,0,0,/boundary/192734,North Korea
2025-11-09T00:00:00.000Z,30736,0,0,/boundary/192734,North Korea
2025-11-10T00:00:00.000Z,30736,0,0,/boundary/192734,North Korea
2025-11-11T00:00:00.000Z,30740,0,0,/boundary/192734,North Korea
2025-11-12T00:00:00.000Z,30773,0,0,/boundary/192734,North Korea
2025-11-13T00:00:00.000Z,30922,0,0,/boundary/192734,North Korea
2025-11-14T00:00:00.000Z,31076,0,0,/boundary/192734,North Korea
2025-11-15T00:00:00.000Z,31329,0,0,/boundary/192734,North Korea
2024-01-01T00:00:00.000Z,5382,0,0,/boundary/53293,North Macedonia
2024-02-01T00:00:00.000Z,5382,0,0,/boundary/53293,North Macedonia
2024-03-01T00:00:00.000Z,5429,0,0,/boundary/53293,North Macedonia
2024-04-01T00:00:00.000Z,5429,0,0,/boundary/53293,North Macedonia
2024-05-01T00:00:00.000Z,5429,0,0,/boundary/53293,North Macedonia
2024-06-01T00:00:00.000Z,5430,0,0,/boundary/53293,North Macedonia
2024-07-01T00:00:00.000Z,5430,0,0,/boundary/53293,North Macedonia
2024-08-01T00:00:00.000Z,5469,0,0,/boundary/53293,North Macedonia
2024-09-01T00:00:00.000Z,5469,0,0,/boundary/53293,North Macedonia
2024-10-01T00:00:00.000Z,5471,0,0,/boundary/53293,North Macedonia
2024-11-01T00:00:00.000Z,5471,0,0,/boundary/53293,North Macedonia
2024-12-01T00:00:00.000Z,5550,0,0,/boundary/53293,North Macedonia
2025-01-01T00:00:00.000Z,5550,0,0,/boundary/53293,North Macedonia
2025-02-01T00:00:00.000Z,5574,0,0,/boundary/53293,North Macedonia
2025-03-01T00:00:00.000Z,5574,0,0,/boundary/53293,North Macedonia
2025-04-01T00:00:00.000Z,5645,0,0,/boundary/53293,North Macedonia
2025-05-01T00:00:00.000Z,5685,0,0,/boundary/53293,North Macedonia
2025-06-01T00:00:00.000Z,5698,0,0,/boundary/53293,North Macedonia
2025-07-01T00:00:00.000Z,6142,0,0,/boundary/53293,North Macedonia
2025-08-01T00:00:00.000Z,6160,0,0,/boundary/53293,North Macedonia
2025-09-01T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-01T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-02T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-03T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-04T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-05T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-06T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-07T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-08T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-09T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-10T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-11T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-12T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-13T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-14T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-15T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-16T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-17T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-18T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-19T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-20T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-21T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-22T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-23T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-24T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-25T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-26T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-27T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-28T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-29T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-30T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-10-31T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-01T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-02T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-03T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-04T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-05T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-06T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-07T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-08T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-09T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-10T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-11T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-12T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-13T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-14T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2025-11-15T00:00:00.000Z,7766,0,0,/boundary/53293,North Macedonia
2024-01-01T00:00:00.000Z,56284,0,0,/boundary/305138,Oman
2024-02-01T00:00:00.000Z,56287,0,0,/boundary/305138,Oman
2024-03-01T00:00:00.000Z,56287,0,0,/boundary/305138,Oman
2024-04-01T00:00:00.000Z,56287,0,0,/boundary/305138,Oman
2024-05-01T00:00:00.000Z,56289,0,0,/boundary/305138,Oman
2024-06-01T00:00:00.000Z,56289,0,0,/boundary/305138,Oman
2024-07-01T00:00:00.000Z,56290,0,0,/boundary/305138,Oman
2024-08-01T00:00:00.000Z,56290,0,0,/boundary/305138,Oman
2024-09-01T00:00:00.000Z,56402,0,0,/boundary/305138,Oman
2024-10-01T00:00:00.000Z,56402,0,0,/boundary/305138,Oman
2024-11-01T00:00:00.000Z,56402,0,0,/boundary/305138,Oman
2024-12-01T00:00:00.000Z,56407,0,0,/boundary/305138,Oman
2025-01-01T00:00:00.000Z,56416,0,0,/boundary/305138,Oman
2025-02-01T00:00:00.000Z,56416,0,0,/boundary/305138,Oman
2025-03-01T00:00:00.000Z,56423,0,0,/boundary/305138,Oman
2025-04-01T00:00:00.000Z,56423,0,0,/boundary/305138,Oman
2025-05-01T00:00:00.000Z,56445,0,0,/boundary/305138,Oman
2025-06-01T00:00:00.000Z,56445,0,0,/boundary/305138,Oman
2025-07-01T00:00:00.000Z,56646,0,0,/boundary/305138,Oman
2025-08-01T00:00:00.000Z,56646,0,0,/boundary/305138,Oman
2025-09-01T00:00:00.000Z,56646,0,0,/boundary/305138,Oman
2025-10-01T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-02T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-03T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-04T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-05T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-06T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-07T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-08T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-09T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-10T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-11T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-12T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-13T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-14T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-15T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-16T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-17T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-18T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-19T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-20T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-21T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-22T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-23T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-24T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-25T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-26T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-27T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-28T00:00:00.000Z,56650,0,0,/boundary/305138,Oman
2025-10-29T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-10-30T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-10-31T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-01T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-02T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-03T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-04T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-05T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-06T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-07T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-08T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-09T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-10T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-11T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-12T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-13T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-14T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2025-11-15T00:00:00.000Z,56788,0,0,/boundary/305138,Oman
2024-01-01T00:00:00.000Z,117369,0,0,/boundary/307573,Pakistan
2024-02-01T00:00:00.000Z,117613,0,0,/boundary/307573,Pakistan
2024-03-01T00:00:00.000Z,118016,0,0,/boundary/307573,Pakistan
2024-04-01T00:00:00.000Z,118708,0,0,/boundary/307573,Pakistan
2024-05-01T00:00:00.000Z,123018,0,0,/boundary/307573,Pakistan
2024-06-01T00:00:00.000Z,124319,0,0,/boundary/307573,Pakistan
2024-07-01T00:00:00.000Z,124329,0,0,/boundary/307573,Pakistan
2024-08-01T00:00:00.000Z,124330,0,0,/boundary/307573,Pakistan
2024-09-01T00:00:00.000Z,127966,0,0,/boundary/307573,Pakistan
2024-10-01T00:00:00.000Z,127966,0,0,/boundary/307573,Pakistan
2024-11-01T00:00:00.000Z,127977,0,0,/boundary/307573,Pakistan
2024-12-01T00:00:00.000Z,127978,0,0,/boundary/307573,Pakistan
2025-01-01T00:00:00.000Z,128978,0,0,/boundary/307573,Pakistan
2025-02-01T00:00:00.000Z,128978,0,0,/boundary/307573,Pakistan
2025-03-01T00:00:00.000Z,132305,0,0,/boundary/307573,Pakistan
2025-04-01T00:00:00.000Z,132605,0,0,/boundary/307573,Pakistan
2025-05-01T00:00:00.000Z,136728,0,0,/boundary/307573,Pakistan
2025-06-01T00:00:00.000Z,137030,0,0,/boundary/307573,Pakistan
2025-07-01T00:00:00.000Z,137053,0,0,/boundary/307573,Pakistan
2025-08-01T00:00:00.000Z,137088,0,0,/boundary/307573,Pakistan
2025-09-01T00:00:00.000Z,137336,0,0,/boundary/307573,Pakistan
2025-10-01T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-02T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-03T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-04T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-05T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-06T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-07T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-08T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-09T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-10T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-11T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-12T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
2025-10-13T00:00:00.000Z,138547,0,0,/boundary/307573,Pakistan
