x,amount,length,area,labels.distribution.amount,labels.distribution.length,labels.distribution.area,labels.generation.amount,labels.generation.length,labels.generation.area,labels.industrial.amount,labels.industrial.length,labels.industrial.area,labels.transmission.amount,labels.transmission.length,labels.transmission.area,id_relation,Pays
2024-03-01T00:00:00.000Z,5075,242819.826364453,4497788.5111301,241,25104.0955412126,370545.0202578,1,255.190745745074,3732.6143671663,35,5242.77865736951,76414.2378734489,424,152414.39372851,4025328.65485649,/boundary/52411,Belgium
2024-04-01T00:00:00.000Z,5167,245235.507998086,4520611.39688593,247,26346.9215490861,401435.440782374,1,255.190745745074,3732.6143671663,35,5242.77865736951,76414.2378734489,427,152885.349834284,4021725.40129928,/boundary/52411,Belgium
2024-05-01T00:00:00.000Z,5194,245880.703905517,4562372.34212398,247,26342.0812024324,401422.05365347,1,255.190745745074,3732.6143671663,36,5650.53796662572,78724.1301424218,428,153547.822534719,4065420.92690849,/boundary/52411,Belgium
2024-06-01T00:00:00.000Z,5249,246812.664005743,4562940.74507578,248,26395.8005497366,401485.057833153,1,255.190745745074,3732.6143671663,36,5650.53796662572,78724.1301424218,428,153547.822534719,4065420.92690849,/boundary/52411,Belgium
2024-07-01T00:00:00.000Z,5308,247616.022505741,4563699.53490266,248,26394.3640156512,401482.579603843,1,255.190745745074,3732.6143671663,36,5650.53796662572,78724.1301424218,428,153547.822534719,4065420.92411426,/boundary/52411,Belgium
2024-08-01T00:00:00.000Z,5384,248613.883110178,4564123.01674603,249,26411.3360939393,401500.399854193,1,255.190745745074,3732.6143671663,36,5650.53796662572,78724.1301424218,430,154144.354665357,4076579.49122867,/boundary/52411,Belgium
2024-09-01T00:00:00.000Z,5481,250031.853698188,4566021.04026951,248,26391.933124107,401477.038656503,1,255.190745745074,3732.6143671663,36,5650.53796662572,78724.1301424218,430,154144.418091903,4076561.85463756,/boundary/52411,Belgium
2024-10-01T00:00:00.000Z,5542,250873.535221558,4567702.99418713,248,26391.933124107,401477.038656503,1,255.190745745074,3732.6143671663,36,5650.53796662572,78724.1301424218,430,154172.024473572,4077473.7706256,/boundary/52411,Belgium
2024-11-01T00:00:00.000Z,5618,251789.843304151,4569661.27187917,248,26393.7431364072,401628.136230856,1,255.190745745074,3732.6143671663,36,5650.53796662572,78724.1301424218,431,154410.894404977,4086260.25367535,/boundary/52411,Belgium
2024-12-01T00:00:00.000Z,5709,252858.980197518,4568883.74673407,247,26384.3288720216,401623.182857664,1,255.190745745074,3732.6143671663,36,5650.53796662572,78724.1301424218,433,154716.576655645,4089868.4130202,/boundary/52411,Belgium
2025-01-01T00:00:00.000Z,5849,254637.062120814,4568002.23805515,247,26384.3288720216,401623.182857664,1,255.190745745074,3732.6143671663,36,5650.53796662572,78724.1301424218,433,154716.576661279,4089868.58666526,/boundary/52411,Belgium
2025-02-01T00:00:00.000Z,5961,255549.804380823,4587343.09928716,248,26478.5717979995,402134.713254948,1,255.190745745074,3732.6143671663,37,5803.46938104508,80099.7972644923,429,154640.012037166,4110787.6413654,/boundary/52411,Belgium
2025-03-01T00:00:00.000Z,6050,256777.643122733,4588447.25719354,248,26478.5717979995,402134.713254948,1,255.190745745074,3732.6143671663,37,5803.46938458719,80099.768109915,429,154638.40485775,4110705.18167592,/boundary/52411,Belgium
2025-04-01T00:00:00.000Z,6152,261078.520404718,4814894.56513956,250,26651.959889443,403239.83144342,1,255.190745745074,3732.6143671663,37,5803.46938458719,80099.768109915,433,156068.800613736,4188152.95711043,/boundary/52411,Belgium
2025-05-01T00:00:00.000Z,6193,261789.352482416,4828985.15715747,250,26648.414025202,403246.656964741,1,255.190745745074,3732.6143671663,39,5837.79024055248,80132.9711051575,433,156216.077864179,4201069.67177982,/boundary/52411,Belgium
2025-06-01T00:00:00.000Z,6257,261509.052265489,4688834.8975602,251,26933.3122355079,406594.655193077,1,255.190745745074,3732.6143671663,40,5860.80887472601,80155.641467617,434,156500.97607508,4204417.74672729,/boundary/52411,Belgium
2025-07-01T00:00:00.000Z,6380,262993.239026475,4690437.46779902,251,26933.3122355079,406594.655193077,1,255.190745745074,3732.6143671663,40,5860.80887472601,80155.641467617,435,156527.435393585,4205005.95371083,/boundary/52411,Belgium
2025-08-01T00:00:00.000Z,6478,264316.483348707,4694198.40620806,252,27126.9878923911,408198.719871068,1,255.190745745074,3732.6143671663,41,5868.69234377155,80158.8713558234,437,157173.545159227,4219693.46801407,/boundary/52411,Belgium
2025-09-01T00:00:00.000Z,6560,265766.827215217,4700464.59506078,253,27280.7397303459,409803.73283288,1,255.190745745074,3732.6143671663,43,5914.95625616504,80205.805343072,438,157351.2796172,4222469.82622006,/boundary/52411,Belgium
2025-10-01T00:00:00.000Z,6681,267043.170956346,4695095.20911859,253,27293.9781644079,409650.286446837,1,255.190745745074,3732.6143671663,44,5934.65432174596,80229.677777636,438,157317.155431354,4222221.07401415,/boundary/52411,Belgium
2025-11-01T00:00:00.000Z,6846,269171.626646012,4692978.66137994,253,27293.9781644079,409650.286446837,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157256.342209286,4216556.69292754,/boundary/52411,Belgium
2025-11-02T00:00:00.000Z,6812,269272.267458882,4693349.50641547,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157256.342209286,4216556.69292754,/boundary/52411,Belgium
2025-11-03T00:00:00.000Z,6817,269327.308344639,4693387.72378544,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157256.342209286,4216556.69292754,/boundary/52411,Belgium
2025-11-04T00:00:00.000Z,6817,269328.799453855,4693390.9317731,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157256.342209286,4216556.69292754,/boundary/52411,Belgium
2025-11-05T00:00:00.000Z,6833,269553.862950525,4701303.57329597,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157113.580040834,4223912.9839759,/boundary/52411,Belgium
2025-11-06T00:00:00.000Z,6838,269623.428549192,4701367.31422778,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157113.580040834,4223912.9839759,/boundary/52411,Belgium
2025-11-07T00:00:00.000Z,6841,269651.332250031,4700970.56171079,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-08T00:00:00.000Z,6848,269734.1695475,4701034.14811452,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-09T00:00:00.000Z,6856,269813.931637697,4701092.06917091,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-10T00:00:00.000Z,6873,270024.557947071,4701264.37687856,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-11T00:00:00.000Z,6879,270086.752292228,4701305.24291196,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-12T00:00:00.000Z,6880,270096.693366105,4701311.31373916,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-13T00:00:00.000Z,6892,270241.309920754,4701429.42810471,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-14T00:00:00.000Z,6894,270263.645287925,4701446.51545259,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-15T00:00:00.000Z,6895,270272.151140079,4701451.06064571,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-16T00:00:00.000Z,6899,270312.252219946,4701485.52172769,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-17T00:00:00.000Z,6899,270312.252219946,4701485.52172769,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-18T00:00:00.000Z,6899,270312.256703199,4701485.53582335,254,27383.5553543544,410014.102900056,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-19T00:00:00.000Z,6899,270295.660513406,4701450.64734011,253,27357.6537624926,409974.053686045,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-20T00:00:00.000Z,6900,270308.32587119,4701459.94358008,253,27357.6537624926,409974.053686045,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-21T00:00:00.000Z,6902,270322.695248383,4701471.72775838,253,27357.6537624926,409974.053686045,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-22T00:00:00.000Z,6913,270390.765904877,4701515.33882702,253,27357.6537624926,409974.053686045,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,440,157111.135682319,4223495.25670201,/boundary/52411,Belgium
2025-11-23T00:00:00.000Z,6913,270479.869216313,4703504.15962715,253,27357.6537624926,409974.053686045,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,442,157514.864080567,4228424.64524919,/boundary/52411,Belgium
2025-11-24T00:00:00.000Z,6913,270479.869182751,4703504.1425817,253,27357.6537624926,409974.053686045,1,255.190745745074,3732.6143671663,45,5934.65432174597,80229.677777636,442,157514.864080567,4228424.64524919,/boundary/52411,Belgium
2025-11-25T00:00:00.000Z,6917,270518.078137037,4703527.65771513,253,27357.6537624926,409974.053686045,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,442,157514.864080567,4228424.64524919,/boundary/52411,Belgium
2025-11-26T00:00:00.000Z,6925,271154.726968693,4712449.02632189,253,27357.6537624926,409974.053686045,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,442,157514.864080567,4228424.64524919,/boundary/52411,Belgium
2025-11-27T00:00:00.000Z,6930,271229.676561228,4712523.82968568,253,27357.6537624926,409974.053686045,1,255.190745745074,3732.6143671663,45,5934.65432174596,80229.677777636,442,157514.864080567,4228424.64524919,/boundary/52411,Belgium
2024-01-01T00:00:00.000Z,20,4736.95072540088,84596.3838786862,4,1298.95564441017,28827.4860170004,,,,,,,11,2485.05734176033,38379.6212643891,/boundary/287827,Belize
2024-02-01T00:00:00.000Z,22,5459.02432296339,101863.090070898,4,1298.95564441017,28827.4860170004,,,,,,,12,3118.0211125778,55218.2870689634,/boundary/287827,Belize
2024-03-01T00:00:00.000Z,23,5845.62629160407,111070.953993465,4,1298.95564441017,28827.4860170004,,,,,,,13,3504.62308121848,64426.1509915296,/boundary/287827,Belize
2024-04-01T00:00:00.000Z,23,5845.62629160407,111070.953993465,4,1298.95564441017,28827.4860170004,,,,,,,13,3504.62308121848,64426.1509915296,/boundary/287827,Belize
2024-05-01T00:00:00.000Z,23,5845.62629160407,111070.953993465,4,1298.95564441017,28827.4860170004,,,,,,,13,3504.62308121848,64426.1509915296,/boundary/287827,Belize
2024-06-01T00:00:00.000Z,23,5845.62629160407,111070.953993465,4,1298.95564441017,28827.4860170004,,,,,,,13,3504.62308121848,64426.1509915296,/boundary/287827,Belize
2024-07-01T00:00:00.000Z,23,5825.01570075084,110970.894792393,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2024-08-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2024-09-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2024-10-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2024-11-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2024-12-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-01-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-02-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-03-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-04-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-05-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-06-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-07-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-08-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-09-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-10-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-01T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-02T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-03T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-04T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-05T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-06T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-07T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-08T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-09T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-10T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-11T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-12T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-13T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-14T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-15T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-16T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-17T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-18T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-19T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-20T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-21T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-22T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-23T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-24T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-25T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-26T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2025-11-27T00:00:00.000Z,24,6016.83394296859,113000.772165824,4,1298.95564441017,28827.4860170004,,,,,,,14,3563.59090908554,64649.8804721999,/boundary/287827,Belize
2024-01-01T00:00:00.000Z,23,8264.45604128883,342585.769641535,,,,,,,,,,10,6679.86225102439,303648.888501871,/boundary/192784,Benin
2024-02-01T00:00:00.000Z,23,8264.45604128883,342585.769641535,,,,,,,,,,10,6679.86225102439,303648.888501871,/boundary/192784,Benin
2024-03-01T00:00:00.000Z,23,8264.45604128883,342585.769641535,,,,,,,,,,10,6679.86225102439,303648.888501871,/boundary/192784,Benin
2024-04-01T00:00:00.000Z,23,8264.45604128883,342585.769641535,,,,,,,,,,10,6679.86225102439,303648.888501871,/boundary/192784,Benin
2024-05-01T00:00:00.000Z,23,8264.45604128883,342585.769641535,,,,,,,,,,10,6679.86225102439,303648.888501871,/boundary/192784,Benin
2024-06-01T00:00:00.000Z,24,9009.56570645328,376227.323934918,,,,,,,,,,10,6679.86225102439,303648.888501871,/boundary/192784,Benin
2024-07-01T00:00:00.000Z,24,9009.56570645328,376227.323934918,,,,,,,,,,10,6679.86225102439,303648.888501871,/boundary/192784,Benin
2024-08-01T00:00:00.000Z,24,9009.56570645328,376227.323934918,,,,,,,,,,10,6679.86225102439,303648.888501871,/boundary/192784,Benin
2024-09-01T00:00:00.000Z,24,9009.56570645328,376227.323934918,,,,,,,,,,10,6679.86225102439,303648.888501871,/boundary/192784,Benin
2024-10-01T00:00:00.000Z,24,9009.56570645328,376227.323934918,,,,,,,,,,10,6679.86225102439,303648.888501871,/boundary/192784,Benin
2024-11-01T00:00:00.000Z,24,9461.64534746466,398995.548169882,,,,,,,,,,13,8574.0287830548,378078.177853115,/boundary/192784,Benin
2024-12-01T00:00:00.000Z,24,9461.64534746466,398995.548169882,,,,,,,,,,13,8574.0287830548,378078.177853115,/boundary/192784,Benin
2025-01-01T00:00:00.000Z,24,9461.64534746466,398995.548169882,,,,,,,,,,13,8574.0287830548,378078.177853115,/boundary/192784,Benin
2025-02-01T00:00:00.000Z,24,9461.64534746466,398995.548169882,,,,,,,,,,13,8574.0287830548,378078.177853115,/boundary/192784,Benin
2025-03-01T00:00:00.000Z,24,9461.64534746466,398995.548169882,,,,,,,,,,13,8574.0287830548,378078.177853115,/boundary/192784,Benin
2025-04-01T00:00:00.000Z,24,9461.64534746466,398995.548169882,,,,,,,,,,13,8574.0287830548,378078.177853115,/boundary/192784,Benin
2025-05-01T00:00:00.000Z,26,11308.5372409424,498180.030504866,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-06-01T00:00:00.000Z,25,10805.9818328299,484311.568976736,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-07-01T00:00:00.000Z,27,11927.143966599,521995.87106525,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-08-01T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-09-01T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-10-01T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-01T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-02T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-03T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-04T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-05T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-06T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-07T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-08T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-09T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-10T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-11T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-12T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-13T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-14T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-15T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-16T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-17T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-18T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-19T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-20T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-21T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-22T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-23T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-24T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-25T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-26T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2025-11-27T00:00:00.000Z,28,12382.3074246699,534933.079924552,,,,,,,,,,15,10420.9206765326,477262.660188099,/boundary/192784,Benin
2024-01-01T00:00:00.000Z,38,15218.1652597347,531164.446919967,6,2181.25517386033,55355.6788074711,,,,,,,11,6741.48350320531,300464.230366838,/boundary/184629,Bhutan
2024-02-01T00:00:00.000Z,38,15218.1652597347,531164.446919967,6,2181.25517386033,55355.6788074711,,,,,,,11,6741.48350320531,300464.230366838,/boundary/184629,Bhutan
2024-03-01T00:00:00.000Z,38,15218.1652597347,531164.446919967,6,2181.25517386033,55355.6788074711,,,,,,,11,6741.48350320531,300464.230366838,/boundary/184629,Bhutan
2024-04-01T00:00:00.000Z,38,15218.1652597347,531164.446919967,6,2181.25517386033,55355.6788074711,,,,,,,11,6741.48350320531,300464.230366838,/boundary/184629,Bhutan
2024-05-01T00:00:00.000Z,38,15218.1652597347,531164.446919967,6,2181.25517386033,55355.6788074711,,,,,,,11,6741.48350320531,300464.230366838,/boundary/184629,Bhutan
2024-06-01T00:00:00.000Z,38,15218.1652597347,531164.446919967,6,2181.25517386033,55355.6788074711,,,,,,,11,6741.48350320531,300464.230366838,/boundary/184629,Bhutan
