x,amount,amount_1d,amount_30d,id_relation,Pays
2024-04-01T00:00:00.000Z,8,1,4,/boundary/72596,Lithuania
2024-05-01T00:00:00.000Z,11,1,7,/boundary/72596,Lithuania
2024-06-01T00:00:00.000Z,12,0,5,/boundary/72596,Lithuania
2024-07-01T00:00:00.000Z,16,2,9,/boundary/72596,Lithuania
2024-08-01T00:00:00.000Z,19,1,7,/boundary/72596,Lithuania
2024-09-01T00:00:00.000Z,22,1,9,/boundary/72596,Lithuania
2024-10-01T00:00:00.000Z,23,0,5,/boundary/72596,Lithuania
2024-11-01T00:00:00.000Z,24,0,6,/boundary/72596,Lithuania
2024-12-01T00:00:00.000Z,25,0,5,/boundary/72596,Lithuania
2025-01-01T00:00:00.000Z,27,0,7,/boundary/72596,Lithuania
2025-02-01T00:00:00.000Z,30,2,9,/boundary/72596,Lithuania
2025-03-01T00:00:00.000Z,31,1,7,/boundary/72596,Lithuania
2025-04-01T00:00:00.000Z,33,0,9,/boundary/72596,Lithuania
2025-05-01T00:00:00.000Z,40,0,12,/boundary/72596,Lithuania
2025-06-01T00:00:00.000Z,42,1,5,/boundary/72596,Lithuania
2025-07-01T00:00:00.000Z,47,2,10,/boundary/72596,Lithuania
2025-08-01T00:00:00.000Z,49,0,3,/boundary/72596,Lithuania
2025-09-01T00:00:00.000Z,50,2,9,/boundary/72596,Lithuania
2025-10-01T00:00:00.000Z,52,0,8,/boundary/72596,Lithuania
2025-11-01T00:00:00.000Z,52,0,1,/boundary/72596,Lithuania
2025-11-02T00:00:00.000Z,52,0,1,/boundary/72596,Lithuania
2025-11-03T00:00:00.000Z,53,2,2,/boundary/72596,Lithuania
2025-11-04T00:00:00.000Z,53,1,3,/boundary/72596,Lithuania
2025-11-05T00:00:00.000Z,53,0,3,/boundary/72596,Lithuania
2025-11-06T00:00:00.000Z,53,1,3,/boundary/72596,Lithuania
2025-11-07T00:00:00.000Z,53,0,3,/boundary/72596,Lithuania
2025-11-08T00:00:00.000Z,53,1,3,/boundary/72596,Lithuania
2025-11-09T00:00:00.000Z,53,2,3,/boundary/72596,Lithuania
2025-11-10T00:00:00.000Z,53,0,3,/boundary/72596,Lithuania
2025-11-11T00:00:00.000Z,53,0,3,/boundary/72596,Lithuania
2025-11-12T00:00:00.000Z,53,0,3,/boundary/72596,Lithuania
2025-11-13T00:00:00.000Z,53,0,3,/boundary/72596,Lithuania
2025-11-14T00:00:00.000Z,53,0,3,/boundary/72596,Lithuania
2025-11-15T00:00:00.000Z,53,0,3,/boundary/72596,Lithuania
2025-11-16T00:00:00.000Z,53,0,3,/boundary/72596,Lithuania
2025-11-17T00:00:00.000Z,53,1,4,/boundary/72596,Lithuania
2025-11-18T00:00:00.000Z,53,1,5,/boundary/72596,Lithuania
2025-11-19T00:00:00.000Z,53,0,5,/boundary/72596,Lithuania
2025-11-20T00:00:00.000Z,53,0,5,/boundary/72596,Lithuania
2025-11-21T00:00:00.000Z,53,0,5,/boundary/72596,Lithuania
2025-11-22T00:00:00.000Z,53,1,5,/boundary/72596,Lithuania
2025-11-23T00:00:00.000Z,53,2,6,/boundary/72596,Lithuania
2025-11-24T00:00:00.000Z,53,1,6,/boundary/72596,Lithuania
2025-11-25T00:00:00.000Z,53,1,7,/boundary/72596,Lithuania
2025-11-26T00:00:00.000Z,53,1,7,/boundary/72596,Lithuania
2025-11-27T00:00:00.000Z,53,0,7,/boundary/72596,Lithuania
2024-01-01T00:00:00.000Z,0,0,2,/boundary/2171347,Luxembourg
2024-03-01T00:00:00.000Z,2,0,2,/boundary/2171347,Luxembourg
2024-04-01T00:00:00.000Z,4,0,3,/boundary/2171347,Luxembourg
2024-05-01T00:00:00.000Z,5,0,3,/boundary/2171347,Luxembourg
2024-06-01T00:00:00.000Z,8,0,3,/boundary/2171347,Luxembourg
2024-07-01T00:00:00.000Z,10,1,3,/boundary/2171347,Luxembourg
2024-08-01T00:00:00.000Z,16,1,8,/boundary/2171347,Luxembourg
2024-09-01T00:00:00.000Z,21,0,7,/boundary/2171347,Luxembourg
2024-10-01T00:00:00.000Z,23,0,4,/boundary/2171347,Luxembourg
2024-11-01T00:00:00.000Z,23,0,1,/boundary/2171347,Luxembourg
2024-12-01T00:00:00.000Z,23,0,1,/boundary/2171347,Luxembourg
2025-01-01T00:00:00.000Z,25,0,4,/boundary/2171347,Luxembourg
2025-02-01T00:00:00.000Z,25,0,2,/boundary/2171347,Luxembourg
2025-03-01T00:00:00.000Z,27,0,3,/boundary/2171347,Luxembourg
2025-04-01T00:00:00.000Z,27,0,2,/boundary/2171347,Luxembourg
2025-05-01T00:00:00.000Z,30,1,5,/boundary/2171347,Luxembourg
2025-06-01T00:00:00.000Z,32,0,7,/boundary/2171347,Luxembourg
2025-07-01T00:00:00.000Z,34,0,4,/boundary/2171347,Luxembourg
2025-08-01T00:00:00.000Z,34,0,0,/boundary/2171347,Luxembourg
2025-09-01T00:00:00.000Z,39,0,5,/boundary/2171347,Luxembourg
2025-10-01T00:00:00.000Z,40,1,2,/boundary/2171347,Luxembourg
2025-11-01T00:00:00.000Z,44,0,8,/boundary/2171347,Luxembourg
2025-11-02T00:00:00.000Z,44,0,7,/boundary/2171347,Luxembourg
2025-11-03T00:00:00.000Z,44,0,7,/boundary/2171347,Luxembourg
2025-11-04T00:00:00.000Z,44,0,7,/boundary/2171347,Luxembourg
2025-11-05T00:00:00.000Z,44,0,6,/boundary/2171347,Luxembourg
2025-11-06T00:00:00.000Z,45,1,7,/boundary/2171347,Luxembourg
2025-11-07T00:00:00.000Z,45,0,7,/boundary/2171347,Luxembourg
2025-11-08T00:00:00.000Z,45,0,7,/boundary/2171347,Luxembourg
2025-11-09T00:00:00.000Z,45,0,7,/boundary/2171347,Luxembourg
2025-11-10T00:00:00.000Z,45,2,7,/boundary/2171347,Luxembourg
2025-11-11T00:00:00.000Z,45,0,7,/boundary/2171347,Luxembourg
2025-11-12T00:00:00.000Z,45,0,7,/boundary/2171347,Luxembourg
2025-11-13T00:00:00.000Z,45,0,7,/boundary/2171347,Luxembourg
2025-11-14T00:00:00.000Z,45,0,7,/boundary/2171347,Luxembourg
2025-11-15T00:00:00.000Z,45,0,7,/boundary/2171347,Luxembourg
2025-11-16T00:00:00.000Z,45,0,6,/boundary/2171347,Luxembourg
2025-11-17T00:00:00.000Z,45,1,6,/boundary/2171347,Luxembourg
2025-11-18T00:00:00.000Z,45,0,6,/boundary/2171347,Luxembourg
2025-11-19T00:00:00.000Z,45,0,6,/boundary/2171347,Luxembourg
2025-11-20T00:00:00.000Z,45,0,6,/boundary/2171347,Luxembourg
2025-11-21T00:00:00.000Z,45,0,6,/boundary/2171347,Luxembourg
2025-11-22T00:00:00.000Z,45,0,6,/boundary/2171347,Luxembourg
2025-11-23T00:00:00.000Z,45,0,5,/boundary/2171347,Luxembourg
2025-11-24T00:00:00.000Z,45,0,4,/boundary/2171347,Luxembourg
2025-11-25T00:00:00.000Z,45,1,4,/boundary/2171347,Luxembourg
2025-11-26T00:00:00.000Z,45,0,4,/boundary/2171347,Luxembourg
2025-11-27T00:00:00.000Z,45,0,3,/boundary/2171347,Luxembourg
2024-03-01T00:00:00.000Z,1,0,1,/boundary/447325,Madagascar
2024-04-01T00:00:00.000Z,1,0,0,/boundary/447325,Madagascar
2024-05-01T00:00:00.000Z,2,0,1,/boundary/447325,Madagascar
2024-06-01T00:00:00.000Z,2,0,0,/boundary/447325,Madagascar
2024-07-01T00:00:00.000Z,2,0,1,/boundary/447325,Madagascar
2024-08-01T00:00:00.000Z,2,0,0,/boundary/447325,Madagascar
2024-09-01T00:00:00.000Z,3,0,1,/boundary/447325,Madagascar
2024-10-01T00:00:00.000Z,3,0,1,/boundary/447325,Madagascar
2024-11-01T00:00:00.000Z,4,0,1,/boundary/447325,Madagascar
2024-12-01T00:00:00.000Z,4,0,0,/boundary/447325,Madagascar
2025-01-01T00:00:00.000Z,4,0,0,/boundary/447325,Madagascar
2025-02-01T00:00:00.000Z,4,0,0,/boundary/447325,Madagascar
2025-03-01T00:00:00.000Z,4,0,0,/boundary/447325,Madagascar
2025-04-01T00:00:00.000Z,4,0,0,/boundary/447325,Madagascar
2025-05-01T00:00:00.000Z,6,0,2,/boundary/447325,Madagascar
2025-06-01T00:00:00.000Z,7,0,1,/boundary/447325,Madagascar
2025-07-01T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-08-01T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-09-01T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-10-01T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-01T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-02T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-03T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-04T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-05T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-06T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-07T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-08T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-09T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-10T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-11T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-12T00:00:00.000Z,7,0,0,/boundary/447325,Madagascar
2025-11-13T00:00:00.000Z,8,1,1,/boundary/447325,Madagascar
2025-11-14T00:00:00.000Z,8,0,1,/boundary/447325,Madagascar
2025-11-15T00:00:00.000Z,8,0,1,/boundary/447325,Madagascar
2025-11-16T00:00:00.000Z,8,0,1,/boundary/447325,Madagascar
2025-11-17T00:00:00.000Z,8,0,1,/boundary/447325,Madagascar
2025-11-18T00:00:00.000Z,8,0,1,/boundary/447325,Madagascar
2025-11-19T00:00:00.000Z,8,0,1,/boundary/447325,Madagascar
2025-11-20T00:00:00.000Z,8,0,1,/boundary/447325,Madagascar
2025-11-21T00:00:00.000Z,8,0,1,/boundary/447325,Madagascar
2025-11-22T00:00:00.000Z,8,0,1,/boundary/447325,Madagascar
2025-11-23T00:00:00.000Z,8,0,1,/boundary/447325,Madagascar
2025-11-24T00:00:00.000Z,9,1,2,/boundary/447325,Madagascar
2025-11-25T00:00:00.000Z,9,0,2,/boundary/447325,Madagascar
2025-11-26T00:00:00.000Z,9,0,2,/boundary/447325,Madagascar
2025-11-27T00:00:00.000Z,9,0,2,/boundary/447325,Madagascar
2024-04-01T00:00:00.000Z,3,0,3,/boundary/195290,Malawi
2024-05-01T00:00:00.000Z,4,0,1,/boundary/195290,Malawi
2024-06-01T00:00:00.000Z,5,0,1,/boundary/195290,Malawi
2024-07-01T00:00:00.000Z,5,0,0,/boundary/195290,Malawi
2024-08-01T00:00:00.000Z,5,0,0,/boundary/195290,Malawi
2024-09-01T00:00:00.000Z,5,0,0,/boundary/195290,Malawi
2024-10-01T00:00:00.000Z,5,0,0,/boundary/195290,Malawi
2024-11-01T00:00:00.000Z,5,0,0,/boundary/195290,Malawi
2024-12-01T00:00:00.000Z,5,0,0,/boundary/195290,Malawi
2025-01-01T00:00:00.000Z,5,0,0,/boundary/195290,Malawi
2025-02-01T00:00:00.000Z,5,0,0,/boundary/195290,Malawi
2025-03-01T00:00:00.000Z,5,0,0,/boundary/195290,Malawi
2025-04-01T00:00:00.000Z,5,0,0,/boundary/195290,Malawi
2025-05-01T00:00:00.000Z,5,0,0,/boundary/195290,Malawi
2025-06-01T00:00:00.000Z,6,0,1,/boundary/195290,Malawi
2025-07-01T00:00:00.000Z,7,0,1,/boundary/195290,Malawi
2025-08-01T00:00:00.000Z,7,0,0,/boundary/195290,Malawi
2025-09-01T00:00:00.000Z,7,0,0,/boundary/195290,Malawi
2025-10-01T00:00:00.000Z,8,0,1,/boundary/195290,Malawi
2025-11-01T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-02T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-03T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-04T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-05T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-06T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-07T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-08T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-09T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-10T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-11T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-12T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-13T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-14T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-15T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-16T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-17T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-18T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-19T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-20T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-21T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-22T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-23T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-24T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-25T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-26T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2025-11-27T00:00:00.000Z,8,0,0,/boundary/195290,Malawi
2024-01-01T00:00:00.000Z,0,0,2,/boundary/2108121,Malaysia
2024-02-01T00:00:00.000Z,1,1,1,/boundary/2108121,Malaysia
2024-03-01T00:00:00.000Z,2,1,2,/boundary/2108121,Malaysia
2024-04-01T00:00:00.000Z,3,0,2,/boundary/2108121,Malaysia
2024-05-01T00:00:00.000Z,5,0,3,/boundary/2108121,Malaysia
2024-06-01T00:00:00.000Z,7,0,2,/boundary/2108121,Malaysia
2024-07-01T00:00:00.000Z,8,1,2,/boundary/2108121,Malaysia
2024-08-01T00:00:00.000Z,8,0,1,/boundary/2108121,Malaysia
2024-09-01T00:00:00.000Z,11,0,4,/boundary/2108121,Malaysia
2024-10-01T00:00:00.000Z,13,0,4,/boundary/2108121,Malaysia
2024-11-01T00:00:00.000Z,14,0,3,/boundary/2108121,Malaysia
2024-12-01T00:00:00.000Z,14,0,0,/boundary/2108121,Malaysia
2025-01-01T00:00:00.000Z,15,0,2,/boundary/2108121,Malaysia
2025-02-01T00:00:00.000Z,17,0,2,/boundary/2108121,Malaysia
2025-03-01T00:00:00.000Z,19,0,3,/boundary/2108121,Malaysia
2025-04-01T00:00:00.000Z,20,1,4,/boundary/2108121,Malaysia
2025-05-01T00:00:00.000Z,22,2,6,/boundary/2108121,Malaysia
2025-06-01T00:00:00.000Z,23,0,4,/boundary/2108121,Malaysia
2025-07-01T00:00:00.000Z,24,0,2,/boundary/2108121,Malaysia
2025-08-01T00:00:00.000Z,24,0,2,/boundary/2108121,Malaysia
2025-09-01T00:00:00.000Z,25,0,3,/boundary/2108121,Malaysia
2025-10-01T00:00:00.000Z,28,0,3,/boundary/2108121,Malaysia
2025-11-01T00:00:00.000Z,31,1,4,/boundary/2108121,Malaysia
2025-11-02T00:00:00.000Z,31,1,4,/boundary/2108121,Malaysia
2025-11-03T00:00:00.000Z,31,1,4,/boundary/2108121,Malaysia
2025-11-04T00:00:00.000Z,31,1,4,/boundary/2108121,Malaysia
2025-11-05T00:00:00.000Z,31,0,3,/boundary/2108121,Malaysia
2025-11-06T00:00:00.000Z,31,0,3,/boundary/2108121,Malaysia
2025-11-07T00:00:00.000Z,31,0,3,/boundary/2108121,Malaysia
2025-11-08T00:00:00.000Z,31,0,3,/boundary/2108121,Malaysia
2025-11-09T00:00:00.000Z,31,0,3,/boundary/2108121,Malaysia
2025-11-10T00:00:00.000Z,31,0,3,/boundary/2108121,Malaysia
2025-11-11T00:00:00.000Z,31,0,3,/boundary/2108121,Malaysia
2025-11-12T00:00:00.000Z,31,0,3,/boundary/2108121,Malaysia
2025-11-13T00:00:00.000Z,31,0,2,/boundary/2108121,Malaysia
2025-11-14T00:00:00.000Z,31,0,2,/boundary/2108121,Malaysia
2025-11-15T00:00:00.000Z,31,0,2,/boundary/2108121,Malaysia
2025-11-16T00:00:00.000Z,31,0,2,/boundary/2108121,Malaysia
2025-11-17T00:00:00.000Z,31,0,1,/boundary/2108121,Malaysia
2025-11-18T00:00:00.000Z,31,0,1,/boundary/2108121,Malaysia
2025-11-19T00:00:00.000Z,31,0,1,/boundary/2108121,Malaysia
2025-11-20T00:00:00.000Z,31,0,1,/boundary/2108121,Malaysia
2025-11-21T00:00:00.000Z,31,0,1,/boundary/2108121,Malaysia
2025-11-22T00:00:00.000Z,31,0,1,/boundary/2108121,Malaysia
2025-11-23T00:00:00.000Z,32,1,2,/boundary/2108121,Malaysia
2025-11-24T00:00:00.000Z,32,1,3,/boundary/2108121,Malaysia
2025-11-25T00:00:00.000Z,32,0,3,/boundary/2108121,Malaysia
2025-11-26T00:00:00.000Z,32,0,3,/boundary/2108121,Malaysia
2025-11-27T00:00:00.000Z,32,0,3,/boundary/2108121,Malaysia
2024-01-01T00:00:00.000Z,0,0,1,/boundary/192785,Mali
2024-02-01T00:00:00.000Z,1,0,1,/boundary/192785,Mali
2024-03-01T00:00:00.000Z,1,0,0,/boundary/192785,Mali
2024-04-01T00:00:00.000Z,1,0,0,/boundary/192785,Mali
2024-05-01T00:00:00.000Z,1,0,0,/boundary/192785,Mali
2024-06-01T00:00:00.000Z,1,0,0,/boundary/192785,Mali
2024-07-01T00:00:00.000Z,1,0,0,/boundary/192785,Mali
2024-08-01T00:00:00.000Z,2,1,1,/boundary/192785,Mali
2024-09-01T00:00:00.000Z,3,0,1,/boundary/192785,Mali
2024-10-01T00:00:00.000Z,3,0,0,/boundary/192785,Mali
2024-11-01T00:00:00.000Z,3,0,0,/boundary/192785,Mali
2024-12-01T00:00:00.000Z,3,0,0,/boundary/192785,Mali
2025-01-01T00:00:00.000Z,3,0,0,/boundary/192785,Mali
2025-02-01T00:00:00.000Z,3,0,0,/boundary/192785,Mali
2025-03-01T00:00:00.000Z,3,0,0,/boundary/192785,Mali
2025-04-01T00:00:00.000Z,3,0,0,/boundary/192785,Mali
2025-05-01T00:00:00.000Z,4,0,1,/boundary/192785,Mali
2025-06-01T00:00:00.000Z,4,0,0,/boundary/192785,Mali
2025-07-01T00:00:00.000Z,4,0,0,/boundary/192785,Mali
2025-08-01T00:00:00.000Z,4,0,0,/boundary/192785,Mali
2025-09-01T00:00:00.000Z,5,0,1,/boundary/192785,Mali
2025-10-01T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-01T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-02T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-03T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-04T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-05T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-06T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-07T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-08T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-09T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-10T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-11T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-12T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-13T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-14T00:00:00.000Z,6,0,1,/boundary/192785,Mali
2025-11-15T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-16T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-17T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-18T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-19T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-20T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-21T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-22T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-23T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-24T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-25T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-26T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2025-11-27T00:00:00.000Z,6,0,0,/boundary/192785,Mali
2024-04-01T00:00:00.000Z,1,0,1,/boundary/192763,Mauritania
2024-05-01T00:00:00.000Z,1,0,0,/boundary/192763,Mauritania
2024-06-01T00:00:00.000Z,1,0,0,/boundary/192763,Mauritania
2024-07-01T00:00:00.000Z,1,0,0,/boundary/192763,Mauritania
2024-08-01T00:00:00.000Z,2,0,1,/boundary/192763,Mauritania
2024-09-01T00:00:00.000Z,3,0,1,/boundary/192763,Mauritania
2024-10-01T00:00:00.000Z,3,0,0,/boundary/192763,Mauritania
2024-11-01T00:00:00.000Z,3,0,0,/boundary/192763,Mauritania
2024-12-01T00:00:00.000Z,3,0,0,/boundary/192763,Mauritania
2025-01-01T00:00:00.000Z,3,0,0,/boundary/192763,Mauritania
2025-02-01T00:00:00.000Z,4,0,1,/boundary/192763,Mauritania
2025-03-01T00:00:00.000Z,4,0,0,/boundary/192763,Mauritania
2025-04-01T00:00:00.000Z,5,0,1,/boundary/192763,Mauritania
2025-05-01T00:00:00.000Z,5,0,0,/boundary/192763,Mauritania
2025-06-01T00:00:00.000Z,5,0,0,/boundary/192763,Mauritania
2025-07-01T00:00:00.000Z,5,0,0,/boundary/192763,Mauritania
2025-08-01T00:00:00.000Z,5,0,0,/boundary/192763,Mauritania
2025-09-01T00:00:00.000Z,6,0,1,/boundary/192763,Mauritania
2025-10-01T00:00:00.000Z,6,0,1,/boundary/192763,Mauritania
2025-11-01T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-02T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-03T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-04T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-05T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-06T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-07T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-08T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-09T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-10T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-11T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-12T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-13T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-14T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-15T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-16T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-17T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-18T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-19T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-20T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-21T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-22T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-23T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-24T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-25T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-26T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2025-11-27T00:00:00.000Z,6,0,0,/boundary/192763,Mauritania
2024-11-01T00:00:00.000Z,1,0,1,/boundary/535828,Mauritius
2024-12-01T00:00:00.000Z,1,0,0,/boundary/535828,Mauritius
2025-01-01T00:00:00.000Z,1,0,0,/boundary/535828,Mauritius
2025-02-01T00:00:00.000Z,1,0,0,/boundary/535828,Mauritius
2025-03-01T00:00:00.000Z,1,0,0,/boundary/535828,Mauritius
2025-04-01T00:00:00.000Z,1,0,0,/boundary/535828,Mauritius
2025-05-01T00:00:00.000Z,1,0,0,/boundary/535828,Mauritius
2025-06-01T00:00:00.000Z,2,0,1,/boundary/535828,Mauritius
2025-07-01T00:00:00.000Z,2,0,0,/boundary/535828,Mauritius
2025-08-01T00:00:00.000Z,2,0,0,/boundary/535828,Mauritius
2025-09-01T00:00:00.000Z,3,0,1,/boundary/535828,Mauritius
2025-10-01T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-01T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-02T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-03T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-04T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-05T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-06T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-07T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-08T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-09T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-10T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-11T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-12T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-13T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-14T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-15T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-16T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-17T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-18T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-19T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-20T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-21T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-22T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-23T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-24T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-25T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-26T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2025-11-27T00:00:00.000Z,3,0,0,/boundary/535828,Mauritius
2024-01-01T00:00:00.000Z,0,1,9,/boundary/114686,Mexico
2024-02-01T00:00:00.000Z,14,3,14,/boundary/114686,Mexico
2024-03-01T00:00:00.000Z,18,0,11,/boundary/114686,Mexico
2024-04-01T00:00:00.000Z,26,1,8,/boundary/114686,Mexico
2024-05-01T00:00:00.000Z,26,0,1,/boundary/114686,Mexico
2024-06-01T00:00:00.000Z,32,0,7,/boundary/114686,Mexico
2024-07-01T00:00:00.000Z,34,1,4,/boundary/114686,Mexico
