x,amount,amount_1d,amount_30d,id_relation,Pays
2024-12-01T00:00:00.000Z,10,0,0,/boundary/1473947,Egypt
2025-01-01T00:00:00.000Z,15,0,6,/boundary/1473947,Egypt
2025-02-01T00:00:00.000Z,15,0,0,/boundary/1473947,Egypt
2025-03-01T00:00:00.000Z,18,0,4,/boundary/1473947,Egypt
2025-04-01T00:00:00.000Z,19,0,2,/boundary/1473947,Egypt
2025-05-01T00:00:00.000Z,20,0,1,/boundary/1473947,Egypt
2025-06-01T00:00:00.000Z,22,0,3,/boundary/1473947,Egypt
2025-07-01T00:00:00.000Z,24,0,2,/boundary/1473947,Egypt
2025-08-01T00:00:00.000Z,26,0,3,/boundary/1473947,Egypt
2025-09-01T00:00:00.000Z,28,0,2,/boundary/1473947,Egypt
2025-10-01T00:00:00.000Z,29,0,2,/boundary/1473947,Egypt
2025-11-01T00:00:00.000Z,32,0,3,/boundary/1473947,Egypt
2025-11-02T00:00:00.000Z,32,0,3,/boundary/1473947,Egypt
2025-11-03T00:00:00.000Z,32,0,3,/boundary/1473947,Egypt
2025-11-04T00:00:00.000Z,32,0,3,/boundary/1473947,Egypt
2025-11-05T00:00:00.000Z,32,0,3,/boundary/1473947,Egypt
2025-11-06T00:00:00.000Z,32,0,3,/boundary/1473947,Egypt
2025-11-07T00:00:00.000Z,32,0,3,/boundary/1473947,Egypt
2025-11-08T00:00:00.000Z,33,1,4,/boundary/1473947,Egypt
2025-11-09T00:00:00.000Z,33,0,4,/boundary/1473947,Egypt
2025-11-10T00:00:00.000Z,33,0,4,/boundary/1473947,Egypt
2025-11-11T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-12T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-13T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-14T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-15T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-16T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-17T00:00:00.000Z,33,0,2,/boundary/1473947,Egypt
2025-11-18T00:00:00.000Z,33,1,3,/boundary/1473947,Egypt
2025-11-19T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-20T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-21T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-22T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-23T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-24T00:00:00.000Z,33,0,3,/boundary/1473947,Egypt
2025-11-25T00:00:00.000Z,33,0,2,/boundary/1473947,Egypt
2025-11-26T00:00:00.000Z,33,0,2,/boundary/1473947,Egypt
2025-11-27T00:00:00.000Z,33,0,2,/boundary/1473947,Egypt
2024-01-01T00:00:00.000Z,0,0,1,/boundary/1520612,El Salvador
2024-02-01T00:00:00.000Z,2,0,2,/boundary/1520612,El Salvador
2024-03-01T00:00:00.000Z,3,0,1,/boundary/1520612,El Salvador
2024-04-01T00:00:00.000Z,4,0,2,/boundary/1520612,El Salvador
2024-05-01T00:00:00.000Z,4,0,0,/boundary/1520612,El Salvador
2024-06-01T00:00:00.000Z,4,0,0,/boundary/1520612,El Salvador
2024-07-01T00:00:00.000Z,4,0,0,/boundary/1520612,El Salvador
2024-08-01T00:00:00.000Z,4,0,0,/boundary/1520612,El Salvador
2024-09-01T00:00:00.000Z,4,0,1,/boundary/1520612,El Salvador
2024-10-01T00:00:00.000Z,5,0,1,/boundary/1520612,El Salvador
2024-11-01T00:00:00.000Z,6,0,1,/boundary/1520612,El Salvador
2024-12-01T00:00:00.000Z,6,0,0,/boundary/1520612,El Salvador
2025-01-01T00:00:00.000Z,6,0,1,/boundary/1520612,El Salvador
2025-02-01T00:00:00.000Z,6,0,0,/boundary/1520612,El Salvador
2025-03-01T00:00:00.000Z,6,0,0,/boundary/1520612,El Salvador
2025-04-01T00:00:00.000Z,7,0,1,/boundary/1520612,El Salvador
2025-05-01T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-06-01T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-07-01T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-08-01T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-09-01T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-10-01T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-01T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-02T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-03T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-04T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-05T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-06T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-07T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-08T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-09T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-10T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-11T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-12T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-13T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-14T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-15T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-16T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-17T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-18T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-19T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-20T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-21T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-22T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-23T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-24T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-25T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-26T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2025-11-27T00:00:00.000Z,7,0,0,/boundary/1520612,El Salvador
2024-03-01T00:00:00.000Z,1,0,1,/boundary/192791,Equatorial Guinea
2024-04-01T00:00:00.000Z,1,0,0,/boundary/192791,Equatorial Guinea
2024-05-01T00:00:00.000Z,1,0,0,/boundary/192791,Equatorial Guinea
2024-06-01T00:00:00.000Z,1,0,0,/boundary/192791,Equatorial Guinea
2024-07-01T00:00:00.000Z,1,0,0,/boundary/192791,Equatorial Guinea
2024-08-01T00:00:00.000Z,1,0,0,/boundary/192791,Equatorial Guinea
2024-09-01T00:00:00.000Z,1,0,0,/boundary/192791,Equatorial Guinea
2024-10-01T00:00:00.000Z,1,0,0,/boundary/192791,Equatorial Guinea
2024-11-01T00:00:00.000Z,2,0,1,/boundary/192791,Equatorial Guinea
2024-12-01T00:00:00.000Z,2,0,0,/boundary/192791,Equatorial Guinea
2025-01-01T00:00:00.000Z,2,0,0,/boundary/192791,Equatorial Guinea
2025-02-01T00:00:00.000Z,2,0,0,/boundary/192791,Equatorial Guinea
2025-03-01T00:00:00.000Z,2,0,0,/boundary/192791,Equatorial Guinea
2025-04-01T00:00:00.000Z,3,1,1,/boundary/192791,Equatorial Guinea
2025-05-01T00:00:00.000Z,4,0,1,/boundary/192791,Equatorial Guinea
2025-06-01T00:00:00.000Z,5,0,1,/boundary/192791,Equatorial Guinea
2025-07-01T00:00:00.000Z,5,0,0,/boundary/192791,Equatorial Guinea
2025-08-01T00:00:00.000Z,5,0,0,/boundary/192791,Equatorial Guinea
2025-09-01T00:00:00.000Z,5,0,0,/boundary/192791,Equatorial Guinea
2025-10-01T00:00:00.000Z,5,0,0,/boundary/192791,Equatorial Guinea
2025-11-01T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-02T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-03T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-04T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-05T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-06T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-07T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-08T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-09T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-10T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-11T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-12T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-13T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-14T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-15T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-16T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-17T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-18T00:00:00.000Z,6,0,1,/boundary/192791,Equatorial Guinea
2025-11-19T00:00:00.000Z,6,0,0,/boundary/192791,Equatorial Guinea
2025-11-20T00:00:00.000Z,6,0,0,/boundary/192791,Equatorial Guinea
2025-11-21T00:00:00.000Z,6,0,0,/boundary/192791,Equatorial Guinea
2025-11-22T00:00:00.000Z,6,0,0,/boundary/192791,Equatorial Guinea
2025-11-23T00:00:00.000Z,6,0,0,/boundary/192791,Equatorial Guinea
2025-11-24T00:00:00.000Z,6,0,0,/boundary/192791,Equatorial Guinea
2025-11-25T00:00:00.000Z,6,0,0,/boundary/192791,Equatorial Guinea
2025-11-26T00:00:00.000Z,6,0,0,/boundary/192791,Equatorial Guinea
2025-11-27T00:00:00.000Z,6,0,0,/boundary/192791,Equatorial Guinea
2024-02-01T00:00:00.000Z,1,0,1,/boundary/296961,Eritrea
2024-03-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2024-04-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2024-05-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2024-06-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2024-07-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2024-08-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2024-09-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2024-10-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2024-11-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2024-12-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2025-01-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2025-02-01T00:00:00.000Z,1,0,0,/boundary/296961,Eritrea
2025-03-01T00:00:00.000Z,2,0,1,/boundary/296961,Eritrea
2025-04-01T00:00:00.000Z,2,0,0,/boundary/296961,Eritrea
2025-05-01T00:00:00.000Z,2,0,0,/boundary/296961,Eritrea
2025-06-01T00:00:00.000Z,2,0,0,/boundary/296961,Eritrea
2025-07-01T00:00:00.000Z,2,0,0,/boundary/296961,Eritrea
2025-08-01T00:00:00.000Z,2,0,0,/boundary/296961,Eritrea
2025-09-01T00:00:00.000Z,3,0,1,/boundary/296961,Eritrea
2025-10-01T00:00:00.000Z,3,0,0,/boundary/296961,Eritrea
2025-11-01T00:00:00.000Z,4,0,1,/boundary/296961,Eritrea
2025-11-02T00:00:00.000Z,4,0,1,/boundary/296961,Eritrea
2025-11-03T00:00:00.000Z,4,0,1,/boundary/296961,Eritrea
2025-11-04T00:00:00.000Z,4,0,1,/boundary/296961,Eritrea
2025-11-05T00:00:00.000Z,4,0,1,/boundary/296961,Eritrea
2025-11-06T00:00:00.000Z,4,0,1,/boundary/296961,Eritrea
2025-11-07T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-08T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-09T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-10T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-11T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-12T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-13T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-14T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-15T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-16T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-17T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-18T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-19T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-20T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-21T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-22T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-23T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-24T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-25T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-26T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2025-11-27T00:00:00.000Z,4,0,0,/boundary/296961,Eritrea
2024-01-01T00:00:00.000Z,0,0,7,/boundary/79510,Estonia
2024-02-01T00:00:00.000Z,8,1,8,/boundary/79510,Estonia
2024-03-01T00:00:00.000Z,12,0,8,/boundary/79510,Estonia
2024-04-01T00:00:00.000Z,16,0,8,/boundary/79510,Estonia
2024-05-01T00:00:00.000Z,18,0,8,/boundary/79510,Estonia
2024-06-01T00:00:00.000Z,21,1,9,/boundary/79510,Estonia
2024-07-01T00:00:00.000Z,24,3,8,/boundary/79510,Estonia
2024-08-01T00:00:00.000Z,28,1,11,/boundary/79510,Estonia
2024-09-01T00:00:00.000Z,34,2,11,/boundary/79510,Estonia
2024-10-01T00:00:00.000Z,36,1,6,/boundary/79510,Estonia
2024-11-01T00:00:00.000Z,38,0,7,/boundary/79510,Estonia
2024-12-01T00:00:00.000Z,39,1,6,/boundary/79510,Estonia
2025-01-01T00:00:00.000Z,40,2,4,/boundary/79510,Estonia
2025-02-01T00:00:00.000Z,41,1,7,/boundary/79510,Estonia
2025-03-01T00:00:00.000Z,44,3,10,/boundary/79510,Estonia
2025-04-01T00:00:00.000Z,46,0,7,/boundary/79510,Estonia
2025-05-01T00:00:00.000Z,49,0,8,/boundary/79510,Estonia
2025-06-01T00:00:00.000Z,53,1,12,/boundary/79510,Estonia
2025-07-01T00:00:00.000Z,55,0,9,/boundary/79510,Estonia
2025-08-01T00:00:00.000Z,58,0,8,/boundary/79510,Estonia
2025-09-01T00:00:00.000Z,61,1,11,/boundary/79510,Estonia
2025-10-01T00:00:00.000Z,62,1,8,/boundary/79510,Estonia
2025-11-01T00:00:00.000Z,68,0,10,/boundary/79510,Estonia
2025-11-02T00:00:00.000Z,68,0,10,/boundary/79510,Estonia
2025-11-03T00:00:00.000Z,68,1,10,/boundary/79510,Estonia
2025-11-04T00:00:00.000Z,68,0,10,/boundary/79510,Estonia
2025-11-05T00:00:00.000Z,68,0,9,/boundary/79510,Estonia
2025-11-06T00:00:00.000Z,68,0,9,/boundary/79510,Estonia
2025-11-07T00:00:00.000Z,68,0,9,/boundary/79510,Estonia
2025-11-08T00:00:00.000Z,68,1,9,/boundary/79510,Estonia
2025-11-09T00:00:00.000Z,68,2,9,/boundary/79510,Estonia
2025-11-10T00:00:00.000Z,68,2,10,/boundary/79510,Estonia
2025-11-11T00:00:00.000Z,68,0,10,/boundary/79510,Estonia
2025-11-12T00:00:00.000Z,68,1,9,/boundary/79510,Estonia
2025-11-13T00:00:00.000Z,68,0,8,/boundary/79510,Estonia
2025-11-14T00:00:00.000Z,68,0,8,/boundary/79510,Estonia
2025-11-15T00:00:00.000Z,68,0,8,/boundary/79510,Estonia
2025-11-16T00:00:00.000Z,68,1,8,/boundary/79510,Estonia
2025-11-17T00:00:00.000Z,68,2,8,/boundary/79510,Estonia
2025-11-18T00:00:00.000Z,68,0,8,/boundary/79510,Estonia
2025-11-19T00:00:00.000Z,68,0,7,/boundary/79510,Estonia
2025-11-20T00:00:00.000Z,68,0,7,/boundary/79510,Estonia
2025-11-21T00:00:00.000Z,68,0,7,/boundary/79510,Estonia
2025-11-22T00:00:00.000Z,68,0,7,/boundary/79510,Estonia
2025-11-23T00:00:00.000Z,68,0,7,/boundary/79510,Estonia
2025-11-24T00:00:00.000Z,68,1,7,/boundary/79510,Estonia
2025-11-25T00:00:00.000Z,68,0,6,/boundary/79510,Estonia
2025-11-26T00:00:00.000Z,68,0,5,/boundary/79510,Estonia
2025-11-27T00:00:00.000Z,68,1,6,/boundary/79510,Estonia
2024-10-01T00:00:00.000Z,1,0,1,/boundary/88210,Eswatini
2024-11-01T00:00:00.000Z,2,0,1,/boundary/88210,Eswatini
2024-12-01T00:00:00.000Z,4,0,2,/boundary/88210,Eswatini
2025-01-01T00:00:00.000Z,4,0,0,/boundary/88210,Eswatini
2025-02-01T00:00:00.000Z,4,0,0,/boundary/88210,Eswatini
2025-03-01T00:00:00.000Z,4,0,0,/boundary/88210,Eswatini
2025-04-01T00:00:00.000Z,4,0,0,/boundary/88210,Eswatini
2025-05-01T00:00:00.000Z,5,0,1,/boundary/88210,Eswatini
2025-06-01T00:00:00.000Z,5,0,0,/boundary/88210,Eswatini
2025-07-01T00:00:00.000Z,5,0,0,/boundary/88210,Eswatini
2025-08-01T00:00:00.000Z,5,0,0,/boundary/88210,Eswatini
2025-09-01T00:00:00.000Z,6,0,1,/boundary/88210,Eswatini
2025-10-01T00:00:00.000Z,6,0,0,/boundary/88210,Eswatini
2025-11-01T00:00:00.000Z,7,0,1,/boundary/88210,Eswatini
2025-11-02T00:00:00.000Z,7,0,1,/boundary/88210,Eswatini
2025-11-03T00:00:00.000Z,7,0,1,/boundary/88210,Eswatini
2025-11-04T00:00:00.000Z,7,0,1,/boundary/88210,Eswatini
2025-11-05T00:00:00.000Z,7,0,1,/boundary/88210,Eswatini
2025-11-06T00:00:00.000Z,7,0,1,/boundary/88210,Eswatini
2025-11-07T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-08T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-09T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-10T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-11T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-12T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-13T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-14T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-15T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-16T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-17T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-18T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-19T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-20T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-21T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-22T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-23T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-24T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-25T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-26T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2025-11-27T00:00:00.000Z,7,0,0,/boundary/88210,Eswatini
2024-01-01T00:00:00.000Z,0,0,1,/boundary/192800,Ethiopia
2024-02-01T00:00:00.000Z,1,0,1,/boundary/192800,Ethiopia
2024-03-01T00:00:00.000Z,2,0,1,/boundary/192800,Ethiopia
2024-04-01T00:00:00.000Z,3,0,2,/boundary/192800,Ethiopia
2024-05-01T00:00:00.000Z,3,0,0,/boundary/192800,Ethiopia
2024-06-01T00:00:00.000Z,3,0,0,/boundary/192800,Ethiopia
2024-07-01T00:00:00.000Z,4,0,1,/boundary/192800,Ethiopia
2024-08-01T00:00:00.000Z,5,0,1,/boundary/192800,Ethiopia
2024-09-01T00:00:00.000Z,5,0,0,/boundary/192800,Ethiopia
2024-10-01T00:00:00.000Z,5,0,1,/boundary/192800,Ethiopia
2024-11-01T00:00:00.000Z,8,0,4,/boundary/192800,Ethiopia
2024-12-01T00:00:00.000Z,8,0,1,/boundary/192800,Ethiopia
2025-01-01T00:00:00.000Z,9,0,2,/boundary/192800,Ethiopia
2025-02-01T00:00:00.000Z,9,0,0,/boundary/192800,Ethiopia
2025-03-01T00:00:00.000Z,10,0,1,/boundary/192800,Ethiopia
2025-04-01T00:00:00.000Z,11,0,0,/boundary/192800,Ethiopia
2025-05-01T00:00:00.000Z,11,0,1,/boundary/192800,Ethiopia
2025-06-01T00:00:00.000Z,12,0,2,/boundary/192800,Ethiopia
2025-07-01T00:00:00.000Z,12,0,0,/boundary/192800,Ethiopia
2025-08-01T00:00:00.000Z,12,0,0,/boundary/192800,Ethiopia
2025-09-01T00:00:00.000Z,12,0,0,/boundary/192800,Ethiopia
2025-10-01T00:00:00.000Z,13,0,2,/boundary/192800,Ethiopia
2025-11-01T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-02T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-03T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-04T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-05T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-06T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-07T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-08T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-09T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-10T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-11T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-12T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-13T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-14T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-15T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-16T00:00:00.000Z,14,0,2,/boundary/192800,Ethiopia
2025-11-17T00:00:00.000Z,14,0,1,/boundary/192800,Ethiopia
2025-11-18T00:00:00.000Z,14,0,0,/boundary/192800,Ethiopia
2025-11-19T00:00:00.000Z,14,0,0,/boundary/192800,Ethiopia
2025-11-20T00:00:00.000Z,14,0,0,/boundary/192800,Ethiopia
2025-11-21T00:00:00.000Z,14,0,0,/boundary/192800,Ethiopia
2025-11-22T00:00:00.000Z,14,0,0,/boundary/192800,Ethiopia
2025-11-23T00:00:00.000Z,14,0,0,/boundary/192800,Ethiopia
2025-11-24T00:00:00.000Z,14,0,0,/boundary/192800,Ethiopia
2025-11-25T00:00:00.000Z,14,0,0,/boundary/192800,Ethiopia
2025-11-26T00:00:00.000Z,14,0,0,/boundary/192800,Ethiopia
2025-11-27T00:00:00.000Z,14,0,0,/boundary/192800,Ethiopia
2024-04-01T00:00:00.000Z,1,0,1,/boundary/571802,Federated States of Micronesia
2024-05-01T00:00:00.000Z,1,0,0,/boundary/571802,Federated States of Micronesia
2024-06-01T00:00:00.000Z,1,0,0,/boundary/571802,Federated States of Micronesia
2024-07-01T00:00:00.000Z,2,0,1,/boundary/571802,Federated States of Micronesia
2024-08-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2024-09-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2024-10-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2024-11-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2024-12-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-01-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-02-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-03-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-04-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-05-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-06-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-07-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-08-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-09-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-10-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-01T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-02T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-03T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-04T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-05T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-06T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-07T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-08T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-09T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-10T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-11T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-12T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-13T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-14T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-15T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-16T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-17T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-18T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-19T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-20T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-21T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-22T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-23T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-24T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-25T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
2025-11-26T00:00:00.000Z,2,0,0,/boundary/571802,Federated States of Micronesia
