x,amount,amount_1d,amount_30d,labels.distribution.amount,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.transmission.amount,labels.transmission.amount_1d,labels.transmission.amount_30d,labels.transmission_overhead.amount,labels.transmission_overhead.amount_1d,labels.transmission_overhead.amount_30d,id_relation,Pays
2025-10-01T00:00:00.000Z,21,0,3,,,,19,0,2,19,0,2,/boundary/195267,Angola
2025-11-01T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-02T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-03T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-04T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-05T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-06T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-07T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-08T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-09T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-10T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-11T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-12T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-13T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-14T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-15T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-16T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-17T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-18T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-19T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-20T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-21T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-22T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-23T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-24T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-25T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-26T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2025-11-27T00:00:00.000Z,21,0,0,,,,19,0,0,19,0,0,/boundary/195267,Angola
2024-10-01T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2024-11-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2024-12-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-01-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-02-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-03-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-04-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-05-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-06-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-07-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-08-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-09-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-10-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-02T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-03T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-04T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-05T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-06T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-07T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-08T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-09T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-10T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-11T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-12T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-13T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-14T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-15T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-16T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-17T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-18T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-19T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-20T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-21T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-22T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-23T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-24T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-25T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-26T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-27T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2024-01-01T00:00:00.000Z,0,1,8,,,,0,1,7,0,0,5,/boundary/286393,Argentina
2024-02-01T00:00:00.000Z,9,0,9,,,,7,0,7,7,0,7,/boundary/286393,Argentina
2024-03-01T00:00:00.000Z,18,3,11,1,0,1,13,3,8,11,3,6,/boundary/286393,Argentina
2024-04-01T00:00:00.000Z,24,0,14,2,0,1,19,0,13,16,0,11,/boundary/286393,Argentina
2024-05-01T00:00:00.000Z,32,1,13,4,0,2,25,0,10,20,0,7,/boundary/286393,Argentina
2024-06-01T00:00:00.000Z,40,1,15,6,0,2,34,1,14,26,1,10,/boundary/286393,Argentina
2024-07-01T00:00:00.000Z,49,2,17,6,0,0,42,2,15,34,2,14,/boundary/286393,Argentina
2024-08-01T00:00:00.000Z,55,2,12,6,0,1,48,2,10,38,2,8,/boundary/286393,Argentina
2024-09-01T00:00:00.000Z,60,1,15,6,0,1,53,1,11,41,1,9,/boundary/286393,Argentina
2024-10-01T00:00:00.000Z,65,2,13,7,0,1,59,2,9,47,1,8,/boundary/286393,Argentina
2024-11-01T00:00:00.000Z,72,1,15,8,0,4,66,1,14,54,1,13,/boundary/286393,Argentina
2024-12-01T00:00:00.000Z,80,0,14,8,0,2,74,0,12,61,0,9,/boundary/286393,Argentina
2025-01-01T00:00:00.000Z,82,0,8,9,0,1,76,0,8,63,0,7,/boundary/286393,Argentina
2025-02-01T00:00:00.000Z,84,1,6,9,0,2,79,1,5,66,1,5,/boundary/286393,Argentina
2025-03-01T00:00:00.000Z,86,3,11,9,1,2,81,2,10,68,2,7,/boundary/286393,Argentina
2025-04-01T00:00:00.000Z,94,2,19,12,0,4,87,2,16,73,2,14,/boundary/286393,Argentina
2025-05-01T00:00:00.000Z,100,1,14,13,0,1,93,1,13,78,1,9,/boundary/286393,Argentina
2025-06-01T00:00:00.000Z,103,1,11,16,0,3,96,1,10,81,1,9,/boundary/286393,Argentina
2025-07-01T00:00:00.000Z,106,0,10,17,0,2,97,0,7,82,0,6,/boundary/286393,Argentina
2025-08-01T00:00:00.000Z,110,1,12,17,0,1,101,1,11,85,1,10,/boundary/286393,Argentina
2025-09-01T00:00:00.000Z,112,0,10,18,0,2,102,0,7,86,0,7,/boundary/286393,Argentina
2025-10-01T00:00:00.000Z,117,1,15,20,0,2,105,1,12,89,1,10,/boundary/286393,Argentina
2025-11-01T00:00:00.000Z,120,3,12,21,0,2,107,3,10,91,3,8,/boundary/286393,Argentina
2025-11-02T00:00:00.000Z,120,1,13,21,0,2,107,1,11,91,1,9,/boundary/286393,Argentina
2025-11-03T00:00:00.000Z,120,0,13,21,0,2,107,0,11,91,0,9,/boundary/286393,Argentina
2025-11-04T00:00:00.000Z,120,0,13,21,0,2,107,0,11,91,0,9,/boundary/286393,Argentina
2025-11-05T00:00:00.000Z,121,2,14,21,0,2,108,2,12,91,1,9,/boundary/286393,Argentina
2025-11-06T00:00:00.000Z,121,0,11,21,0,1,108,0,10,91,0,7,/boundary/286393,Argentina
2025-11-07T00:00:00.000Z,121,0,10,21,0,1,108,0,9,91,0,7,/boundary/286393,Argentina
2025-11-08T00:00:00.000Z,121,0,10,21,0,1,108,0,9,91,0,7,/boundary/286393,Argentina
2025-11-09T00:00:00.000Z,121,1,10,21,1,2,108,0,9,91,0,7,/boundary/286393,Argentina
2025-11-10T00:00:00.000Z,121,0,10,21,0,2,108,0,9,91,0,7,/boundary/286393,Argentina
2025-11-11T00:00:00.000Z,121,0,9,21,0,2,108,0,8,91,0,6,/boundary/286393,Argentina
2025-11-12T00:00:00.000Z,121,0,9,21,0,2,108,0,8,91,0,6,/boundary/286393,Argentina
2025-11-13T00:00:00.000Z,121,1,10,21,0,2,108,1,9,91,0,6,/boundary/286393,Argentina
2025-11-14T00:00:00.000Z,121,0,10,21,0,2,108,0,9,91,0,6,/boundary/286393,Argentina
2025-11-15T00:00:00.000Z,121,0,10,21,0,2,108,0,9,91,0,6,/boundary/286393,Argentina
2025-11-16T00:00:00.000Z,122,1,10,21,0,2,109,1,9,91,0,5,/boundary/286393,Argentina
2025-11-17T00:00:00.000Z,122,0,10,21,0,2,109,0,9,91,0,5,/boundary/286393,Argentina
2025-11-18T00:00:00.000Z,122,0,10,21,0,2,109,0,9,91,0,5,/boundary/286393,Argentina
2025-11-19T00:00:00.000Z,122,0,10,21,0,2,109,0,9,91,0,5,/boundary/286393,Argentina
2025-11-20T00:00:00.000Z,122,0,10,21,0,2,109,0,9,91,0,5,/boundary/286393,Argentina
2025-11-21T00:00:00.000Z,122,0,10,21,0,2,109,0,9,91,0,5,/boundary/286393,Argentina
2025-11-22T00:00:00.000Z,122,0,9,21,0,1,109,0,9,91,0,5,/boundary/286393,Argentina
2025-11-23T00:00:00.000Z,122,0,9,21,0,1,109,0,9,91,0,5,/boundary/286393,Argentina
2025-11-24T00:00:00.000Z,122,0,9,21,0,1,109,0,9,91,0,5,/boundary/286393,Argentina
2025-11-25T00:00:00.000Z,123,1,10,21,0,1,110,1,10,91,0,5,/boundary/286393,Argentina
2025-11-26T00:00:00.000Z,123,0,10,21,0,1,110,0,10,91,0,5,/boundary/286393,Argentina
2025-11-27T00:00:00.000Z,123,0,10,21,0,1,110,0,10,91,0,5,/boundary/286393,Argentina
2024-01-01T00:00:00.000Z,0,0,1,,,,0,0,1,0,0,1,/boundary/364066,Armenia
2024-02-01T00:00:00.000Z,3,0,3,,,,1,0,1,1,0,1,/boundary/364066,Armenia
2024-03-01T00:00:00.000Z,5,0,2,,,,2,0,1,2,0,1,/boundary/364066,Armenia
2024-04-01T00:00:00.000Z,7,0,2,,,,3,0,1,3,0,1,/boundary/364066,Armenia
2024-05-01T00:00:00.000Z,7,0,0,,,,3,0,0,3,0,0,/boundary/364066,Armenia
2024-06-01T00:00:00.000Z,8,0,1,1,0,1,4,0,1,4,0,1,/boundary/364066,Armenia
2024-07-01T00:00:00.000Z,12,1,4,3,0,2,7,1,3,7,1,3,/boundary/364066,Armenia
2024-08-01T00:00:00.000Z,12,1,2,3,0,0,7,0,1,7,0,1,/boundary/364066,Armenia
2024-09-01T00:00:00.000Z,12,0,3,3,0,1,8,0,1,8,0,1,/boundary/364066,Armenia
2024-10-01T00:00:00.000Z,12,0,0,3,0,0,8,0,0,8,0,0,/boundary/364066,Armenia
2024-11-01T00:00:00.000Z,12,0,0,3,0,0,8,0,0,8,0,0,/boundary/364066,Armenia
2024-12-01T00:00:00.000Z,12,0,1,3,0,0,8,0,0,8,0,0,/boundary/364066,Armenia
2025-01-01T00:00:00.000Z,12,0,0,3,0,0,8,0,0,8,0,0,/boundary/364066,Armenia
2025-02-01T00:00:00.000Z,12,0,1,3,0,0,8,0,0,8,0,0,/boundary/364066,Armenia
2025-03-01T00:00:00.000Z,12,0,0,3,0,0,8,0,0,8,0,0,/boundary/364066,Armenia
2025-04-01T00:00:00.000Z,13,1,3,3,0,0,8,1,1,8,1,1,/boundary/364066,Armenia
2025-05-01T00:00:00.000Z,15,0,3,3,0,0,9,0,2,9,0,2,/boundary/364066,Armenia
2025-06-01T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-07-01T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-08-01T00:00:00.000Z,15,0,1,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-09-01T00:00:00.000Z,15,0,1,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-10-01T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-01T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-02T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-03T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-04T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-05T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-06T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-07T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-08T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-09T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-10T00:00:00.000Z,15,0,0,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-11T00:00:00.000Z,15,1,1,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-12T00:00:00.000Z,15,0,1,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-13T00:00:00.000Z,15,0,1,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-14T00:00:00.000Z,15,1,1,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-15T00:00:00.000Z,15,0,1,3,0,0,9,0,0,9,0,0,/boundary/364066,Armenia
2025-11-16T00:00:00.000Z,15,1,2,3,0,0,9,1,1,9,1,1,/boundary/364066,Armenia
2025-11-17T00:00:00.000Z,15,0,2,3,0,0,9,0,1,9,0,1,/boundary/364066,Armenia
2025-11-18T00:00:00.000Z,15,0,2,3,0,0,9,0,1,9,0,1,/boundary/364066,Armenia
2025-11-19T00:00:00.000Z,15,0,2,3,0,0,9,0,1,9,0,1,/boundary/364066,Armenia
2025-11-20T00:00:00.000Z,15,0,2,3,0,0,9,0,1,9,0,1,/boundary/364066,Armenia
2025-11-21T00:00:00.000Z,15,0,2,3,0,0,9,0,1,9,0,1,/boundary/364066,Armenia
2025-11-22T00:00:00.000Z,15,0,2,3,0,0,9,0,1,9,0,1,/boundary/364066,Armenia
2025-11-23T00:00:00.000Z,15,0,2,3,0,0,9,0,1,9,0,1,/boundary/364066,Armenia
2025-11-24T00:00:00.000Z,15,2,3,3,0,0,9,0,1,9,0,1,/boundary/364066,Armenia
2025-11-25T00:00:00.000Z,15,1,3,3,0,0,9,1,2,9,1,2,/boundary/364066,Armenia
2025-11-26T00:00:00.000Z,15,0,3,3,0,0,9,0,2,9,0,2,/boundary/364066,Armenia
2025-11-27T00:00:00.000Z,15,0,3,3,0,0,9,0,2,9,0,2,/boundary/364066,Armenia
2024-01-01T00:00:00.000Z,0,1,20,0,0,4,0,1,16,0,1,16,/boundary/80500,Australia
2024-02-01T00:00:00.000Z,29,1,27,3,0,3,20,1,18,19,1,17,/boundary/80500,Australia
2024-03-01T00:00:00.000Z,41,2,19,5,0,2,30,1,17,27,1,14,/boundary/80500,Australia
2024-04-01T00:00:00.000Z,56,2,24,9,1,6,43,2,17,38,2,14,/boundary/80500,Australia
2024-05-01T00:00:00.000Z,75,0,31,13,0,7,57,0,23,51,0,20,/boundary/80500,Australia
2024-06-01T00:00:00.000Z,89,3,25,15,2,4,66,2,17,60,2,15,/boundary/80500,Australia
2024-07-01T00:00:00.000Z,98,2,16,17,1,4,74,1,15,67,1,10,/boundary/80500,Australia
2024-08-01T00:00:00.000Z,106,1,20,17,1,4,83,0,17,76,0,17,/boundary/80500,Australia
2024-09-01T00:00:00.000Z,127,3,25,20,2,5,102,2,22,94,2,21,/boundary/80500,Australia
2024-10-01T00:00:00.000Z,139,3,22,20,0,2,112,3,19,104,3,18,/boundary/80500,Australia
2024-11-01T00:00:00.000Z,145,1,17,21,0,2,115,0,12,107,0,11,/boundary/80500,Australia
2024-12-01T00:00:00.000Z,163,3,28,28,1,8,132,2,24,123,1,23,/boundary/80500,Australia
2025-01-01T00:00:00.000Z,171,0,18,28,0,3,139,0,15,130,0,14,/boundary/80500,Australia
2025-02-01T00:00:00.000Z,179,0,23,31,0,7,144,0,15,134,0,14,/boundary/80500,Australia
2025-03-01T00:00:00.000Z,191,3,27,34,1,5,154,2,20,143,2,18,/boundary/80500,Australia
2025-04-01T00:00:00.000Z,199,3,23,35,1,4,164,1,18,151,1,15,/boundary/80500,Australia
2025-05-01T00:00:00.000Z,209,1,19,38,1,5,170,0,12,157,0,11,/boundary/80500,Australia
2025-06-01T00:00:00.000Z,211,2,18,38,0,5,172,2,14,159,2,13,/boundary/80500,Australia
2025-07-01T00:00:00.000Z,218,2,21,38,1,4,180,1,18,167,1,16,/boundary/80500,Australia
2025-08-01T00:00:00.000Z,226,0,24,38,0,2,187,0,16,174,0,15,/boundary/80500,Australia
2025-09-01T00:00:00.000Z,233,1,23,38,0,3,194,0,20,181,0,19,/boundary/80500,Australia
2025-10-01T00:00:00.000Z,241,1,20,38,0,1,201,1,17,187,0,15,/boundary/80500,Australia
2025-11-01T00:00:00.000Z,250,2,23,38,0,1,209,1,16,193,0,13,/boundary/80500,Australia
2025-11-02T00:00:00.000Z,250,1,22,38,1,1,209,0,15,193,0,12,/boundary/80500,Australia
2025-11-03T00:00:00.000Z,250,1,23,38,0,1,209,1,16,193,1,13,/boundary/80500,Australia
2025-11-04T00:00:00.000Z,250,1,22,38,1,1,209,0,16,193,0,13,/boundary/80500,Australia
2025-11-05T00:00:00.000Z,250,0,22,38,0,1,209,0,16,193,0,13,/boundary/80500,Australia
2025-11-06T00:00:00.000Z,250,1,22,38,0,1,209,1,16,193,1,13,/boundary/80500,Australia
2025-11-07T00:00:00.000Z,250,1,22,38,0,1,209,1,17,193,1,14,/boundary/80500,Australia
2025-11-08T00:00:00.000Z,250,1,22,38,0,1,209,1,17,193,1,14,/boundary/80500,Australia
2025-11-09T00:00:00.000Z,251,2,23,38,1,1,210,1,18,193,0,14,/boundary/80500,Australia
2025-11-10T00:00:00.000Z,253,2,24,38,0,1,212,2,20,195,2,16,/boundary/80500,Australia
2025-11-11T00:00:00.000Z,254,3,24,39,2,3,213,2,20,196,2,16,/boundary/80500,Australia
2025-11-12T00:00:00.000Z,254,1,24,39,0,3,213,1,20,196,1,16,/boundary/80500,Australia
2025-11-13T00:00:00.000Z,254,1,24,39,0,3,213,1,20,196,1,16,/boundary/80500,Australia
2025-11-14T00:00:00.000Z,254,1,24,39,0,3,213,1,20,196,1,16,/boundary/80500,Australia
2025-11-15T00:00:00.000Z,254,1,24,39,0,3,213,1,20,196,1,16,/boundary/80500,Australia
2025-11-16T00:00:00.000Z,254,3,26,39,0,3,213,3,22,196,3,18,/boundary/80500,Australia
2025-11-17T00:00:00.000Z,255,5,29,40,1,4,215,5,25,198,4,21,/boundary/80500,Australia
2025-11-18T00:00:00.000Z,255,1,29,40,0,4,215,1,25,198,1,21,/boundary/80500,Australia
2025-11-19T00:00:00.000Z,255,1,27,40,0,4,215,1,22,198,1,18,/boundary/80500,Australia
2025-11-20T00:00:00.000Z,255,1,26,41,1,5,215,1,22,198,1,18,/boundary/80500,Australia
2025-11-21T00:00:00.000Z,257,3,28,41,0,5,217,3,24,199,2,19,/boundary/80500,Australia
2025-11-22T00:00:00.000Z,257,0,28,41,0,5,217,0,24,199,0,19,/boundary/80500,Australia
2025-11-23T00:00:00.000Z,257,1,27,41,0,5,217,1,23,199,1,18,/boundary/80500,Australia
2025-11-24T00:00:00.000Z,257,1,27,41,0,5,217,1,23,199,1,18,/boundary/80500,Australia
2025-11-25T00:00:00.000Z,257,1,26,41,0,5,217,1,22,199,1,17,/boundary/80500,Australia
2025-11-26T00:00:00.000Z,257,1,24,41,0,5,217,1,21,199,1,17,/boundary/80500,Australia
2025-11-27T00:00:00.000Z,257,1,23,41,0,5,217,1,21,199,1,17,/boundary/80500,Australia
2024-01-01T00:00:00.000Z,0,0,17,0,0,4,0,0,13,0,0,10,/boundary/16239,Austria
2024-02-01T00:00:00.000Z,8,0,8,3,0,3,5,0,5,5,0,5,/boundary/16239,Austria
2024-03-01T00:00:00.000Z,21,1,16,5,0,4,18,1,14,17,1,13,/boundary/16239,Austria
2024-04-01T00:00:00.000Z,27,0,9,6,0,3,24,0,6,21,0,4,/boundary/16239,Austria
2024-05-01T00:00:00.000Z,40,0,16,11,0,7,33,0,9,29,0,8,/boundary/16239,Austria
2024-06-01T00:00:00.000Z,49,1,15,14,0,4,39,1,10,35,1,8,/boundary/16239,Austria
2024-07-01T00:00:00.000Z,54,2,10,17,0,3,42,1,8,38,1,8,/boundary/16239,Austria
2024-08-01T00:00:00.000Z,68,1,20,22,1,8,53,0,14,45,0,10,/boundary/16239,Austria
2024-09-01T00:00:00.000Z,81,0,18,28,0,7,61,0,10,53,0,10,/boundary/16239,Austria
2024-10-01T00:00:00.000Z,91,1,16,32,0,7,68,1,12,60,0,11,/boundary/16239,Austria
2024-11-01T00:00:00.000Z,98,0,16,33,0,3,73,0,12,65,0,11,/boundary/16239,Austria
2024-12-01T00:00:00.000Z,108,0,17,36,0,5,83,0,15,73,0,13,/boundary/16239,Austria
2025-01-01T00:00:00.000Z,116,1,18,38,1,4,90,0,14,78,0,12,/boundary/16239,Austria
2025-02-01T00:00:00.000Z,123,0,14,42,0,6,95,0,10,83,0,8,/boundary/16239,Austria
2025-03-01T00:00:00.000Z,129,1,13,44,0,4,100,1,10,88,1,8,/boundary/16239,Austria
2025-04-01T00:00:00.000Z,141,0,23,45,0,5,111,0,18,97,0,15,/boundary/16239,Austria
2025-05-01T00:00:00.000Z,146,1,20,48,1,7,115,0,17,101,0,14,/boundary/16239,Austria
2025-06-01T00:00:00.000Z,156,1,20,51,0,5,122,1,12,106,0,8,/boundary/16239,Austria
2025-07-01T00:00:00.000Z,162,0,16,53,0,3,126,0,10,109,0,6,/boundary/16239,Austria
2025-08-01T00:00:00.000Z,170,2,13,53,1,4,133,1,9,112,0,4,/boundary/16239,Austria
2025-09-01T00:00:00.000Z,179,1,19,58,0,7,139,1,12,117,1,9,/boundary/16239,Austria
2025-10-01T00:00:00.000Z,188,1,21,61,0,5,145,0,15,120,0,8,/boundary/16239,Austria
2025-11-01T00:00:00.000Z,198,0,19,64,0,6,151,0,14,125,0,10,/boundary/16239,Austria
2025-11-02T00:00:00.000Z,199,1,20,64,0,6,152,1,15,126,1,11,/boundary/16239,Austria
2025-11-03T00:00:00.000Z,199,0,20,64,0,6,152,0,15,126,0,11,/boundary/16239,Austria
2025-11-04T00:00:00.000Z,200,1,20,65,1,6,152,0,15,126,0,11,/boundary/16239,Austria
2025-11-05T00:00:00.000Z,200,0,19,65,0,6,152,0,14,126,0,10,/boundary/16239,Austria
2025-11-06T00:00:00.000Z,200,0,18,65,0,6,152,0,13,126,0,10,/boundary/16239,Austria
2025-11-07T00:00:00.000Z,201,2,18,66,1,7,152,1,12,126,1,9,/boundary/16239,Austria
2025-11-08T00:00:00.000Z,201,0,17,66,0,7,152,0,11,126,0,9,/boundary/16239,Austria
2025-11-09T00:00:00.000Z,201,0,17,66,0,7,152,0,11,126,0,9,/boundary/16239,Austria
2025-11-10T00:00:00.000Z,201,1,18,66,0,7,152,1,12,126,0,9,/boundary/16239,Austria
2025-11-11T00:00:00.000Z,201,0,18,66,0,7,152,0,12,126,0,9,/boundary/16239,Austria
2025-11-12T00:00:00.000Z,201,1,18,66,0,7,152,1,12,126,1,10,/boundary/16239,Austria
2025-11-13T00:00:00.000Z,201,0,16,66,0,6,152,0,11,126,0,9,/boundary/16239,Austria
2025-11-14T00:00:00.000Z,201,0,16,66,0,6,152,0,11,126,0,9,/boundary/16239,Austria
2025-11-15T00:00:00.000Z,201,0,16,66,0,6,152,0,11,126,0,9,/boundary/16239,Austria
2025-11-16T00:00:00.000Z,201,1,17,67,1,7,152,0,11,126,0,9,/boundary/16239,Austria
2025-11-17T00:00:00.000Z,201,1,15,68,1,7,152,0,9,126,0,7,/boundary/16239,Austria
2025-11-18T00:00:00.000Z,201,0,14,68,0,4,152,0,9,126,0,7,/boundary/16239,Austria
2025-11-19T00:00:00.000Z,201,1,15,68,0,4,152,1,10,126,1,8,/boundary/16239,Austria
2025-11-20T00:00:00.000Z,201,0,15,68,0,4,152,0,10,126,0,8,/boundary/16239,Austria
2025-11-21T00:00:00.000Z,201,0,14,68,0,4,152,0,10,126,0,8,/boundary/16239,Austria
2025-11-22T00:00:00.000Z,201,0,13,68,0,4,152,0,10,126,0,8,/boundary/16239,Austria
2025-11-23T00:00:00.000Z,201,0,13,68,0,4,152,0,10,126,0,8,/boundary/16239,Austria
2025-11-24T00:00:00.000Z,201,0,13,68,0,4,152,0,10,126,0,8,/boundary/16239,Austria
2025-11-25T00:00:00.000Z,201,1,14,68,1,5,152,0,10,126,0,8,/boundary/16239,Austria
2025-11-26T00:00:00.000Z,201,0,14,68,0,5,152,0,10,126,0,8,/boundary/16239,Austria
