x,amount,length,area,labels.distribution.amount,labels.distribution.length,labels.distribution.area,labels.transmission.amount,labels.transmission.length,labels.transmission.area,labels.transmission_overhead.amount,labels.transmission_overhead.length,labels.transmission_overhead.area,id_relation,Pays
2024-01-01T00:00:00.000Z,970963,5292783.04690075,687249448.158295,115874,286769760.368424,545662230.084512,662250,4383114.9019619,37314546.1644793,643517,4337750.81858479,36586614.665845,"",World (default)
2024-02-01T00:00:00.000Z,979739,5313061.9372369,687399583.992589,118242,291347161.425345,545657840.9636,669096,4401656.15235608,37435916.412967,650201,4356093.82416386,36707649.5325377,"",World (default)
2024-03-01T00:00:00.000Z,995563,5335950.61282495,687019757.669668,121410,296011943.121165,545657840.9636,682653,4425520.73381909,37619011.9151787,663176,4379526.22172139,36890745.0347494,"",World (default)
2024-04-01T00:00:00.000Z,1008467,5367390.3739571,686816921.060331,125258,299308506.657773,544516797.534735,691772,4455317.93533078,38532925.1966019,671480,4407686.23056689,36663278.4821142,"",World (default)
2024-05-01T00:00:00.000Z,1020750,5390252.26434702,682477350.12506,127853,304397414.539842,544516797.534735,701387,4478385.66821984,33628741.8055174,680622,4430108.18653712,31759095.0910296,"",World (default)
2024-06-01T00:00:00.000Z,1030404,5412772.27228404,682610728.991566,129938,307976231.193449,545659867.852061,710617,4500921.68770602,32624956.5841405,689602,4451172.85527181,31896689.7037112,"",World (default)
2024-07-01T00:00:00.000Z,1041059,5436174.69309185,682588790.761357,132440,311731505.718377,545659203.193728,719301,4526855.30749436,32655880.7683026,697970,4476523.11560209,31927613.8878733,"",World (default)
2024-08-01T00:00:00.000Z,1057870,5461278.64405628,712323547.935137,138047,317896970.793441,545683645.463287,726036,4550349.36056268,33115502.9623666,704359,4499874.20258969,32387236.0819373,"",World (default)
2024-09-01T00:00:00.000Z,1063406,5485396.0184168,712641049.174122,142282,323039458.811625,545759069.497038,731873,4576802.96078072,33508029.4820287,709920,4525156.79474374,32779762.6015994,"",World (default)
2024-10-01T00:00:00.000Z,1073062,5510282.51850571,712786414.859154,145210,328423402.524154,545774082.613375,738227,4595723.26780108,33616493.6611475,716063,4543650.44310528,32888226.7807182,"",World (default)
2024-11-01T00:00:00.000Z,1081714,5534890.73082497,713097886.845422,149189,332422555.422128,545759650.205536,744451,4619773.91619498,33655176.2765236,721955,4567143.06053367,32926909.3960943,"",World (default)
2024-12-01T00:00:00.000Z,1093352,5576235.41880423,717081395.283968,153573,336890531.978497,545776835.197879,751045,4662723.42841159,33767335.4747123,728198,4610313.26659763,33038578.6321544,"",World (default)
2025-01-01T00:00:00.000Z,1106318,5606526.2565965,717343131.317747,159035,342238884.681246,536976673.988129,757209,4684921.68675684,43225262.1724193,734149,4632329.63938781,33685984.0230967,"",World (default)
2025-02-01T00:00:00.000Z,1121175,5628937.51514713,722950434.942811,166014,348621702.871325,536976780.094478,764742,4699507.8823032,48637341.8809644,741525,4646548.26638829,39098063.843532,"",World (default)
2025-03-01T00:00:00.000Z,1129875,5649402.64918192,757283639.315639,168308,353640210.296475,537411863.561716,771325,4716094.25009615,50577706.6729422,748012,4662767.12885748,41038428.6355099,"",World (default)
2025-04-01T00:00:00.000Z,1140130,5691572.28596334,759374408.271693,172254,359568114.069878,537412718.881809,777408,4732261.60459559,52498942.2920419,753725,4678470.57060088,42959664.2546094,"",World (default)
2025-05-01T00:00:00.000Z,1151056,5731670.08724323,759628925.561901,175498,366594873.563485,537462969.266693,784303,4765511.16866622,52670692.2166931,760251,4711312.02043388,43131414.1792607,"",World (default)
2025-06-01T00:00:00.000Z,1163446,5760326.51439886,878933910.98547,179468,371715476.096645,598991077.145721,790866,4785774.0718737,108215568.94839,766441,4729921.84042737,43200725.413686,"",World (default)
2025-07-01T00:00:00.000Z,1171185,5779489.14388655,872264031.37292,183202,377919536.998439,593026978.740926,794589,4797136.71973207,107565033.948672,769802,4739372.23063997,43272181.6753158,"",World (default)
2025-08-01T00:00:00.000Z,1180225,5805360.03832404,867801640.738696,186887,380660874.091472,593026554.590058,799563,4816862.48043692,106908446.262898,774547,4758840.79896715,42615653.8339434,"",World (default)
2025-09-01T00:00:00.000Z,1195264,5833625.40629392,846614778.661042,194453,385932106.575262,593032234.088482,806273,4838406.82580096,114627514.894057,780844,4779279.74895243,42662694.7486333,"",World (default)
2025-10-01T00:00:00.000Z,1220842,5863610.50849551,848194974.351797,198547,389004538.540609,593032234.088482,812782,4863952.62850565,114782696.102796,787134,4804482.56229897,42818019.4683724,"",World (default)
2025-11-01T00:00:00.000Z,1233792,5893528.14448652,852870149.267328,200701,389098635.924967,593032234.088482,822277,4893823.37072343,120202434.636326,796338,4833749.50597269,48237758.001903,"",World (default)
2025-11-02T00:00:00.000Z,1234031,5894240.89258482,852925605.233593,200771,389209062.823943,593032234.088482,822375,4894100.27795544,120257890.602591,796431,4833922.09174965,48293213.9681679,"",World (default)
2025-11-03T00:00:00.000Z,1234465,5895263.68143805,852950933.387237,200762,389063812.91909,593032234.088482,822663,4894905.25728074,120283218.756235,796717,4834726.89759207,48318542.1218118,"",World (default)
2025-11-04T00:00:00.000Z,1234878,5898906.90274725,852977016.188197,200854,389100584.775904,593032234.088482,822881,4898301.27020715,120309301.557195,796930,4838113.29558662,48344624.9227715,"",World (default)
2025-11-05T00:00:00.000Z,1235189,5900527.78483052,853006776.915308,200929,389119247.034231,593032234.088482,823061,4900512.94292638,120339062.284307,797106,4840324.04568741,48374385.6498832,"",World (default)
2025-11-06T00:00:00.000Z,1235597,5901993.57790764,853040786.112793,200972,389176722.310872,593032234.088482,823393,4901702.86862555,120399665.443395,797436,4841513.11548052,48434988.808972,"",World (default)
2025-11-07T00:00:00.000Z,1235896,5903817.84493116,852602901.658524,200975,388721492.188253,593030365.421176,823735,4904105.59599842,120401534.138173,797770,4843870.49273816,48436857.5037497,"",World (default)
2025-11-08T00:00:00.000Z,1236180,5905183.60289886,852603477.981039,201059,388751986.069605,593030365.421176,823937,4905209.70952017,120404369.788306,797961,4844910.99649666,48439693.1538824,"",World (default)
2025-11-09T00:00:00.000Z,1236438,5906083.25849508,852603477.981039,201123,388926984.136712,593030365.421176,824071,4906071.3896965,120404369.788306,798090,4845767.1254347,48439693.1538824,"",World (default)
2025-11-10T00:00:00.000Z,1236730,5907966.14443221,852609075.233191,201170,388993368.110041,593030365.421176,824327,4908042.28325805,120409967.040458,798342,4847699.61156268,48445290.4060348,"",World (default)
2025-11-11T00:00:00.000Z,1237068,5909780.50907863,852681067.842008,201206,389017920.137986,593030365.421176,824764,4913265.3756517,120481959.649275,798750,4852852.10476943,48517283.0148518,"",World (default)
2025-11-12T00:00:00.000Z,1237275,5910200.01699305,852686179.609018,201278,389063948.028871,593030365.421176,824919,4913598.09157588,120486369.020063,798894,4853172.70063171,48521692.3856398,"",World (default)
2025-11-13T00:00:00.000Z,1237542,5910783.14795002,852736902.066284,201323,389085417.954406,593030365.421176,825080,4914284.90639335,120537091.477329,799057,4853859.88289443,48572414.8429052,"",World (default)
2025-11-14T00:00:00.000Z,1237858,5911423.76972739,852736902.147412,201402,389135726.155758,593030365.421176,825258,4914658.20680056,120537091.558457,799233,4854233.13200744,48572414.9240338,"",World (default)
2025-11-15T00:00:00.000Z,1238188,5911962.86500346,852736902.29855,201489,389166744.476167,593030365.421176,825524,4915182.66334827,120537091.709595,799491,4854757.01812673,48572415.0751713,"",World (default)
2025-11-16T00:00:00.000Z,1238632,5912193.6760505,852743808.911501,201694,389262655.3972,593030365.421176,825722,4915264.56594599,120543998.322546,799667,4854833.96713363,48579321.6881227,"",World (default)
2025-11-17T00:00:00.000Z,1239187,5912798.24878353,852743055.675854,201827,389297375.300524,593030365.421176,826105,4915924.44429221,120543245.086899,800032,4855486.41252158,48578568.4524759,"",World (default)
2025-11-18T00:00:00.000Z,1239648,5914124.56388077,852763390.784168,201925,389331059.373406,593030365.421176,826387,4916891.66134632,120563580.195213,800299,4856442.42383306,48598903.5607899,"",World (default)
2025-11-19T00:00:00.000Z,1239969,5914803.90781939,852754679.666441,202003,389356799.803134,593030365.421176,826602,4917543.8054402,120554834.54493,800512,4857094.53999041,48590157.9105066,"",World (default)
2025-11-20T00:00:00.000Z,1240253,5915162.07985346,852754679.666441,202091,389411705.004879,593030365.421176,826691,4917754.15168964,120554834.54493,800599,4857304.88695228,48590157.9105066,"",World (default)
2025-11-21T00:00:00.000Z,1240732,5916246.55839455,852754679.666441,202183,389431145.610219,593030365.421176,826924,4918509.39380922,120554834.54493,800826,4858056.57320302,48590157.9105066,"",World (default)
2025-11-22T00:00:00.000Z,1241236,5916915.35306348,852770860.494285,202220,389429037.947943,593030365.421176,827246,4919112.85135232,120571015.372774,801115,4858634.9232967,48606338.7383505,"",World (default)
2025-11-23T00:00:00.000Z,1241838,5918212.64094671,852796088.695539,202389,389743309.773472,593030365.421176,827842,4921031.15194818,120596139.346241,801707,4860522.96893825,48631462.7118173,"",World (default)
2025-11-24T00:00:00.000Z,1241873,5918594.50608093,852798180.740763,202288,389827478.743781,593030365.421176,828283,4924777.47064644,120597336.850788,802129,4864268.09572443,48632660.2163645,"",World (default)
2025-11-25T00:00:00.000Z,1242159,5919219.65105199,852807586.560611,202458,389943532.75872,593030365.421176,828451,4926351.37593353,120606767.279521,802296,4865840.60401085,48642090.6450978,"",World (default)
2025-11-26T00:00:00.000Z,1242727,5920257.55815291,852868328.351723,202626,390024284.070944,593030365.421176,828696,4926452.53560964,120667509.070633,802539,4865939.68100177,48702832.43621,"",World (default)
2025-11-27T00:00:00.000Z,1242994,5920102.28056405,852883999.052041,202715,390060550.124532,593030365.421176,828804,4926322.3955722,120683179.770952,802632,4865803.95190279,48718503.1365283,"",World (default)
2024-01-01T00:00:00.000Z,130,3303.45076841208,0,1,964.272485438547,0,37,1606.37778195353,0,37,1606.37778195353,0,/boundary/303427,Afghanistan
2024-02-01T00:00:00.000Z,131,3303.47793377488,0,1,964.272485438547,0,37,1606.37778235213,0,37,1606.37778235213,0,/boundary/303427,Afghanistan
2024-03-01T00:00:00.000Z,132,3303.73603827383,0,1,964.272485438547,0,37,1606.3778181725,0,37,1606.3778181725,0,/boundary/303427,Afghanistan
2024-04-01T00:00:00.000Z,134,3676.72274879008,0,,,,37,1590.75785343226,0,37,1590.75785343226,0,/boundary/303427,Afghanistan
2024-05-01T00:00:00.000Z,146,4049.9445716391,0,,,,44,1860.55920090836,0,44,1860.55920090836,0,/boundary/303427,Afghanistan
2024-06-01T00:00:00.000Z,146,4049.94463321487,0,,,,44,1860.55926248412,0,44,1860.55926248412,0,/boundary/303427,Afghanistan
2024-07-01T00:00:00.000Z,173,4378.7090237682,0,,,,115,3640.50111038512,0,115,3640.50111038512,0,/boundary/303427,Afghanistan
2024-08-01T00:00:00.000Z,174,4379.27642000567,0,,,,115,3641.06302448966,0,115,3641.06302448966,0,/boundary/303427,Afghanistan
2024-09-01T00:00:00.000Z,174,4404.89722667203,0,,,,114,3648.89596234837,0,114,3648.89596234837,0,/boundary/303427,Afghanistan
2024-10-01T00:00:00.000Z,174,4404.89722667203,0,,,,114,3648.89596234837,0,114,3648.89596234837,0,/boundary/303427,Afghanistan
2024-11-01T00:00:00.000Z,174,4404.89722667203,0,,,,114,3648.89596234837,0,114,3648.89596234837,0,/boundary/303427,Afghanistan
2024-12-01T00:00:00.000Z,173,4064.74197433994,0,,,,113,3308.74071001628,0,113,3308.74071001628,0,/boundary/303427,Afghanistan
2025-01-01T00:00:00.000Z,174,4068.95959890355,0,,,,113,3308.74071001628,0,113,3308.74071001628,0,/boundary/303427,Afghanistan
2025-02-01T00:00:00.000Z,174,4068.95959890355,0,,,,113,3308.74071001628,0,113,3308.74071001628,0,/boundary/303427,Afghanistan
2025-03-01T00:00:00.000Z,174,4068.95959890355,0,,,,113,3308.74071001628,0,113,3308.74071001628,0,/boundary/303427,Afghanistan
2025-04-01T00:00:00.000Z,175,22706.1050062249,0,,,,113,3308.56094154549,0,113,3308.56094154549,0,/boundary/303427,Afghanistan
2025-05-01T00:00:00.000Z,182,23047.7574057559,0,,,,120,3649.28406452171,0,120,3649.28406452171,0,/boundary/303427,Afghanistan
2025-06-01T00:00:00.000Z,182,23084.0215154862,0,,,,120,3685.5481742521,0,120,3685.5481742521,0,/boundary/303427,Afghanistan
2025-07-01T00:00:00.000Z,183,23086.5127389732,0,,,,120,3686.01517069531,0,120,3686.01517069531,0,/boundary/303427,Afghanistan
2025-08-01T00:00:00.000Z,184,23087.619160845,0,,,,120,3686.01517069531,0,120,3686.01517069531,0,/boundary/303427,Afghanistan
2025-09-01T00:00:00.000Z,188,23097.9905904988,0,,,,120,3686.01523461621,0,120,3686.01523461621,0,/boundary/303427,Afghanistan
2025-10-01T00:00:00.000Z,199,23100.3043409812,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-01T00:00:00.000Z,199,23100.3043409812,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-02T00:00:00.000Z,199,23100.3043409812,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-03T00:00:00.000Z,199,23100.3043409812,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-04T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-05T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-06T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-07T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-08T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-09T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-10T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-11T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-12T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-13T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-14T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-15T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-16T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-17T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-18T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-19T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-20T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-21T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-22T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-23T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-24T00:00:00.000Z,200,23111.9360266254,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-25T00:00:00.000Z,200,23117.9685571708,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-26T00:00:00.000Z,200,23117.9685571708,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2025-11-27T00:00:00.000Z,200,23117.9685571708,0,,,,126,3688.73956723557,0,126,3688.73956723557,0,/boundary/303427,Afghanistan
2024-01-01T00:00:00.000Z,482,2829.14636739896,0,19,54441.5766658148,0,277,2408.62869398046,0,277,2408.62869398046,0,/boundary/53292,Albania
2024-02-01T00:00:00.000Z,482,2829.14636739896,0,19,54441.5766658148,0,277,2408.62869398046,0,277,2408.62869398046,0,/boundary/53292,Albania
2024-03-01T00:00:00.000Z,536,2841.55486832462,0,19,54441.5766658148,0,325,2417.65083999086,0,325,2417.65083999086,0,/boundary/53292,Albania
2024-04-01T00:00:00.000Z,537,2841.75242319058,0,19,54441.5766658148,0,325,2417.58074724941,0,325,2417.58074724941,0,/boundary/53292,Albania
2024-05-01T00:00:00.000Z,537,2841.75434271392,0,19,54441.5766658148,0,325,2417.58266677276,0,325,2417.58266677276,0,/boundary/53292,Albania
2024-06-01T00:00:00.000Z,537,2841.75434271392,0,19,54441.5766658148,0,325,2417.58266677276,0,325,2417.58266677276,0,/boundary/53292,Albania
2024-07-01T00:00:00.000Z,539,2880.997427362,0,20,54441.5766659013,0,328,2438.35774782239,0,328,2438.35774782239,0,/boundary/53292,Albania
2024-08-01T00:00:00.000Z,546,2952.22328159179,0,20,54441.5766659013,0,336,2531.34028961806,0,336,2531.34028961806,0,/boundary/53292,Albania
2024-09-01T00:00:00.000Z,546,2953.55436194303,0,20,54441.5766659013,0,335,2531.48708319585,0,335,2531.48708319585,0,/boundary/53292,Albania
2024-10-01T00:00:00.000Z,546,2953.55447702981,0,20,54441.5766659013,0,335,2531.48719828263,0,335,2531.48719828263,0,/boundary/53292,Albania
2024-11-01T00:00:00.000Z,541,3023.31626329452,0,20,54441.5766659013,0,333,2593.89436625727,0,333,2593.89436625727,0,/boundary/53292,Albania
2024-12-01T00:00:00.000Z,543,3022.42350533214,0,20,54441.5766659013,0,335,2593.00160829489,0,335,2593.00160829489,0,/boundary/53292,Albania
2025-01-01T00:00:00.000Z,543,3022.42350533215,0,20,54441.5766659013,0,335,2593.00160829491,0,335,2593.00160829491,0,/boundary/53292,Albania
2025-02-01T00:00:00.000Z,545,3022.23597256754,0,20,54441.5766659013,0,336,2592.40835547066,0,336,2592.40835547066,0,/boundary/53292,Albania
2025-03-01T00:00:00.000Z,551,3063.1817613274,0,20,54441.5766659013,0,336,2592.61909588295,0,336,2592.61909588295,0,/boundary/53292,Albania
2025-04-01T00:00:00.000Z,553,3109.19914269978,0,20,54441.5766659013,0,338,2635.1881340735,0,338,2635.1881340735,0,/boundary/53292,Albania
2025-05-01T00:00:00.000Z,553,3109.19914269988,0,20,54441.5766659013,0,338,2635.1881340736,0,338,2635.1881340736,0,/boundary/53292,Albania
2025-06-01T00:00:00.000Z,562,3109.66835566948,0,20,54441.5766659013,0,345,2635.44676602567,0,345,2635.44676602567,0,/boundary/53292,Albania
2025-07-01T00:00:00.000Z,562,3109.66837322669,0,20,54441.5766659013,0,345,2635.44678358288,0,345,2635.44678358288,0,/boundary/53292,Albania
2025-08-01T00:00:00.000Z,563,3109.94406006219,0,20,54441.5766659013,0,345,2635.44678358288,0,345,2635.44678358288,0,/boundary/53292,Albania
2025-09-01T00:00:00.000Z,563,3109.94406007171,0,20,54441.5766659013,0,345,2635.44678359239,0,345,2635.44678359239,0,/boundary/53292,Albania
2025-10-01T00:00:00.000Z,563,3109.94406007171,0,20,54441.5766659013,0,345,2635.44678359239,0,345,2635.44678359239,0,/boundary/53292,Albania
2025-11-01T00:00:00.000Z,564,3113.79785436125,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-02T00:00:00.000Z,564,3113.79785436125,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-03T00:00:00.000Z,564,3113.79785436125,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-04T00:00:00.000Z,564,3113.79785436125,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-05T00:00:00.000Z,564,3113.79785436125,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-06T00:00:00.000Z,564,3113.79785436125,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-07T00:00:00.000Z,564,3113.79785436125,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-08T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-09T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-10T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-11T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-12T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-13T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-14T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-15T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-16T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-17T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-18T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-19T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-20T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-21T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-22T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-23T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-24T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-25T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-26T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2025-11-27T00:00:00.000Z,566,3114.95714967375,0,20,54441.5766659013,0,345,2635.43918638444,0,345,2635.43918638444,0,/boundary/53292,Albania
2024-01-01T00:00:00.000Z,2088,36152.2273712048,2359.50939263497,29,307651.474564604,0,1514,31083.7518719554,0,1500,31072.9283486317,0,/boundary/192756,Algeria
2024-02-01T00:00:00.000Z,2089,36156.8237956418,2359.50939263497,29,307651.474564604,0,1514,31083.9578443708,0,1500,31073.1343210471,0,/boundary/192756,Algeria
2024-03-01T00:00:00.000Z,2095,36322.993647685,2359.50939263497,29,307651.474564604,0,1514,31083.9580354804,0,1500,31073.1345121567,0,/boundary/192756,Algeria
2024-04-01T00:00:00.000Z,2095,36323.2495837628,2359.50939263497,29,307651.474564604,0,1514,31084.2490610347,0,1500,31073.425537711,0,/boundary/192756,Algeria
2024-05-01T00:00:00.000Z,2097,36338.3415302058,2359.50939263497,29,307651.474564604,0,1516,31099.1945410216,0,1501,31086.9733297963,0,/boundary/192756,Algeria
2024-06-01T00:00:00.000Z,2097,36338.3281950034,2359.50939263497,29,307651.474564604,0,1516,31099.1812058191,0,1501,31086.9599945939,0,/boundary/192756,Algeria
2024-07-01T00:00:00.000Z,2098,36340.5572558451,2359.50939263497,29,307651.474564604,0,1517,31101.4102666608,0,1502,31089.1890554355,0,/boundary/192756,Algeria
2024-08-01T00:00:00.000Z,2100,36443.1820154707,2359.50939263497,29,362634.653487158,0,1518,31125.0237487823,0,1503,31112.802537557,0,/boundary/192756,Algeria
2024-09-01T00:00:00.000Z,2102,36454.4703332183,2359.50939263497,29,362634.653487158,0,1519,31134.3324316907,0,1504,31122.1112204655,0,/boundary/192756,Algeria
2024-10-01T00:00:00.000Z,2121,36398.8717292093,2359.50939263497,28,295323.278921207,0,1520,31143.6694671465,0,1505,31131.4482559213,0,/boundary/192756,Algeria
2024-11-01T00:00:00.000Z,2122,36402.4646741901,2359.50939263497,28,295323.278921207,0,1521,31147.8976586881,0,1505,31131.4482559213,0,/boundary/192756,Algeria
2024-12-01T00:00:00.000Z,2126,36425.9216041747,2359.50939263497,28,295323.278921207,0,1521,31148.3696159254,0,1505,31131.9202131585,0,/boundary/192756,Algeria
2025-01-01T00:00:00.000Z,2129,36436.3689744846,2359.50939263497,28,295323.278921207,0,1539,31551.2156462196,0,1523,31534.7662434527,0,/boundary/192756,Algeria
2025-02-01T00:00:00.000Z,2134,36439.7996417162,2359.50939263497,28,295323.278921207,0,1548,31879.0657841647,0,1532,31862.6163813979,0,/boundary/192756,Algeria
2025-03-01T00:00:00.000Z,2140,36521.7089309309,2359.50939263497,28,295323.278921207,0,1548,31884.4487255555,0,1532,31867.9993227887,0,/boundary/192756,Algeria
2025-04-01T00:00:00.000Z,2146,36678.8412304576,2359.50939263497,28,295323.278921207,0,1552,32016.2713763099,0,1536,31999.8219735431,0,/boundary/192756,Algeria
2025-05-01T00:00:00.000Z,2198,37061.3169276493,2359.50939263497,28,295323.278921207,0,1589,32248.4625460121,0,1573,32232.0131432453,0,/boundary/192756,Algeria
2025-06-01T00:00:00.000Z,2198,37062.5372475002,2359.50939263497,28,295323.278921207,0,1589,32248.4666822782,0,1573,32232.0172795114,0,/boundary/192756,Algeria
2025-07-01T00:00:00.000Z,2203,37313.5393807222,2359.50939263497,29,296982.755978452,0,1590,32290.6830587236,0,1574,32274.2336559568,0,/boundary/192756,Algeria
2025-08-01T00:00:00.000Z,2203,37313.544557492,2359.50939263497,29,296982.755978452,0,1590,32290.6830587236,0,1574,32274.2336559568,0,/boundary/192756,Algeria
2025-09-01T00:00:00.000Z,2210,37317.5522566634,2359.50939263497,29,296982.755978452,0,1597,32295.6685085789,0,1580,32278.6768772571,0,/boundary/192756,Algeria
