x,amount,amount_1d,amount_30d,labels.distribution.amount,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.generation.amount,labels.generation.amount_1d,labels.generation.amount_30d,labels.industrial.amount,labels.industrial.amount_1d,labels.industrial.amount_30d,labels.transmission.amount,labels.transmission.amount_1d,labels.transmission.amount_30d,id_relation,Pays
2024-06-01T00:00:00.000Z,2,0,0,,,,,,,,,,,,,/boundary/195267,Angola
2024-07-01T00:00:00.000Z,3,0,1,1,0,1,,,,,,,,,,/boundary/195267,Angola
2024-08-01T00:00:00.000Z,3,0,0,1,0,0,,,,,,,,,,/boundary/195267,Angola
2024-09-01T00:00:00.000Z,4,0,1,1,0,0,,,,,,,,,,/boundary/195267,Angola
2024-10-01T00:00:00.000Z,4,0,1,1,0,0,,,,,,,,,,/boundary/195267,Angola
2024-11-01T00:00:00.000Z,4,0,1,1,0,0,,,,,,,,,,/boundary/195267,Angola
2024-12-01T00:00:00.000Z,5,0,1,1,0,0,,,,,,,1,0,1,/boundary/195267,Angola
2025-01-01T00:00:00.000Z,5,0,0,1,0,0,,,,,,,1,0,0,/boundary/195267,Angola
2025-02-01T00:00:00.000Z,5,0,0,1,0,0,,,,,,,1,0,0,/boundary/195267,Angola
2025-03-01T00:00:00.000Z,5,0,0,1,0,0,,,,,,,1,0,0,/boundary/195267,Angola
2025-04-01T00:00:00.000Z,6,0,1,1,0,0,,,,,,,1,0,0,/boundary/195267,Angola
2025-05-01T00:00:00.000Z,6,0,0,1,0,0,,,,,,,1,0,0,/boundary/195267,Angola
2025-06-01T00:00:00.000Z,6,0,0,1,0,0,,,,,,,1,0,0,/boundary/195267,Angola
2025-07-01T00:00:00.000Z,7,0,1,1,0,0,,,,,,,1,0,0,/boundary/195267,Angola
2025-08-01T00:00:00.000Z,7,0,0,1,0,0,,,,,,,1,0,0,/boundary/195267,Angola
2025-09-01T00:00:00.000Z,7,0,0,1,0,0,,,,,,,1,0,0,/boundary/195267,Angola
2025-10-01T00:00:00.000Z,8,0,1,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-01T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-02T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-03T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-04T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-05T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-06T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-07T00:00:00.000Z,9,1,3,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-08T00:00:00.000Z,9,0,3,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-09T00:00:00.000Z,9,0,3,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-10T00:00:00.000Z,9,0,3,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-11T00:00:00.000Z,9,0,3,1,0,0,,,,,,,2,0,1,/boundary/195267,Angola
2025-11-12T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-13T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-14T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-15T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-16T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-17T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-18T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-19T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-20T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-21T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-22T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-23T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-24T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-25T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-26T00:00:00.000Z,9,0,2,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2025-11-27T00:00:00.000Z,9,0,1,1,0,0,,,,,,,2,0,0,/boundary/195267,Angola
2024-06-01T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2024-07-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2024-08-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2024-09-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2024-10-01T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2024-11-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2024-12-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-01-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-02-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-03-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-04-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-05-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-06-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-07-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-08-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-09-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-10-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-01T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-02T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-03T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-04T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-05T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-06T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-07T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-08T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-09T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-10T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-11T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-12T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-13T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-14T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-15T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-16T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-17T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-18T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-19T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-20T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-21T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-22T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-23T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-24T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-25T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-26T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2025-11-27T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/536900,Antigua and Barbuda
2024-01-01T00:00:00.000Z,0,0,4,,,,,,,,,,,,,/boundary/286393,Argentina
2024-02-01T00:00:00.000Z,9,0,9,,,,,,,,,,2,0,2,/boundary/286393,Argentina
2024-03-01T00:00:00.000Z,16,0,12,1,0,1,1,0,1,1,0,1,6,0,6,/boundary/286393,Argentina
2024-04-01T00:00:00.000Z,19,0,6,1,0,0,1,0,0,1,0,0,8,0,3,/boundary/286393,Argentina
2024-05-01T00:00:00.000Z,22,1,10,3,0,2,1,0,0,2,1,1,9,0,2,/boundary/286393,Argentina
2024-06-01T00:00:00.000Z,24,0,7,5,0,2,1,0,0,2,0,1,10,0,2,/boundary/286393,Argentina
2024-07-01T00:00:00.000Z,24,0,7,5,0,0,1,0,0,2,0,0,11,0,2,/boundary/286393,Argentina
2024-08-01T00:00:00.000Z,28,1,9,6,0,1,1,0,0,2,0,1,12,0,3,/boundary/286393,Argentina
2024-09-01T00:00:00.000Z,29,0,4,6,0,0,1,0,0,2,0,0,14,0,2,/boundary/286393,Argentina
2024-10-01T00:00:00.000Z,34,0,10,6,0,0,1,0,0,2,0,0,15,0,4,/boundary/286393,Argentina
2024-11-01T00:00:00.000Z,38,0,11,8,0,3,2,0,1,3,0,1,19,0,6,/boundary/286393,Argentina
2024-12-01T00:00:00.000Z,40,0,6,8,0,0,2,0,1,3,0,0,20,0,1,/boundary/286393,Argentina
2025-01-01T00:00:00.000Z,41,0,4,8,0,0,2,0,0,3,0,0,20,0,0,/boundary/286393,Argentina
2025-02-01T00:00:00.000Z,44,0,9,9,0,1,2,0,0,3,0,0,23,0,4,/boundary/286393,Argentina
2025-03-01T00:00:00.000Z,46,1,9,10,0,1,2,0,0,3,0,0,25,0,5,/boundary/286393,Argentina
2025-04-01T00:00:00.000Z,51,1,13,10,0,0,2,0,0,3,0,0,26,0,1,/boundary/286393,Argentina
2025-05-01T00:00:00.000Z,55,1,10,11,0,1,3,0,1,3,0,0,27,0,2,/boundary/286393,Argentina
2025-06-01T00:00:00.000Z,59,1,8,11,0,0,3,0,0,4,1,1,30,0,3,/boundary/286393,Argentina
2025-07-01T00:00:00.000Z,59,0,8,12,0,1,3,0,0,4,0,0,30,0,2,/boundary/286393,Argentina
2025-08-01T00:00:00.000Z,60,0,8,12,0,1,4,0,1,5,0,1,30,0,2,/boundary/286393,Argentina
2025-09-01T00:00:00.000Z,61,0,8,12,0,0,5,0,1,5,0,1,31,0,3,/boundary/286393,Argentina
2025-10-01T00:00:00.000Z,61,1,8,13,0,2,5,0,0,5,0,0,33,0,5,/boundary/286393,Argentina
2025-11-01T00:00:00.000Z,63,1,6,14,0,2,5,0,0,5,0,0,35,1,4,/boundary/286393,Argentina
2025-11-02T00:00:00.000Z,63,1,7,14,0,2,5,0,0,5,0,0,35,0,4,/boundary/286393,Argentina
2025-11-03T00:00:00.000Z,63,0,7,14,0,2,5,0,0,5,0,0,35,0,4,/boundary/286393,Argentina
2025-11-04T00:00:00.000Z,63,0,7,14,0,2,5,0,0,5,0,0,35,0,4,/boundary/286393,Argentina
2025-11-05T00:00:00.000Z,63,0,7,14,0,2,5,0,0,5,0,0,35,0,4,/boundary/286393,Argentina
2025-11-06T00:00:00.000Z,63,0,7,14,0,2,5,0,0,5,0,0,35,0,4,/boundary/286393,Argentina
2025-11-07T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-08T00:00:00.000Z,63,1,6,14,0,1,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-09T00:00:00.000Z,63,1,6,14,0,1,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-10T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-11T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-12T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,1,/boundary/286393,Argentina
2025-11-13T00:00:00.000Z,63,1,6,14,0,1,5,0,0,5,0,0,35,0,1,/boundary/286393,Argentina
2025-11-14T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,1,/boundary/286393,Argentina
2025-11-15T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,1,/boundary/286393,Argentina
2025-11-16T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,1,/boundary/286393,Argentina
2025-11-17T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,1,/boundary/286393,Argentina
2025-11-18T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,1,/boundary/286393,Argentina
2025-11-19T00:00:00.000Z,63,2,6,14,0,1,5,0,0,5,0,0,35,1,2,/boundary/286393,Argentina
2025-11-20T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-21T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-22T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-23T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-24T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-25T00:00:00.000Z,63,0,6,14,0,1,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-26T00:00:00.000Z,64,1,5,14,0,0,5,0,0,5,0,0,35,0,2,/boundary/286393,Argentina
2025-11-27T00:00:00.000Z,64,1,6,14,0,0,5,0,0,5,0,0,35,1,3,/boundary/286393,Argentina
2024-01-01T00:00:00.000Z,0,0,1,,,,,,,,,,,,,/boundary/364066,Armenia
2024-02-01T00:00:00.000Z,4,0,4,,,,,,,,,,,,,/boundary/364066,Armenia
2024-03-01T00:00:00.000Z,5,0,2,,,,,,,,,,,,,/boundary/364066,Armenia
2024-04-01T00:00:00.000Z,7,0,3,,,,,,,,,,,,,/boundary/364066,Armenia
2024-05-01T00:00:00.000Z,7,0,4,,,,,,,,,,,,,/boundary/364066,Armenia
2024-06-01T00:00:00.000Z,7,0,1,,,,,,,,,,,,,/boundary/364066,Armenia
2024-07-01T00:00:00.000Z,9,0,4,,,,,,,,,,,,,/boundary/364066,Armenia
2024-08-01T00:00:00.000Z,9,0,0,,,,,,,,,,,,,/boundary/364066,Armenia
2024-09-01T00:00:00.000Z,9,0,2,,,,,,,,,,,,,/boundary/364066,Armenia
2024-10-01T00:00:00.000Z,10,0,2,,,,,,,,,,,,,/boundary/364066,Armenia
2024-11-01T00:00:00.000Z,10,0,1,,,,,,,,,,,,,/boundary/364066,Armenia
2024-12-01T00:00:00.000Z,10,0,2,,,,,,,,,,,,,/boundary/364066,Armenia
2025-01-01T00:00:00.000Z,11,0,3,,,,,,,,,,,,,/boundary/364066,Armenia
2025-02-01T00:00:00.000Z,12,0,3,,,,,,,,,,,,,/boundary/364066,Armenia
2025-03-01T00:00:00.000Z,12,0,1,,,,,,,,,,,,,/boundary/364066,Armenia
2025-04-01T00:00:00.000Z,13,1,3,,,,,,,,,,,,,/boundary/364066,Armenia
2025-05-01T00:00:00.000Z,16,1,4,1,0,1,,,,,,,1,0,1,/boundary/364066,Armenia
2025-06-01T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-07-01T00:00:00.000Z,17,1,1,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-08-01T00:00:00.000Z,17,0,2,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-09-01T00:00:00.000Z,17,0,1,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-10-01T00:00:00.000Z,17,1,2,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-01T00:00:00.000Z,17,0,2,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-02T00:00:00.000Z,17,0,2,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-03T00:00:00.000Z,17,1,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-04T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-05T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-06T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-07T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-08T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-09T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-10T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-11T00:00:00.000Z,17,1,4,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-12T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-13T00:00:00.000Z,17,1,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-14T00:00:00.000Z,17,1,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-15T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-16T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-17T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-18T00:00:00.000Z,17,1,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-19T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-20T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-21T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-22T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-23T00:00:00.000Z,17,0,3,1,0,0,,,,,,,1,0,0,/boundary/364066,Armenia
2025-11-24T00:00:00.000Z,17,1,3,1,0,0,,,,,,,2,1,1,/boundary/364066,Armenia
2025-11-25T00:00:00.000Z,17,1,3,1,0,0,,,,,,,2,0,1,/boundary/364066,Armenia
2025-11-26T00:00:00.000Z,17,0,3,1,0,0,,,,,,,2,0,1,/boundary/364066,Armenia
2025-11-27T00:00:00.000Z,17,0,3,1,0,0,,,,,,,2,0,1,/boundary/364066,Armenia
2024-01-01T00:00:00.000Z,0,1,19,0,0,6,,,,,,,0,0,5,/boundary/80500,Australia
2024-02-01T00:00:00.000Z,20,0,19,7,0,6,,,,1,0,1,9,0,9,/boundary/80500,Australia
2024-03-01T00:00:00.000Z,28,0,13,10,0,4,,,,1,0,0,13,0,6,/boundary/80500,Australia
2024-04-01T00:00:00.000Z,36,1,14,13,0,3,1,0,1,2,0,1,18,0,8,/boundary/80500,Australia
2024-05-01T00:00:00.000Z,51,0,25,16,0,6,1,0,0,3,0,1,26,0,13,/boundary/80500,Australia
2024-06-01T00:00:00.000Z,56,2,13,20,1,6,2,0,1,3,0,0,31,2,7,/boundary/80500,Australia
2024-07-01T00:00:00.000Z,64,1,19,21,1,3,5,0,3,4,0,2,34,1,7,/boundary/80500,Australia
2024-08-01T00:00:00.000Z,72,1,15,24,1,5,5,0,1,5,0,1,38,1,7,/boundary/80500,Australia
2024-09-01T00:00:00.000Z,82,1,19,26,1,5,5,0,1,6,0,1,41,1,7,/boundary/80500,Australia
2024-10-01T00:00:00.000Z,88,2,16,26,0,4,5,0,1,6,0,0,43,2,8,/boundary/80500,Australia
2024-11-01T00:00:00.000Z,92,1,14,28,0,3,7,0,2,7,0,1,47,1,8,/boundary/80500,Australia
2024-12-01T00:00:00.000Z,96,2,14,31,0,3,8,0,1,8,0,2,51,1,9,/boundary/80500,Australia
2025-01-01T00:00:00.000Z,105,1,19,33,0,4,8,0,1,8,0,1,55,0,8,/boundary/80500,Australia
2025-02-01T00:00:00.000Z,115,1,26,37,0,7,8,0,1,8,0,1,58,0,9,/boundary/80500,Australia
2025-03-01T00:00:00.000Z,120,1,25,41,0,7,9,0,1,8,0,0,63,1,13,/boundary/80500,Australia
2025-04-01T00:00:00.000Z,129,1,25,45,0,8,10,0,3,8,0,0,68,0,11,/boundary/80500,Australia
2025-05-01T00:00:00.000Z,134,2,18,50,0,9,10,0,2,9,0,1,71,1,10,/boundary/80500,Australia
2025-06-01T00:00:00.000Z,141,1,16,52,0,4,10,0,1,9,0,0,75,1,8,/boundary/80500,Australia
2025-07-01T00:00:00.000Z,145,4,16,54,2,5,10,0,1,9,0,0,78,3,8,/boundary/80500,Australia
2025-08-01T00:00:00.000Z,149,0,15,56,0,3,10,0,0,9,0,0,81,0,5,/boundary/80500,Australia
2025-09-01T00:00:00.000Z,156,0,18,59,0,6,10,0,0,9,0,0,82,0,6,/boundary/80500,Australia
2025-10-01T00:00:00.000Z,161,1,21,60,0,4,10,0,0,10,0,1,84,0,5,/boundary/80500,Australia
2025-11-01T00:00:00.000Z,167,0,16,61,0,6,11,0,1,10,0,0,88,0,9,/boundary/80500,Australia
2025-11-02T00:00:00.000Z,167,1,15,61,0,5,11,0,1,10,0,0,88,0,8,/boundary/80500,Australia
2025-11-03T00:00:00.000Z,167,0,15,61,0,5,11,0,1,10,0,0,88,0,8,/boundary/80500,Australia
2025-11-04T00:00:00.000Z,167,0,15,61,0,5,11,0,1,10,0,0,88,0,8,/boundary/80500,Australia
2025-11-05T00:00:00.000Z,167,1,15,61,0,5,11,0,1,10,0,0,88,0,8,/boundary/80500,Australia
2025-11-06T00:00:00.000Z,167,0,14,61,0,4,11,0,1,10,0,0,88,0,7,/boundary/80500,Australia
2025-11-07T00:00:00.000Z,167,1,14,61,0,4,11,0,1,10,0,0,88,0,7,/boundary/80500,Australia
2025-11-08T00:00:00.000Z,167,0,14,61,0,4,11,0,1,10,0,0,88,0,6,/boundary/80500,Australia
2025-11-09T00:00:00.000Z,168,1,15,61,0,4,11,0,1,10,0,0,88,0,6,/boundary/80500,Australia
2025-11-10T00:00:00.000Z,169,1,16,61,0,4,11,0,1,10,0,0,89,1,7,/boundary/80500,Australia
2025-11-11T00:00:00.000Z,169,2,15,62,1,5,11,0,0,10,0,0,89,1,7,/boundary/80500,Australia
2025-11-12T00:00:00.000Z,169,1,15,62,0,5,11,0,0,10,0,0,89,1,6,/boundary/80500,Australia
2025-11-13T00:00:00.000Z,169,1,14,62,0,4,11,0,0,10,0,0,89,1,5,/boundary/80500,Australia
2025-11-14T00:00:00.000Z,169,3,15,63,1,5,12,1,1,10,0,0,89,2,6,/boundary/80500,Australia
2025-11-15T00:00:00.000Z,169,2,16,63,2,6,12,0,1,10,0,0,89,1,6,/boundary/80500,Australia
2025-11-16T00:00:00.000Z,169,1,16,63,1,6,12,0,1,10,0,0,89,1,6,/boundary/80500,Australia
2025-11-17T00:00:00.000Z,169,1,16,63,0,6,12,0,1,10,0,0,89,1,6,/boundary/80500,Australia
2025-11-18T00:00:00.000Z,169,1,16,63,0,4,12,0,1,10,0,0,89,1,5,/boundary/80500,Australia
2025-11-19T00:00:00.000Z,169,1,15,63,1,4,12,1,1,10,0,0,89,1,5,/boundary/80500,Australia
2025-11-20T00:00:00.000Z,169,2,15,63,0,4,12,0,1,10,0,0,89,1,4,/boundary/80500,Australia
2025-11-21T00:00:00.000Z,169,1,14,63,1,4,12,1,1,10,0,0,89,1,4,/boundary/80500,Australia
2025-11-22T00:00:00.000Z,169,0,13,63,0,3,12,0,1,10,0,0,89,0,3,/boundary/80500,Australia
2025-11-23T00:00:00.000Z,170,2,14,63,1,3,12,0,1,10,0,0,90,2,3,/boundary/80500,Australia
2025-11-24T00:00:00.000Z,170,1,14,63,1,3,12,1,1,10,0,0,90,1,3,/boundary/80500,Australia
2025-11-25T00:00:00.000Z,170,1,13,63,1,3,12,1,1,10,0,0,90,1,3,/boundary/80500,Australia
2025-11-26T00:00:00.000Z,171,3,13,64,1,4,12,0,1,10,0,0,91,3,4,/boundary/80500,Australia
2025-11-27T00:00:00.000Z,171,2,12,64,1,5,12,0,1,10,0,0,91,1,4,/boundary/80500,Australia
2024-01-01T00:00:00.000Z,0,1,29,0,0,5,,,,,,,0,0,8,/boundary/16239,Austria
2024-02-01T00:00:00.000Z,29,1,29,1,0,1,1,0,1,,,,2,0,2,/boundary/16239,Austria
2024-03-01T00:00:00.000Z,54,2,41,5,0,4,2,0,1,2,0,2,10,1,8,/boundary/16239,Austria
2024-04-01T00:00:00.000Z,67,6,31,8,1,4,2,0,0,2,0,0,13,0,5,/boundary/16239,Austria
2024-05-01T00:00:00.000Z,87,3,41,10,0,3,2,0,0,2,0,1,16,0,4,/boundary/16239,Austria
2024-06-01T00:00:00.000Z,96,2,26,12,1,2,2,0,0,3,0,1,19,1,4,/boundary/16239,Austria
2024-07-01T00:00:00.000Z,105,4,26,13,0,2,4,0,3,3,0,0,23,0,8,/boundary/16239,Austria
2024-08-01T00:00:00.000Z,115,1,29,14,0,3,4,0,0,3,0,0,27,0,8,/boundary/16239,Austria
2024-09-01T00:00:00.000Z,123,3,28,18,0,4,5,1,1,3,0,0,32,0,6,/boundary/16239,Austria
2024-10-01T00:00:00.000Z,139,2,40,26,0,9,5,0,1,4,0,1,40,0,10,/boundary/16239,Austria
2024-11-01T00:00:00.000Z,152,2,31,29,0,3,6,0,1,5,0,2,42,0,6,/boundary/16239,Austria
2024-12-01T00:00:00.000Z,164,1,41,32,0,4,7,0,1,5,0,0,46,0,7,/boundary/16239,Austria
2025-01-01T00:00:00.000Z,172,3,35,34,0,2,8,0,1,5,0,0,48,0,8,/boundary/16239,Austria
