t,amount,length,labels.distribution.amount,labels.distribution.length,labels.generation.amount,labels.generation.length,labels.industrial.amount,labels.industrial.length,labels.transmissions.amount,labels.transmissions.length,labels.transmission.amount,labels.transmission.length,id_relation,Pays
2025-07-01T00:00:00.000Z,6015,1440794.28243676,810,227671.872589737,99,30397.4353818614,199,35569.5112901125,2273,964158.378707931,,,/boundary/1428125,Canada
2025-08-01T00:00:00.000Z,6083,1449835.60419919,810,227735.842267935,100,30466.624395193,211,36406.370870831,2306,974706.503362826,,,/boundary/1428125,Canada
2025-09-01T00:00:00.000Z,6138,1460736.71005469,816,228862.01295991,112,34331.6725995968,219,37872.1499047938,2350,987311.641084081,,,/boundary/1428125,Canada
2025-10-01T00:00:00.000Z,6172,1465725.45667768,823,231458.963579194,117,34743.8956217513,229,38535.4409843096,2393,997849.578860072,,,/boundary/1428125,Canada
2025-10-02T00:00:00.000Z,6189,1469212.68770056,823,231458.96357965,117,34743.8956217513,229,38512.2968643771,2425,1005039.19583872,,,/boundary/1428125,Canada
2025-10-03T00:00:00.000Z,6205,1471707.06112524,823,231474.296970169,117,34743.8956217513,234,39245.3108422483,2481,1019007.41452524,2481,1019007.41452524,/boundary/1428125,Canada
2025-10-04T00:00:00.000Z,6212,1472860.78029504,823,231474.296970169,119,35196.2391213602,236,39604.5323406459,2526,1031548.46460869,2526,1031548.46460869,/boundary/1428125,Canada
2025-10-05T00:00:00.000Z,6222,1475089.2379236,823,231457.347225445,119,35196.2391213602,236,39604.5323406459,2559,1039059.54964697,2559,1039059.54964697,/boundary/1428125,Canada
2025-10-06T00:00:00.000Z,6227,1476662.46069644,824,231966.567767881,120,35685.4372409259,237,39784.2749929982,2591,1046193.04023312,2591,1046193.04023312,/boundary/1428125,Canada
2025-10-07T00:00:00.000Z,6235,1477900.54189422,825,232197.404584971,120,35685.4372409259,238,39881.07090427,2603,1049195.37460375,2603,1049195.37460375,/boundary/1428125,Canada
2025-10-08T00:00:00.000Z,6237,1478629.84917095,827,232487.632773954,120,35685.4372409259,238,39881.07090427,2610,1051391.66740842,2610,1051391.66740842,/boundary/1428125,Canada
2025-10-09T00:00:00.000Z,6243,1478901.24460577,830,233233.045147154,120,35685.4372409259,240,39953.0769303625,2613,1052137.07978162,2613,1052137.07978162,/boundary/1428125,Canada
2025-10-10T00:00:00.000Z,6244,1478969.05862062,830,233233.045147154,120,35685.4372409259,240,39953.0769303625,2613,1052137.07978162,2613,1052137.07978162,/boundary/1428125,Canada
2025-10-11T00:00:00.000Z,6244,1478969.05862062,830,233233.045147154,120,35685.4372409259,240,39953.0769303625,2614,1052425.34289641,2614,1052425.34289641,/boundary/1428125,Canada
2025-10-12T00:00:00.000Z,6245,1479054.32402964,830,233233.045147154,120,35685.4372409259,240,39953.0769303625,2614,1052425.34289641,2614,1052425.34289641,/boundary/1428125,Canada
2025-10-13T00:00:00.000Z,6246,1479061.29852059,830,233233.045147154,120,35685.4372409259,240,39953.0769303625,2614,1052425.34289641,2614,1052425.34289641,/boundary/1428125,Canada
2025-10-14T00:00:00.000Z,6246,1479061.29852167,830,233233.045147154,121,35747.242249931,240,39953.0769303625,2614,1052425.34289749,2614,1052425.34289749,/boundary/1428125,Canada
2025-10-15T00:00:00.000Z,6246,1479061.29852167,830,233233.045147154,121,35747.242249931,240,39953.0769303625,2614,1052425.34289749,2614,1052425.34289749,/boundary/1428125,Canada
2025-10-16T00:00:00.000Z,6249,1479317.49581136,830,233233.045147154,121,35747.242249931,240,39953.0769303625,2614,1052425.34289749,2614,1052425.34289749,/boundary/1428125,Canada
2025-10-17T00:00:00.000Z,6251,1479633.44090116,830,233235.34751883,121,35747.242249931,240,39953.0769303625,2615,1052590.1304212,2615,1052590.1304212,/boundary/1428125,Canada
2025-10-18T00:00:00.000Z,6251,1479633.12705814,830,233235.34751883,121,35747.242249931,240,39953.0769303625,2615,1052589.81657818,2615,1052589.81657818,/boundary/1428125,Canada
2025-10-19T00:00:00.000Z,6248,1478323.92468269,830,233235.34751883,121,35747.242249931,240,39953.0769303625,2624,1054707.36128158,2624,1054707.36128158,/boundary/1428125,Canada
2025-10-20T00:00:00.000Z,6251,1478943.07638933,831,233420.201541883,122,36010.6649770364,241,40048.1345280183,2657,1064933.46098465,2657,1064933.46098465,/boundary/1428125,Canada
2025-10-21T00:00:00.000Z,6251,1479154.96654481,831,233420.201541883,122,36010.6649770364,241,40048.1345280183,2657,1065145.35114013,2657,1065145.35114013,/boundary/1428125,Canada
2025-10-22T00:00:00.000Z,6251,1479154.96654481,831,233420.201541883,122,36010.6649770364,241,40048.1345280183,2657,1065145.35114013,2657,1065145.35114013,/boundary/1428125,Canada
2025-10-23T00:00:00.000Z,6251,1479342.38732696,831,233462.509480968,122,36010.6649770364,241,40048.1345280183,2657,1065215.62739081,2657,1065215.62739081,/boundary/1428125,Canada
2025-10-24T00:00:00.000Z,6252,1479342.38732696,831,233462.509480968,122,36010.6649770364,241,40048.1345280183,2657,1065215.62739081,2657,1065215.62739081,/boundary/1428125,Canada
2025-10-25T00:00:00.000Z,6253,1479722.3020863,831,233467.865543172,122,36010.6649770364,241,40048.1345280183,2657,1065238.65697655,2657,1065238.65697655,/boundary/1428125,Canada
2025-10-26T00:00:00.000Z,6253,1479722.3020863,831,233467.865543172,122,36010.6649770364,241,40048.1345280183,2657,1065238.65697655,2657,1065238.65697655,/boundary/1428125,Canada
2025-10-27T00:00:00.000Z,6253,1479722.3020863,831,233467.865543172,122,36010.6649770364,241,40048.1345280183,2657,1065238.65697655,2657,1065238.65697655,/boundary/1428125,Canada
2025-10-28T00:00:00.000Z,6253,1479722.3020863,831,233467.865543172,122,36010.6649770364,241,40048.1345280183,2657,1065238.65697655,2657,1065238.65697655,/boundary/1428125,Canada
2025-10-29T00:00:00.000Z,6253,1479722.3020863,831,233467.865543172,122,36010.6649770364,241,40048.1345280183,2657,1065238.65697655,2657,1065238.65697655,/boundary/1428125,Canada
2025-10-30T00:00:00.000Z,6253,1479722.3020863,831,233467.865543172,122,36010.6649770364,241,40048.1345280183,2657,1065238.65697655,2657,1065238.65697655,/boundary/1428125,Canada
2025-10-31T00:00:00.000Z,6253,1479997.26116373,831,233640.482326066,122,36010.6649770364,241,40048.1345280183,2657,1065497.38325204,2657,1065497.38325204,/boundary/1428125,Canada
2025-11-01T00:00:00.000Z,6253,1479997.58186057,831,233640.482326066,122,36010.6649770364,241,40048.1345280183,2657,1065497.38325204,2657,1065497.38325204,/boundary/1428125,Canada
2025-11-02T00:00:00.000Z,6254,1480150.40280259,831,233640.482326066,122,36010.6649770364,241,40048.1345280183,2657,1065497.38325204,2657,1065497.38325204,/boundary/1428125,Canada
2025-11-03T00:00:00.000Z,6254,1480150.40280259,831,233640.482326066,122,36010.6649770364,241,40048.1345280183,,,2657,1065497.38325204,/boundary/1428125,Canada
2025-11-04T00:00:00.000Z,6254,1480150.40280259,831,233640.482326066,122,36010.6649770364,241,40048.1345280183,,,2657,1065497.38325204,/boundary/1428125,Canada
2024-01-01T00:00:00.000Z,8,463.333149056767,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2024-02-01T00:00:00.000Z,9,495.321765855706,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2024-03-01T00:00:00.000Z,11,550.594882321548,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2024-04-01T00:00:00.000Z,11,550.594882321548,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2024-05-01T00:00:00.000Z,11,550.594882321548,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2024-06-01T00:00:00.000Z,11,550.594882321548,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2024-07-01T00:00:00.000Z,11,550.594882321548,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2024-08-01T00:00:00.000Z,11,550.594882321548,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2024-09-01T00:00:00.000Z,11,550.594882321548,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2024-10-01T00:00:00.000Z,12,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2024-11-01T00:00:00.000Z,12,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2024-12-01T00:00:00.000Z,12,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-01-01T00:00:00.000Z,12,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-02-01T00:00:00.000Z,12,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-03-01T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-04-01T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-05-01T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-06-01T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-07-01T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-08-01T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-09-01T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-10-01T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-10-02T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,,,/boundary/535774,Cape Verde
2025-10-03T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-04T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-05T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-06T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-07T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-08T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-09T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-10T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-11T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-12T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-13T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-14T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-15T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-16T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-17T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-18T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-19T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-20T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-21T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-22T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-23T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-24T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-25T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-26T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-27T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-28T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-29T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-30T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-10-31T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-11-01T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-11-02T00:00:00.000Z,13,579.356545151543,,,,,,,2,372.222925611943,2,372.222925611943,/boundary/535774,Cape Verde
2025-11-03T00:00:00.000Z,13,579.356545151543,,,,,,,,,2,372.222925611943,/boundary/535774,Cape Verde
2025-11-04T00:00:00.000Z,13,579.356545151543,,,,,,,,,2,372.222925611943,/boundary/535774,Cape Verde
2024-01-01T00:00:00.000Z,3,537.964924886675,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2024-02-01T00:00:00.000Z,3,537.964924886675,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2024-03-01T00:00:00.000Z,3,537.964924886675,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2024-04-01T00:00:00.000Z,3,537.964924886675,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2024-05-01T00:00:00.000Z,3,537.964924886675,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2024-06-01T00:00:00.000Z,3,537.964924886675,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2024-07-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2024-08-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2024-09-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2024-10-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2024-11-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2024-12-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-01-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-02-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-03-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-04-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-05-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-06-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-07-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-08-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-09-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-10-01T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-10-02T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,,,/boundary/192790,Central African Republic
2025-10-03T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-04T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-05T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-06T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-07T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-08T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-09T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-10T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-11T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-12T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-13T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-14T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-15T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-16T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-17T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-18T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-19T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-20T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-21T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-22T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-23T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-24T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-25T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-26T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-27T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-28T00:00:00.000Z,4,831.665847918548,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-29T00:00:00.000Z,5,1320.91847317113,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-30T00:00:00.000Z,5,1320.91847317113,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-10-31T00:00:00.000Z,5,1320.91847317113,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-11-01T00:00:00.000Z,5,1320.91847317113,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-11-02T00:00:00.000Z,5,1320.91847317113,,,1,291.571690169359,,,2,246.393234717316,2,246.393234717316,/boundary/192790,Central African Republic
2025-11-03T00:00:00.000Z,5,1320.91847317113,,,1,291.571690169359,,,,,2,246.393234717316,/boundary/192790,Central African Republic
2025-11-04T00:00:00.000Z,5,1320.91847317113,,,1,291.571690169359,,,,,2,246.393234717316,/boundary/192790,Central African Republic
2024-01-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2024-02-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2024-03-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2024-04-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2024-05-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2024-06-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2024-07-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2024-08-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2024-09-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2024-10-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2024-11-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2024-12-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2025-01-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2025-02-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2025-03-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2025-04-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2025-05-01T00:00:00.000Z,8,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2025-06-01T00:00:00.000Z,9,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2025-07-01T00:00:00.000Z,9,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2025-08-01T00:00:00.000Z,9,897.431175914503,,,,,,,2,774.562955991783,,,/boundary/2361304,Chad
2025-09-01T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,,,/boundary/2361304,Chad
2025-10-01T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,,,/boundary/2361304,Chad
2025-10-02T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,,,/boundary/2361304,Chad
2025-10-03T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-04T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-05T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-06T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-07T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-08T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-09T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-10T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-11T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-12T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-13T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-14T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-15T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-16T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-17T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-18T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-19T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-20T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-21T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-22T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-23T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-24T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-25T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-26T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-27T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-28T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
2025-10-29T00:00:00.000Z,10,1229.43967985942,,,,,,,3,1106.5714599367,3,1106.5714599367,/boundary/2361304,Chad
