t,amount_1d,amount_30d,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.generation.amount_1d,labels.generation.amount_30d,labels.industrial.amount_1d,labels.industrial.amount_30d,labels.transmission.amount_1d,labels.transmission.amount_30d,id_relation,Pays
2025-10-15T00:00:00.000Z,2,25,0,2,,,,,1,3,/boundary/51684,Czech Republic
2025-10-16T00:00:00.000Z,0,24,0,1,,,,,0,2,/boundary/51684,Czech Republic
2025-10-17T00:00:00.000Z,2,21,0,1,,,,,0,2,/boundary/51684,Czech Republic
2025-10-18T00:00:00.000Z,2,21,0,1,,,,,0,2,/boundary/51684,Czech Republic
2025-10-19T00:00:00.000Z,2,20,0,1,,,,,0,2,/boundary/51684,Czech Republic
2025-10-20T00:00:00.000Z,2,21,0,1,,,,,0,2,/boundary/51684,Czech Republic
2025-10-21T00:00:00.000Z,1,19,0,1,,,,,0,2,/boundary/51684,Czech Republic
2025-10-22T00:00:00.000Z,0,18,0,1,,,,,0,2,/boundary/51684,Czech Republic
2025-10-23T00:00:00.000Z,3,19,0,1,,,,,0,2,/boundary/51684,Czech Republic
2025-10-24T00:00:00.000Z,2,21,0,1,,,1,1,0,2,/boundary/51684,Czech Republic
2025-10-25T00:00:00.000Z,2,20,0,1,,,0,1,0,2,/boundary/51684,Czech Republic
2025-10-26T00:00:00.000Z,0,19,0,1,,,0,1,0,2,/boundary/51684,Czech Republic
2025-10-27T00:00:00.000Z,2,20,0,1,,,0,1,0,2,/boundary/51684,Czech Republic
2025-10-28T00:00:00.000Z,3,21,0,1,,,0,1,0,2,/boundary/51684,Czech Republic
2025-10-29T00:00:00.000Z,2,21,0,1,,,0,1,0,2,/boundary/51684,Czech Republic
2025-10-30T00:00:00.000Z,1,21,0,1,,,0,1,0,2,/boundary/51684,Czech Republic
2025-10-31T00:00:00.000Z,2,21,0,1,,,0,1,0,2,/boundary/51684,Czech Republic
2025-11-01T00:00:00.000Z,2,21,1,1,,,0,1,1,2,/boundary/51684,Czech Republic
2025-11-02T00:00:00.000Z,1,21,0,1,,,0,1,0,2,/boundary/51684,Czech Republic
2025-11-03T00:00:00.000Z,3,21,1,2,,,0,1,1,3,/boundary/51684,Czech Republic
2025-11-04T00:00:00.000Z,3,21,0,2,,,0,1,0,3,/boundary/51684,Czech Republic
2025-11-05T00:00:00.000Z,3,24,0,2,,,0,1,1,4,/boundary/51684,Czech Republic
2025-11-06T00:00:00.000Z,0,24,0,2,,,0,1,0,4,/boundary/51684,Czech Republic
2024-01-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2024-08-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2024-10-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2024-11-01T00:00:00.000Z,0,2,,,,,,,0,2,/boundary/192795,Democratic Republic of the Congo
2024-12-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-02-01T00:00:00.000Z,1,2,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-03-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2025-04-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-06-01T00:00:00.000Z,0,2,0,1,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-08-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2025-09-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2025-10-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2025-10-02T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2025-10-03T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2025-10-04T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2025-10-05T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2025-10-06T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2025-10-07T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2025-10-08T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192795,Democratic Republic of the Congo
2025-10-09T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-10T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-11T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-12T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-13T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-14T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-15T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-16T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-17T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-18T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-19T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-20T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-21T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-22T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-23T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-24T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-25T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-26T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-10-27T00:00:00.000Z,0,1,,,,,,,,,/boundary/192795,Democratic Republic of the Congo
2025-06-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/192801,Djibouti
2025-07-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/192801,Djibouti
2025-10-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-02T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-03T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-04T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-05T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-06T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-07T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-08T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-09T00:00:00.000Z,1,1,,,,,,,1,1,/boundary/192801,Djibouti
2025-10-10T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-11T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-12T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-13T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-14T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-15T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-16T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-17T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-18T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-19T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-20T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-21T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-22T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-23T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-24T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-25T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-26T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-27T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-28T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-29T00:00:00.000Z,1,2,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-30T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192801,Djibouti
2025-10-31T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192801,Djibouti
2025-11-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192801,Djibouti
2025-11-02T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192801,Djibouti
2025-11-03T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192801,Djibouti
2025-11-04T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192801,Djibouti
2025-11-05T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192801,Djibouti
2025-11-06T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192801,Djibouti
2024-03-01T00:00:00.000Z,0,2,0,1,,,,,0,2,/boundary/307828,Dominican Republic
2024-04-01T00:00:00.000Z,0,2,,,0,1,,,0,1,/boundary/307828,Dominican Republic
2024-05-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/307828,Dominican Republic
2024-06-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/307828,Dominican Republic
2024-08-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/307828,Dominican Republic
2024-09-01T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/307828,Dominican Republic
2024-12-01T00:00:00.000Z,0,2,,,,,,,0,2,/boundary/307828,Dominican Republic
2025-01-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/307828,Dominican Republic
2025-04-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/307828,Dominican Republic
2025-05-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/307828,Dominican Republic
2025-06-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/307828,Dominican Republic
2025-07-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/307828,Dominican Republic
2025-08-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/307828,Dominican Republic
2025-09-01T00:00:00.000Z,0,1,0,1,,,,,,,/boundary/307828,Dominican Republic
2025-10-07T00:00:00.000Z,1,1,,,,,,,,,/boundary/307828,Dominican Republic
2025-10-08T00:00:00.000Z,0,1,,,,,,,,,/boundary/307828,Dominican Republic
2025-10-09T00:00:00.000Z,0,1,,,,,,,,,/boundary/307828,Dominican Republic
2025-10-10T00:00:00.000Z,0,1,,,,,,,,,/boundary/307828,Dominican Republic
2025-10-11T00:00:00.000Z,1,2,,,,,1,1,,,/boundary/307828,Dominican Republic
2025-10-12T00:00:00.000Z,0,2,,,,,0,1,,,/boundary/307828,Dominican Republic
2025-10-13T00:00:00.000Z,0,2,,,,,0,1,,,/boundary/307828,Dominican Republic
2025-10-14T00:00:00.000Z,0,2,,,,,0,1,,,/boundary/307828,Dominican Republic
2025-10-15T00:00:00.000Z,0,2,,,,,0,1,,,/boundary/307828,Dominican Republic
2025-10-16T00:00:00.000Z,0,2,,,,,0,1,,,/boundary/307828,Dominican Republic
2025-10-17T00:00:00.000Z,0,2,,,,,0,1,,,/boundary/307828,Dominican Republic
2025-10-18T00:00:00.000Z,0,2,,,,,0,1,,,/boundary/307828,Dominican Republic
2025-10-19T00:00:00.000Z,0,2,,,,,0,1,,,/boundary/307828,Dominican Republic
2025-10-20T00:00:00.000Z,0,2,,,,,0,1,,,/boundary/307828,Dominican Republic
2025-10-21T00:00:00.000Z,1,2,,,1,1,0,1,1,1,/boundary/307828,Dominican Republic
2025-10-22T00:00:00.000Z,0,2,,,0,1,0,1,0,1,/boundary/307828,Dominican Republic
2025-10-23T00:00:00.000Z,0,2,,,0,1,0,1,0,1,/boundary/307828,Dominican Republic
2025-10-24T00:00:00.000Z,0,2,,,0,1,0,1,0,1,/boundary/307828,Dominican Republic
2025-10-25T00:00:00.000Z,0,2,,,0,1,0,1,0,1,/boundary/307828,Dominican Republic
2025-10-26T00:00:00.000Z,0,2,,,0,1,0,1,0,1,/boundary/307828,Dominican Republic
2025-10-27T00:00:00.000Z,0,2,,,0,1,0,1,0,1,/boundary/307828,Dominican Republic
2025-10-28T00:00:00.000Z,0,2,,,0,1,0,1,0,1,/boundary/307828,Dominican Republic
2025-10-29T00:00:00.000Z,1,2,,,0,1,0,1,1,1,/boundary/307828,Dominican Republic
2025-10-30T00:00:00.000Z,0,2,,,0,1,0,1,0,1,/boundary/307828,Dominican Republic
2025-10-31T00:00:00.000Z,0,2,,,0,1,0,1,0,1,/boundary/307828,Dominican Republic
2025-11-01T00:00:00.000Z,0,2,,,0,1,0,1,0,1,/boundary/307828,Dominican Republic
2025-11-02T00:00:00.000Z,1,3,,,0,1,0,1,1,2,/boundary/307828,Dominican Republic
2025-11-03T00:00:00.000Z,0,3,,,0,1,0,1,0,2,/boundary/307828,Dominican Republic
2025-11-04T00:00:00.000Z,1,3,,,0,1,0,1,1,2,/boundary/307828,Dominican Republic
2025-11-05T00:00:00.000Z,0,3,,,0,1,0,1,0,2,/boundary/307828,Dominican Republic
2025-11-06T00:00:00.000Z,0,3,,,0,1,0,1,0,2,/boundary/307828,Dominican Republic
2024-05-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/305142,East Timor
2024-07-01T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/305142,East Timor
2025-01-01T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/305142,East Timor
2024-02-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/108089,Ecuador
2024-05-01T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/108089,Ecuador
2024-06-01T00:00:00.000Z,0,1,0,1,,,0,1,0,1,/boundary/108089,Ecuador
2024-07-01T00:00:00.000Z,0,2,0,1,,,0,1,0,1,/boundary/108089,Ecuador
2024-08-01T00:00:00.000Z,0,3,0,3,,,0,1,0,3,/boundary/108089,Ecuador
2024-11-01T00:00:00.000Z,1,1,,,,,,,1,1,/boundary/108089,Ecuador
2025-01-01T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/108089,Ecuador
2025-02-01T00:00:00.000Z,0,3,0,1,,,,,0,3,/boundary/108089,Ecuador
2025-03-01T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/108089,Ecuador
2025-05-01T00:00:00.000Z,1,2,0,2,0,1,,,0,2,/boundary/108089,Ecuador
2025-06-01T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/108089,Ecuador
2025-07-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/108089,Ecuador
2025-08-01T00:00:00.000Z,0,4,0,1,,,,,0,1,/boundary/108089,Ecuador
2025-09-01T00:00:00.000Z,1,3,0,1,,,0,1,1,3,/boundary/108089,Ecuador
2025-10-01T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/108089,Ecuador
2025-10-02T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/108089,Ecuador
2025-10-03T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/108089,Ecuador
2025-10-04T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/108089,Ecuador
2025-10-05T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/108089,Ecuador
2025-10-06T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/108089,Ecuador
2025-10-07T00:00:00.000Z,1,4,1,1,,,,,1,2,/boundary/108089,Ecuador
2025-10-08T00:00:00.000Z,1,4,1,1,,,,,1,2,/boundary/108089,Ecuador
2025-10-09T00:00:00.000Z,0,4,0,1,,,,,0,2,/boundary/108089,Ecuador
2025-10-10T00:00:00.000Z,0,4,0,1,,,,,0,2,/boundary/108089,Ecuador
2025-10-11T00:00:00.000Z,0,4,0,1,,,,,0,2,/boundary/108089,Ecuador
2025-10-12T00:00:00.000Z,1,5,0,1,,,,,0,2,/boundary/108089,Ecuador
2025-10-13T00:00:00.000Z,0,5,0,1,,,,,0,2,/boundary/108089,Ecuador
2025-10-14T00:00:00.000Z,0,5,0,1,,,,,0,2,/boundary/108089,Ecuador
2025-10-15T00:00:00.000Z,0,5,0,1,,,,,0,2,/boundary/108089,Ecuador
2025-10-16T00:00:00.000Z,0,5,0,1,,,,,0,2,/boundary/108089,Ecuador
2025-10-17T00:00:00.000Z,0,4,0,1,,,,,0,2,/boundary/108089,Ecuador
2025-10-18T00:00:00.000Z,0,4,0,1,,,,,0,2,/boundary/108089,Ecuador
2025-10-19T00:00:00.000Z,1,5,0,1,,,,,0,2,/boundary/108089,Ecuador
2025-10-20T00:00:00.000Z,1,5,1,2,,,,,1,3,/boundary/108089,Ecuador
2025-10-21T00:00:00.000Z,0,5,0,2,,,,,0,3,/boundary/108089,Ecuador
2025-10-22T00:00:00.000Z,0,5,0,2,,,,,0,3,/boundary/108089,Ecuador
2025-10-23T00:00:00.000Z,0,5,0,2,,,,,0,3,/boundary/108089,Ecuador
2025-10-24T00:00:00.000Z,0,5,0,2,,,,,0,3,/boundary/108089,Ecuador
2025-10-25T00:00:00.000Z,0,5,0,2,,,,,0,3,/boundary/108089,Ecuador
2025-10-26T00:00:00.000Z,0,4,0,2,,,,,0,2,/boundary/108089,Ecuador
2025-10-27T00:00:00.000Z,0,4,0,2,,,,,0,2,/boundary/108089,Ecuador
2025-10-28T00:00:00.000Z,0,4,0,2,,,,,0,2,/boundary/108089,Ecuador
2025-10-29T00:00:00.000Z,1,4,1,2,,,,,1,2,/boundary/108089,Ecuador
2025-10-30T00:00:00.000Z,0,4,0,2,,,,,0,2,/boundary/108089,Ecuador
2025-10-31T00:00:00.000Z,0,4,0,2,,,,,0,2,/boundary/108089,Ecuador
2025-11-01T00:00:00.000Z,0,4,0,2,,,,,0,2,/boundary/108089,Ecuador
2025-11-02T00:00:00.000Z,0,4,0,2,,,,,0,2,/boundary/108089,Ecuador
2025-11-03T00:00:00.000Z,0,4,0,2,,,,,0,2,/boundary/108089,Ecuador
2025-11-04T00:00:00.000Z,1,4,0,2,,,,,0,2,/boundary/108089,Ecuador
2025-11-05T00:00:00.000Z,1,4,1,3,,,,,1,3,/boundary/108089,Ecuador
2025-11-06T00:00:00.000Z,0,4,0,3,,,,,0,3,/boundary/108089,Ecuador
2024-02-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/1473947,Egypt
2024-03-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/1473947,Egypt
2024-06-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/1473947,Egypt
2024-07-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/1473947,Egypt
2024-08-01T00:00:00.000Z,0,3,,,,,,,,,/boundary/1473947,Egypt
2024-11-01T00:00:00.000Z,0,3,0,1,,,,,0,2,/boundary/1473947,Egypt
2025-01-01T00:00:00.000Z,0,2,0,1,,,0,1,0,2,/boundary/1473947,Egypt
2025-02-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/1473947,Egypt
2025-03-01T00:00:00.000Z,0,3,,,,,,,0,2,/boundary/1473947,Egypt
2025-04-01T00:00:00.000Z,1,2,,,,,,,1,1,/boundary/1473947,Egypt
2025-05-01T00:00:00.000Z,0,1,,,,,0,1,0,1,/boundary/1473947,Egypt
2025-06-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/1473947,Egypt
2025-10-29T00:00:00.000Z,1,1,,,,,,,1,1,/boundary/1473947,Egypt
2025-10-30T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/1473947,Egypt
2025-10-31T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/1473947,Egypt
2025-11-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/1473947,Egypt
2025-11-02T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/1473947,Egypt
2025-11-03T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/1473947,Egypt
2025-11-04T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/1473947,Egypt
2025-11-05T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/1473947,Egypt
2025-11-06T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/1473947,Egypt
2024-01-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/1520612,El Salvador
2024-02-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/1520612,El Salvador
2024-03-01T00:00:00.000Z,0,1,,,0,1,0,1,0,1,/boundary/1520612,El Salvador
2024-04-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/1520612,El Salvador
2024-05-01T00:00:00.000Z,1,2,,,,,,,1,2,/boundary/1520612,El Salvador
2024-09-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/1520612,El Salvador
2024-10-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/1520612,El Salvador
2025-02-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/1520612,El Salvador
2025-05-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/1520612,El Salvador
2024-03-01T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/192791,Equatorial Guinea
2025-04-01T00:00:00.000Z,1,1,,,,,,,,,/boundary/192791,Equatorial Guinea
2025-05-01T00:00:00.000Z,0,1,,,0,1,,,0,1,/boundary/192791,Equatorial Guinea
2025-10-29T00:00:00.000Z,1,1,1,1,,,,,1,1,/boundary/192791,Equatorial Guinea
2025-10-30T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/192791,Equatorial Guinea
2025-10-31T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/192791,Equatorial Guinea
2025-11-01T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/192791,Equatorial Guinea
2025-11-02T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/192791,Equatorial Guinea
2025-11-03T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/192791,Equatorial Guinea
2025-11-04T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/192791,Equatorial Guinea
2025-11-05T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/192791,Equatorial Guinea
2025-11-06T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/192791,Equatorial Guinea
2025-03-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/296961,Eritrea
2024-01-01T00:00:00.000Z,1,10,0,1,,,,,0,3,/boundary/79510,Estonia
2024-02-01T00:00:00.000Z,0,6,,,,,,,,,/boundary/79510,Estonia
2024-03-01T00:00:00.000Z,0,7,,,,,,,0,1,/boundary/79510,Estonia
2024-04-01T00:00:00.000Z,0,6,,,,,,,0,1,/boundary/79510,Estonia
2024-05-01T00:00:00.000Z,0,6,,,,,,,,,/boundary/79510,Estonia
2024-06-01T00:00:00.000Z,0,4,0,1,,,0,1,0,1,/boundary/79510,Estonia
2024-07-01T00:00:00.000Z,0,6,,,,,,,,,/boundary/79510,Estonia
2024-08-01T00:00:00.000Z,2,8,,,,,,,0,1,/boundary/79510,Estonia
2024-09-01T00:00:00.000Z,1,10,0,2,,,,,0,2,/boundary/79510,Estonia
2024-10-01T00:00:00.000Z,1,9,0,4,,,,,0,2,/boundary/79510,Estonia
2024-11-01T00:00:00.000Z,1,9,0,2,,,,,0,3,/boundary/79510,Estonia
2024-12-01T00:00:00.000Z,0,6,0,1,,,,,0,1,/boundary/79510,Estonia
2025-01-01T00:00:00.000Z,1,7,1,2,,,,,1,1,/boundary/79510,Estonia
2025-02-01T00:00:00.000Z,1,5,1,3,,,,,0,3,/boundary/79510,Estonia
2025-03-01T00:00:00.000Z,2,9,1,3,,,,,1,2,/boundary/79510,Estonia
2025-04-01T00:00:00.000Z,0,3,0,1,,,,,0,1,/boundary/79510,Estonia
2025-05-01T00:00:00.000Z,1,3,1,3,,,,,1,2,/boundary/79510,Estonia
2025-06-01T00:00:00.000Z,0,9,0,1,,,,,0,1,/boundary/79510,Estonia
2025-07-01T00:00:00.000Z,0,6,,,,,,,,,/boundary/79510,Estonia
2025-08-01T00:00:00.000Z,0,4,,,,,,,,,/boundary/79510,Estonia
2025-09-01T00:00:00.000Z,0,7,,,,,,,,,/boundary/79510,Estonia
2025-10-01T00:00:00.000Z,0,7,,,,,,,0,1,/boundary/79510,Estonia
2025-10-02T00:00:00.000Z,1,7,,,,,,,0,1,/boundary/79510,Estonia
2025-10-03T00:00:00.000Z,1,7,,,,,,,0,1,/boundary/79510,Estonia
2025-10-04T00:00:00.000Z,0,7,,,,,,,0,1,/boundary/79510,Estonia
2025-10-05T00:00:00.000Z,0,7,,,,,,,0,1,/boundary/79510,Estonia
2025-10-06T00:00:00.000Z,0,7,,,,,,,0,1,/boundary/79510,Estonia
2025-10-07T00:00:00.000Z,0,7,,,,,,,0,1,/boundary/79510,Estonia
2025-10-08T00:00:00.000Z,0,7,,,,,,,0,1,/boundary/79510,Estonia
2025-10-09T00:00:00.000Z,0,6,,,,,,,0,1,/boundary/79510,Estonia
2025-10-10T00:00:00.000Z,0,6,,,,,,,0,1,/boundary/79510,Estonia
2025-10-11T00:00:00.000Z,0,5,,,,,,,0,1,/boundary/79510,Estonia
2025-10-12T00:00:00.000Z,0,5,,,,,,,0,1,/boundary/79510,Estonia
2025-10-13T00:00:00.000Z,0,5,,,,,,,0,1,/boundary/79510,Estonia
2025-10-14T00:00:00.000Z,1,5,,,,,,,0,1,/boundary/79510,Estonia
2025-10-15T00:00:00.000Z,0,5,,,,,,,0,1,/boundary/79510,Estonia
2025-10-16T00:00:00.000Z,0,5,,,,,,,0,1,/boundary/79510,Estonia
2025-10-17T00:00:00.000Z,0,5,,,,,,,0,1,/boundary/79510,Estonia
2025-10-18T00:00:00.000Z,0,4,,,,,,,0,1,/boundary/79510,Estonia
2025-10-19T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/79510,Estonia
2025-10-20T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/79510,Estonia
2025-10-21T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/79510,Estonia
2025-10-22T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/79510,Estonia
2025-10-23T00:00:00.000Z,1,4,,,,,,,0,1,/boundary/79510,Estonia
2025-10-24T00:00:00.000Z,0,4,,,,,,,0,1,/boundary/79510,Estonia
2025-10-25T00:00:00.000Z,0,4,,,,,,,0,1,/boundary/79510,Estonia
2025-10-26T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/79510,Estonia
2025-10-27T00:00:00.000Z,0,3,,,,,,,,,/boundary/79510,Estonia
2025-10-28T00:00:00.000Z,0,3,,,,,,,,,/boundary/79510,Estonia
2025-10-29T00:00:00.000Z,0,3,,,,,,,,,/boundary/79510,Estonia
2025-10-30T00:00:00.000Z,0,3,,,,,,,,,/boundary/79510,Estonia
2025-10-31T00:00:00.000Z,0,3,,,,,,,,,/boundary/79510,Estonia
2025-11-01T00:00:00.000Z,1,4,,,,,,,,,/boundary/79510,Estonia
