t,amount,length,labels.distribution.amount,labels.distribution.length,labels.transmission.amount,labels.transmission.length,labels.transmission_overhead.amount,labels.transmission_overhead.length,id_relation,Pays
2025-10-13T00:00:00.000Z,5016,12064.695816147,698,285177.825993709,4330,11820.5742085079,4241,11679.1074662389,/boundary/21335,Hungary
2025-10-14T00:00:00.000Z,5016,12064.695816147,698,285177.825993709,4330,11820.5742085079,4241,11679.1074662389,/boundary/21335,Hungary
2025-10-15T00:00:00.000Z,5017,12064.8089652526,699,285290.975099249,4330,11820.5742085079,4241,11679.1074662389,/boundary/21335,Hungary
2025-10-16T00:00:00.000Z,5017,12064.8089652526,699,285290.975099249,4330,11820.5742085079,4241,11679.1074662389,/boundary/21335,Hungary
2025-10-17T00:00:00.000Z,5017,12064.8402956707,699,285290.975099249,4330,11820.605538926,4241,11679.1387966571,/boundary/21335,Hungary
2025-10-18T00:00:00.000Z,5017,12064.8402956707,699,285290.975099249,4330,11820.605538926,4241,11679.1387966571,/boundary/21335,Hungary
2025-10-19T00:00:00.000Z,5017,12084.3787883126,699,285290.975099249,4330,11840.1440315679,4241,11698.6772892989,/boundary/21335,Hungary
2025-10-20T00:00:00.000Z,5018,12084.5477115692,700,285460.981288193,4330,11840.1429486356,4241,11698.6762063667,/boundary/21335,Hungary
2025-10-21T00:00:00.000Z,5018,12084.5477115692,700,285460.981288193,4330,11840.1429486356,4241,11698.6762063667,/boundary/21335,Hungary
2025-10-22T00:00:00.000Z,5018,12084.5477115692,700,285460.981288193,4330,11840.1429486356,4241,11698.6762063667,/boundary/21335,Hungary
2025-10-23T00:00:00.000Z,5018,12084.5477115692,700,285460.981288193,4330,11840.1429486356,4241,11698.6762063667,/boundary/21335,Hungary
2025-10-24T00:00:00.000Z,5020,12097.5002034987,701,286171.531820708,4331,11852.3848900326,4242,11710.9181477637,/boundary/21335,Hungary
2025-10-25T00:00:00.000Z,5025,12097.7826292317,701,286171.531820708,4336,11852.6673157656,4247,11711.2005734966,/boundary/21335,Hungary
2025-10-26T00:00:00.000Z,5025,12097.7826292317,701,286171.531820708,4336,11852.6673157656,4247,11711.2005734966,/boundary/21335,Hungary
2025-10-27T00:00:00.000Z,5026,12102.6167368302,701,286171.531820708,4337,11857.501423364,4248,11716.0346810951,/boundary/21335,Hungary
2025-10-28T00:00:00.000Z,5026,12102.6167368302,701,286171.531820708,4337,11857.501423364,4248,11716.0346810951,/boundary/21335,Hungary
2025-10-29T00:00:00.000Z,5026,12102.6376816845,701,286171.531820708,4337,11857.5223682184,4248,11716.0556259494,/boundary/21335,Hungary
2025-10-30T00:00:00.000Z,5026,12102.6376816845,701,286171.531820708,4337,11857.5223682184,4248,11716.0556259494,/boundary/21335,Hungary
2024-10-01T00:00:00.000Z,245,3323.00850394415,1,61.097559232846,244,3322.94740638492,182,3179.67513876279,/boundary/299133,Iceland
2024-11-01T00:00:00.000Z,245,3323.00850394436,1,61.097559232846,244,3322.94740638513,182,3179.67513876279,/boundary/299133,Iceland
2024-12-01T00:00:00.000Z,246,3323.14012050388,1,61.097559232846,245,3323.07902294465,182,3178.14573609204,/boundary/299133,Iceland
2025-01-01T00:00:00.000Z,246,3323.14012050388,1,61.097559232846,245,3323.07902294465,182,3178.14573609204,/boundary/299133,Iceland
2025-02-01T00:00:00.000Z,246,3323.14012050388,1,61.097559232846,245,3323.07902294465,182,3178.14573609204,/boundary/299133,Iceland
2025-03-01T00:00:00.000Z,246,3323.14012050388,1,61.097559232846,245,3323.07902294465,182,3178.14573609204,/boundary/299133,Iceland
2025-04-01T00:00:00.000Z,246,3323.14012050388,1,61.097559232846,245,3323.07902294465,182,3178.14573609204,/boundary/299133,Iceland
2025-05-01T00:00:00.000Z,246,3323.14012050388,1,61.097559232846,245,3323.07902294465,182,3178.14573609204,/boundary/299133,Iceland
2025-06-01T00:00:00.000Z,246,3323.14012050524,1,61.097559232846,245,3323.07902294601,182,3178.14573609204,/boundary/299133,Iceland
2025-07-01T00:00:00.000Z,246,3323.14012050524,1,61.097559232846,245,3323.07902294601,182,3178.14573609204,/boundary/299133,Iceland
2025-08-01T00:00:00.000Z,246,3374.97933961169,1,61.097559232846,245,3374.91824205246,182,3229.98495519849,/boundary/299133,Iceland
2025-09-01T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-01T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-02T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-03T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-04T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-05T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-06T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-07T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-08T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-09T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-10T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-11T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-12T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-13T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-14T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-15T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-16T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-17T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-18T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-19T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-20T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-21T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-22T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-23T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-24T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-25T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-26T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-27T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-28T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-29T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2025-10-30T00:00:00.000Z,237,3455.19924292111,5,33158.0757478745,232,3422.04116717324,156,3146.55509555187,/boundary/299133,Iceland
2024-10-01T00:00:00.000Z,23849,427765.638811965,81,628727.740542658,23768,427136.911071422,23705,427046.009869406,/boundary/304716,India
2024-11-01T00:00:00.000Z,23961,429669.653912605,77,627684.230169225,23884,429041.969682436,23821,428951.06848042,/boundary/304716,India
2024-12-01T00:00:00.000Z,24195,433388.840066459,77,627684.230169225,24118,432761.155836289,24055,432670.254634274,/boundary/304716,India
2025-01-01T00:00:00.000Z,24827,436014.882725763,79,738640.919153491,24748,435276.24180661,24683,435182.426686723,/boundary/304716,India
2025-02-01T00:00:00.000Z,29154,438756.102145442,357,760744.475914419,28797,437995.357669528,28732,437901.542549641,/boundary/304716,India
2025-03-01T00:00:00.000Z,32658,442972.321265599,614,815733.831092109,32044,442156.587434507,31977,442061.659248543,/boundary/304716,India
2025-04-01T00:00:00.000Z,35227,444144.680346443,813,723189.9089126,34414,443421.490437531,34347,443326.562251567,/boundary/304716,India
2025-05-01T00:00:00.000Z,35557,445742.209399971,825,724164.449019579,34732,445018.044950952,34665,444923.116764987,/boundary/304716,India
2025-06-01T00:00:00.000Z,35630,446208.027132507,824,735268.884948099,34806,445472.758247559,34739,445377.830061595,/boundary/304716,India
2025-07-01T00:00:00.000Z,35630,446204.783114975,824,735268.884948099,34806,445469.514230027,34739,445374.586044063,/boundary/304716,India
2025-08-01T00:00:00.000Z,36272,449660.975359944,823,735057.131977395,35449,448925.918227966,35335,448808.117202597,/boundary/304716,India
2025-09-01T00:00:00.000Z,36314,449782.243457943,821,734355.499577196,35493,449047.887958366,35378,448929.957518443,/boundary/304716,India
2025-10-01T00:00:00.000Z,36511,450372.656206316,843,751551.92961642,35668,449621.104276699,35553,449503.173836777,/boundary/304716,India
2025-10-02T00:00:00.000Z,36537,450432.968162024,843,751551.92961642,35694,449681.416232407,35579,449563.485792485,/boundary/304716,India
2025-10-03T00:00:00.000Z,36685,450463.581407084,888,755362.963588703,35797,449708.218443495,35682,449590.288003573,/boundary/304716,India
2025-10-04T00:00:00.000Z,36685,450465.280141768,888,755362.963588703,35797,449709.917178179,35682,449591.986738257,/boundary/304716,India
2025-10-05T00:00:00.000Z,36732,450522.775875623,895,756032.443200582,35837,449766.743432423,35722,449648.8129925,/boundary/304716,India
2025-10-06T00:00:00.000Z,37308,450859.381158161,961,761061.955148431,36347,450098.319203012,36229,449978.391705819,/boundary/304716,India
2025-10-07T00:00:00.000Z,37356,451298.809601024,961,761061.955148431,36395,450537.747645875,36277,450417.820148682,/boundary/304716,India
2025-10-08T00:00:00.000Z,37366,451361.552544183,961,761061.955148431,36405,450600.490589034,36287,450480.563091841,/boundary/304716,India
2025-10-09T00:00:00.000Z,37366,451361.552552561,961,761061.955148431,36405,450600.490597412,36287,450480.563100219,/boundary/304716,India
2025-10-10T00:00:00.000Z,37377,451505.773963807,961,761061.955148431,36416,450744.712008658,36298,450624.784511464,/boundary/304716,India
2025-10-11T00:00:00.000Z,37411,451731.258660706,961,761061.955148431,36450,450970.196705558,36332,450850.269208364,/boundary/304716,India
2025-10-12T00:00:00.000Z,37417,451836.915827209,961,761061.955148431,36456,451075.853872061,36338,450955.926374867,/boundary/304716,India
2025-10-13T00:00:00.000Z,37417,451836.915827209,961,761061.955148431,36456,451075.853872061,36338,450955.926374867,/boundary/304716,India
2025-10-14T00:00:00.000Z,37507,452097.162081271,961,761061.955148431,36546,451336.100126122,36425,451212.864513409,/boundary/304716,India
2025-10-15T00:00:00.000Z,37525,452204.616797776,961,761061.955148431,36564,451443.554842627,36443,451320.319229914,/boundary/304716,India
2025-10-16T00:00:00.000Z,37532,452226.106641752,961,761061.955148431,36571,451465.044686603,36450,451341.80907389,/boundary/304716,India
2025-10-17T00:00:00.000Z,37566,452301.501730612,961,761061.955148431,36605,451540.439775464,36484,451417.204162751,/boundary/304716,India
2025-10-18T00:00:00.000Z,37624,452669.853511903,961,761061.955148431,36663,451908.791556754,36539,451784.610969886,/boundary/304716,India
2025-10-19T00:00:00.000Z,37664,452828.290483511,961,761061.955148431,36703,452067.228528362,36578,451940.916032301,/boundary/304716,India
2025-10-20T00:00:00.000Z,38058,453044.179986339,1009,764455.714683169,37049,452279.724271656,36924,452153.411775595,/boundary/304716,India
2025-10-21T00:00:00.000Z,38332,453647.003643271,1009,764455.714683169,37323,452882.547928587,37196,452756.092898366,/boundary/304716,India
2025-10-22T00:00:00.000Z,38333,453950.003124197,1009,764455.714683169,37324,453185.547409513,37197,453059.092379292,/boundary/304716,India
2025-10-23T00:00:00.000Z,38333,453950.326847077,1009,764455.714683169,37324,453185.871132393,37197,453059.416102171,/boundary/304716,India
2025-10-24T00:00:00.000Z,38333,453950.326847077,1009,764455.714683169,37324,453185.871132393,37197,453059.416102171,/boundary/304716,India
2025-10-25T00:00:00.000Z,38333,453950.326847077,1009,764455.714683169,37324,453185.871132393,37197,453059.416102172,/boundary/304716,India
2025-10-26T00:00:00.000Z,38335,453961.831018272,1009,764455.714683169,37326,453197.375303589,37199,453070.920273367,/boundary/304716,India
2025-10-27T00:00:00.000Z,38335,453961.812250604,1009,764455.714683169,37326,453197.35653592,37199,453070.901505698,/boundary/304716,India
2025-10-28T00:00:00.000Z,38335,453961.811818614,1009,764455.714683169,37326,453197.35610393,37199,453070.901073708,/boundary/304716,India
2025-10-29T00:00:00.000Z,38336,453986.48066569,1009,764455.714683169,37327,453222.024951006,37200,453095.569920784,/boundary/304716,India
2025-10-30T00:00:00.000Z,38336,453986.48066569,1009,764455.714683169,37327,453222.024951006,37200,453095.569920784,/boundary/304716,India
2024-10-01T00:00:00.000Z,3544,36422.4508420586,16,19670.0097270721,3530,36403.0946094855,3512,36373.9482466107,/boundary/304751,Indonesia
2024-11-01T00:00:00.000Z,3607,36532.3445904198,18,19719.1890225003,3591,36512.9391785512,3573,36483.7928156764,/boundary/304751,Indonesia
2024-12-01T00:00:00.000Z,3617,36582.0802505908,18,19719.1890225003,3601,36562.6748387223,3583,36533.5284273437,/boundary/304751,Indonesia
2025-01-01T00:00:00.000Z,3618,36587.7828343455,18,19719.1890225003,3602,36568.377422477,3584,36539.2310110984,/boundary/304751,Indonesia
2025-02-01T00:00:00.000Z,3624,36597.0350881293,26,25383.8758866964,3600,36571.9649893965,3582,36542.8185780179,/boundary/304751,Indonesia
2025-03-01T00:00:00.000Z,3655,36661.6159281214,26,25383.8758866964,3631,36636.5458293887,3613,36607.3994180101,/boundary/304751,Indonesia
2025-04-01T00:00:00.000Z,3688,37027.6481295619,26,25383.8758866964,3664,37002.5780308292,3646,36973.4316194506,/boundary/304751,Indonesia
2025-05-01T00:00:00.000Z,3740,37055.7857157292,26,25383.8758866964,3716,37030.7156169965,3698,37001.5692056179,/boundary/304751,Indonesia
2025-06-01T00:00:00.000Z,3765,37085.3220957616,26,25383.8758866964,3741,37060.2519970289,3723,37031.1055856503,/boundary/304751,Indonesia
2025-07-01T00:00:00.000Z,3659,36736.1290659438,26,25383.8758866964,3635,36711.058967211,3617,36681.9125558324,/boundary/304751,Indonesia
2025-08-01T00:00:00.000Z,3715,36965.4601420706,26,25383.8758866964,3691,36940.3900433378,3670,36909.5404541165,/boundary/304751,Indonesia
2025-09-01T00:00:00.000Z,3721,36966.4954569802,26,25383.8758866964,3697,36941.4253582474,3676,36910.5757690261,/boundary/304751,Indonesia
2025-10-01T00:00:00.000Z,3725,36945.4968422633,26,25383.8758866964,3701,36920.4267435306,3680,36889.5771543093,/boundary/304751,Indonesia
2025-10-02T00:00:00.000Z,3721,36930.2431455122,26,25383.8758866964,3697,36905.1730467795,3676,36874.3234575582,/boundary/304751,Indonesia
2025-10-03T00:00:00.000Z,3721,36930.2431455122,26,25383.8758866964,3697,36905.1730467795,3676,36874.3234575582,/boundary/304751,Indonesia
2025-10-04T00:00:00.000Z,3721,36930.6997345784,26,25383.8758866964,3697,36905.6296358456,3676,36874.7800466243,/boundary/304751,Indonesia
2025-10-05T00:00:00.000Z,3721,36930.6997345781,26,25383.8758866964,3697,36905.6296358453,3676,36874.780046624,/boundary/304751,Indonesia
2025-10-06T00:00:00.000Z,3721,36930.6997345781,26,25383.8758866964,3697,36905.6296358453,3676,36874.780046624,/boundary/304751,Indonesia
2025-10-07T00:00:00.000Z,3721,36930.6997345781,26,25383.8758866964,3697,36905.6296358453,3676,36874.780046624,/boundary/304751,Indonesia
2025-10-08T00:00:00.000Z,3721,36930.6997345781,26,25383.8758866964,3697,36905.6296358453,3676,36874.780046624,/boundary/304751,Indonesia
2025-10-09T00:00:00.000Z,3721,36930.6997345781,26,25383.8758866964,3697,36905.6296358453,3676,36874.780046624,/boundary/304751,Indonesia
2025-10-10T00:00:00.000Z,3721,36930.6997345781,26,25383.8758866964,3697,36905.6296358453,3676,36874.780046624,/boundary/304751,Indonesia
2025-10-11T00:00:00.000Z,3721,36930.9496685193,26,25383.8758866964,3697,36905.8795697866,3676,36875.0299805653,/boundary/304751,Indonesia
2025-10-12T00:00:00.000Z,3721,36930.9496685193,26,25383.8758866964,3697,36905.8795697866,3676,36875.0299805653,/boundary/304751,Indonesia
2025-10-13T00:00:00.000Z,3721,36930.9496685193,26,25383.8758866964,3697,36905.8795697866,3676,36875.0299805653,/boundary/304751,Indonesia
2025-10-14T00:00:00.000Z,3721,36930.9496685193,26,25383.8758866964,3697,36905.8795697866,3676,36875.0299805653,/boundary/304751,Indonesia
2025-10-15T00:00:00.000Z,3721,36930.9496685193,26,25383.8758866964,3697,36905.8795697866,3676,36875.0299805653,/boundary/304751,Indonesia
2025-10-16T00:00:00.000Z,3721,36930.9496685193,26,25383.8758866964,3697,36905.8795697866,3676,36875.0299805653,/boundary/304751,Indonesia
2025-10-17T00:00:00.000Z,3721,36930.9496685198,26,25383.8758866964,3697,36905.8795697871,3676,36875.0299805658,/boundary/304751,Indonesia
2025-10-18T00:00:00.000Z,3721,36930.9496685198,26,25383.8758866964,3697,36905.8795697871,3676,36875.0299805658,/boundary/304751,Indonesia
2025-10-19T00:00:00.000Z,3721,36930.9496685198,26,25383.8758866964,3697,36905.8795697871,3676,36875.0299805658,/boundary/304751,Indonesia
2025-10-20T00:00:00.000Z,3721,36930.9496685198,26,25383.8758866964,3697,36905.8795697871,3676,36875.0299805658,/boundary/304751,Indonesia
2025-10-21T00:00:00.000Z,3721,36930.9496685198,26,25383.8758866964,3697,36905.8795697871,3676,36875.0299805658,/boundary/304751,Indonesia
2025-10-22T00:00:00.000Z,3723,36945.2279690556,26,25383.8758866964,3699,36920.1578703229,3678,36889.3082811016,/boundary/304751,Indonesia
2025-10-23T00:00:00.000Z,3723,36945.2279690556,26,25383.8758866964,3699,36920.1578703228,3678,36889.3082811015,/boundary/304751,Indonesia
2025-10-24T00:00:00.000Z,3723,36945.2279690556,26,25383.8758866964,3699,36920.1578703228,3678,36889.3082811015,/boundary/304751,Indonesia
2025-10-25T00:00:00.000Z,3723,36945.2279690556,26,25383.8758866964,3699,36920.1578703228,3678,36889.3082811015,/boundary/304751,Indonesia
2025-10-26T00:00:00.000Z,3723,36945.2279690556,26,25383.8758866964,3699,36920.1578703229,3678,36889.3082811015,/boundary/304751,Indonesia
2025-10-27T00:00:00.000Z,3723,36945.2279690556,26,25383.8758866964,3699,36920.1578703229,3678,36889.3082811015,/boundary/304751,Indonesia
2025-10-28T00:00:00.000Z,3723,36945.2279690556,26,25383.8758866964,3699,36920.1578703229,3678,36889.3082811015,/boundary/304751,Indonesia
2025-10-29T00:00:00.000Z,3723,36945.2279690556,26,25383.8758866964,3699,36920.1578703229,3678,36889.3082811015,/boundary/304751,Indonesia
2025-10-30T00:00:00.000Z,3723,36945.2279690556,26,25383.8758866964,3699,36920.1578703229,3678,36889.3082811015,/boundary/304751,Indonesia
2024-10-01T00:00:00.000Z,4641,71631.246484297,37,140657.137626002,4604,71490.589346671,4601,71482.6829261504,/boundary/304938,Iran
2024-11-01T00:00:00.000Z,4642,71633.5260696918,37,140657.137626002,4605,71492.8689320658,4602,71484.9625115453,/boundary/304938,Iran
2024-12-01T00:00:00.000Z,4642,71633.4548684833,37,140657.137626002,4605,71492.7977308574,4602,71484.8913103368,/boundary/304938,Iran
2025-01-01T00:00:00.000Z,4642,71656.6384752562,37,140657.137626002,4605,71515.9813376302,4602,71508.0749171096,/boundary/304938,Iran
2025-02-01T00:00:00.000Z,4642,71657.3177429462,37,140657.137626002,4605,71516.6606053202,4602,71508.7541847997,/boundary/304938,Iran
2025-03-01T00:00:00.000Z,4642,71707.5192257324,37,140657.137626002,4605,71566.8620881064,4602,71558.9556675858,/boundary/304938,Iran
2025-04-01T00:00:00.000Z,4642,71707.5488426636,37,140657.137626002,4605,71566.8917050377,4602,71558.9852845171,/boundary/304938,Iran
2025-05-01T00:00:00.000Z,4640,71707.9968772865,37,140657.137626002,4603,71567.3397396605,4600,71559.4333191399,/boundary/304938,Iran
2025-06-01T00:00:00.000Z,4674,71966.7026906851,38,159886.420569114,4636,71806.816270116,4633,71798.9098495955,/boundary/304938,Iran
2025-07-01T00:00:00.000Z,4682,71974.9401619265,38,159886.420569114,4644,71815.0537413574,4641,71807.1473208369,/boundary/304938,Iran
2025-08-01T00:00:00.000Z,4683,71994.7343456142,39,178653.502781844,4644,71816.0808428324,4641,71808.1744223118,/boundary/304938,Iran
2025-09-01T00:00:00.000Z,4680,71998.6513209429,40,182198.590773592,4640,71816.4527301694,4637,71808.5463096488,/boundary/304938,Iran
2025-10-01T00:00:00.000Z,4681,72000.2843042515,40,182198.590773592,4641,71818.0857134779,4638,71810.1792929573,/boundary/304938,Iran
2025-10-02T00:00:00.000Z,4681,72000.2843042515,40,182198.590773592,4641,71818.0857134779,4638,71810.1792929573,/boundary/304938,Iran
2025-10-03T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-04T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-05T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-06T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-07T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-08T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-09T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-10T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-11T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-12T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-13T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-14T00:00:00.000Z,4681,72000.2843042516,40,182198.590773592,4641,71818.085713478,4638,71810.1792929575,/boundary/304938,Iran
2025-10-15T00:00:00.000Z,4695,72318.1158796908,40,182198.590773592,4655,72135.9172889172,4652,72128.0108683967,/boundary/304938,Iran
2025-10-16T00:00:00.000Z,4695,72318.1158796908,40,182198.590773592,4655,72135.9172889172,4652,72128.0108683967,/boundary/304938,Iran
2025-10-17T00:00:00.000Z,4695,72318.1158796908,40,182198.590773592,4655,72135.9172889172,4652,72128.0108683967,/boundary/304938,Iran
2025-10-18T00:00:00.000Z,4695,72318.1158796908,40,182198.590773592,4655,72135.9172889172,4652,72128.0108683967,/boundary/304938,Iran
2025-10-19T00:00:00.000Z,4695,72318.1158796908,40,182198.590773592,4655,72135.9172889172,4652,72128.0108683967,/boundary/304938,Iran
2025-10-20T00:00:00.000Z,4695,72318.1158796908,40,182198.590773592,4655,72135.9172889172,4652,72128.0108683967,/boundary/304938,Iran
2025-10-21T00:00:00.000Z,4695,72318.1158796908,40,182198.590773592,4655,72135.9172889172,4652,72128.0108683967,/boundary/304938,Iran
2025-10-22T00:00:00.000Z,4695,72318.1158796908,40,182198.590773592,4655,72135.9172889172,4652,72128.0108683967,/boundary/304938,Iran
2025-10-23T00:00:00.000Z,4695,72318.100275804,40,182198.590773592,4655,72135.9016850304,4652,72127.9952645098,/boundary/304938,Iran
2025-10-24T00:00:00.000Z,4695,72318.100275804,40,182198.590773592,4655,72135.9016850304,4652,72127.9952645098,/boundary/304938,Iran
2025-10-25T00:00:00.000Z,4695,72318.100275804,40,182198.590773592,4655,72135.9016850304,4652,72127.9952645098,/boundary/304938,Iran
2025-10-26T00:00:00.000Z,4695,72318.100275804,40,182198.590773592,4655,72135.9016850304,4652,72127.9952645098,/boundary/304938,Iran
2025-10-27T00:00:00.000Z,4695,72329.8513031562,40,182198.590773592,4655,72147.6527123825,4652,72139.746291862,/boundary/304938,Iran
2025-10-28T00:00:00.000Z,4695,72329.8513031562,40,182198.590773592,4655,72147.6527123825,4652,72139.746291862,/boundary/304938,Iran
2025-10-29T00:00:00.000Z,4695,72329.8535317433,40,182198.590773592,4655,72147.6549409697,4652,72139.7485204491,/boundary/304938,Iran
2025-10-30T00:00:00.000Z,4695,72329.8535317433,40,182198.590773592,4655,72147.6549409697,4652,72139.7485204491,/boundary/304938,Iran
2024-10-01T00:00:00.000Z,910,14790.856382226,6,67826.3605955054,904,14723.0300216305,904,14723.0300216305,/boundary/304934,Iraq
2024-11-01T00:00:00.000Z,1024,15207.2482406733,15,75153.4832360709,1009,15132.0947574373,1007,15130.4622903807,/boundary/304934,Iraq
2024-12-01T00:00:00.000Z,1024,15268.3890369484,15,75153.4832360709,1009,15193.2355537123,1007,15191.6030866558,/boundary/304934,Iraq
2025-01-01T00:00:00.000Z,1024,15268.3890369484,15,75153.4832360709,1009,15193.2355537123,1007,15191.6030866558,/boundary/304934,Iraq
2025-02-01T00:00:00.000Z,1024,15268.3890369484,15,75153.4832360709,1009,15193.2355537123,1007,15191.6030866558,/boundary/304934,Iraq
2025-03-01T00:00:00.000Z,1024,15268.3890369484,15,75153.4832360709,1009,15193.2355537123,1007,15191.6030866558,/boundary/304934,Iraq
2025-04-01T00:00:00.000Z,1024,15269.0007453086,16,97724.8178368641,1008,15171.2759274718,1006,15169.6434604152,/boundary/304934,Iraq
2025-05-01T00:00:00.000Z,1052,15964.8988931119,44,556789.801991897,1008,15408.10909112,1006,15406.4766240635,/boundary/304934,Iraq
2025-06-01T00:00:00.000Z,1065,16204.7467096084,48,636682.43459583,1017,15568.0642750126,1015,15566.431807956,/boundary/304934,Iraq
2025-07-01T00:00:00.000Z,1070,16325.0842194213,52,701431.347632567,1018,15623.6528717888,1016,15622.0204047322,/boundary/304934,Iraq
2025-08-01T00:00:00.000Z,1097,16710.9188445161,58,743004.748235692,1039,15967.9140962804,1037,15966.2816292239,/boundary/304934,Iraq
