t,amount,length,labels.distribution.amount,labels.distribution.length,labels.transmission.amount,labels.transmission.length,labels.transmission_overhead.amount,labels.transmission_overhead.length,id_relation,Pays
2025-10-29T00:00:00.000Z,1297,9591.90485460662,565,2321526.90677034,733,7276.85411610748,707,7194.72946285798,/boundary/214885,Croatia
2025-10-30T00:00:00.000Z,1297,9591.90485460662,565,2321526.90677034,733,7276.85411610748,707,7194.72946285798,/boundary/214885,Croatia
2024-10-01T00:00:00.000Z,1203,6235.74970464675,1,50.2550272652612,1202,6235.69944961949,1202,6235.69944961949,/boundary/307833,Cuba
2024-11-01T00:00:00.000Z,1203,6235.74970464675,1,50.2550272652612,1202,6235.69944961949,1202,6235.69944961949,/boundary/307833,Cuba
2024-12-01T00:00:00.000Z,1203,6235.74970464735,1,50.2550272652612,1202,6235.69944962009,1202,6235.69944962009,/boundary/307833,Cuba
2025-01-01T00:00:00.000Z,1203,6235.74970464735,1,50.2550272652612,1202,6235.69944962009,1202,6235.69944962009,/boundary/307833,Cuba
2025-02-01T00:00:00.000Z,1203,6235.74970464736,1,50.2550272652612,1202,6235.69944962009,1202,6235.69944962009,/boundary/307833,Cuba
2025-03-01T00:00:00.000Z,1203,6235.77932826754,1,50.2550272652612,1202,6235.72907324027,1202,6235.72907324027,/boundary/307833,Cuba
2025-04-01T00:00:00.000Z,1203,6235.77932826786,1,50.2550272652612,1202,6235.72907324059,1202,6235.72907324059,/boundary/307833,Cuba
2025-05-01T00:00:00.000Z,1203,6235.77932826786,1,50.2550272652612,1202,6235.72907324059,1202,6235.72907324059,/boundary/307833,Cuba
2025-06-01T00:00:00.000Z,1203,6235.77932826786,1,50.2550272652612,1202,6235.72907324059,1202,6235.72907324059,/boundary/307833,Cuba
2025-07-01T00:00:00.000Z,1203,6235.77932826786,1,50.2550272652612,1202,6235.72907324059,1202,6235.72907324059,/boundary/307833,Cuba
2025-08-01T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-09-01T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-01T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-02T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-03T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-04T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-05T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-06T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-07T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-08T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-09T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-10T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-11T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-12T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-13T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-14T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-15T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-16T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-17T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-18T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-19T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-20T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-21T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-22T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-23T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-24T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-25T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-26T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-27T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-28T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-29T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2025-10-30T00:00:00.000Z,1203,6235.77932826804,1,50.2550272652612,1202,6235.72907324078,1202,6235.72907324078,/boundary/307833,Cuba
2024-10-01T00:00:00.000Z,6965,16192.8124497117,2877,3009311.97559416,4112,13279.7944162949,4072,13215.7187510454,/boundary/51684,Czech Republic
2024-11-01T00:00:00.000Z,6979,16173.9617083202,2864,2982832.97400696,4139,13287.4226764907,4099,13223.3470112412,/boundary/51684,Czech Republic
2024-12-01T00:00:00.000Z,6999,16179.4691802362,2874,2986171.84519983,4149,13289.5912772137,4109,13225.5156119643,/boundary/51684,Czech Republic
2025-01-01T00:00:00.000Z,7010,16156.2295217719,2879,2992458.0676718,4155,13260.0653962774,4115,13195.9897310372,/boundary/51684,Czech Republic
2025-02-01T00:00:00.000Z,7032,16164.4542148484,2899,3023405.63817074,4157,13237.3425188551,4117,13173.2668536148,/boundary/51684,Czech Republic
2025-03-01T00:00:00.000Z,7187,16271.6039473571,2944,3125719.19521605,4267,13242.1786943184,4227,13178.1030290782,/boundary/51684,Czech Republic
2025-04-01T00:00:00.000Z,7206,16271.5733773947,2963,3125749.08149471,4267,13242.1182380773,4227,13178.0425728371,/boundary/51684,Czech Republic
2025-05-01T00:00:00.000Z,7232,16272.1508309221,2973,3125766.97371443,4283,13242.677799385,4243,13178.6021341447,/boundary/51684,Czech Republic
2025-06-01T00:00:00.000Z,7244,16273.2804703421,2980,3121852.0470914,4288,13247.722365428,4248,13183.6499220877,/boundary/51684,Czech Republic
2025-07-01T00:00:00.000Z,7263,16249.0717485315,2988,3121321.76898648,4299,13224.0439217224,4259,13159.9714783823,/boundary/51684,Czech Republic
2025-08-01T00:00:00.000Z,7289,16252.6604179248,2993,3120368.906156,4320,13228.5854539461,4281,13164.5608187264,/boundary/51684,Czech Republic
2025-09-01T00:00:00.000Z,7307,16259.931492977,3004,3122799.48250943,4327,13233.4259526449,4288,13169.4013174251,/boundary/51684,Czech Republic
2025-10-01T00:00:00.000Z,7315,16261.6719806152,3012,3124051.85838608,4327,13233.9140644065,4288,13169.8898101279,/boundary/51684,Czech Republic
2025-10-02T00:00:00.000Z,7315,16261.6719806152,3012,3124051.85838608,4327,13233.9140644065,4288,13169.8898101279,/boundary/51684,Czech Republic
2025-10-03T00:00:00.000Z,7315,16261.6719806152,3012,3124051.85838608,4327,13233.9140644065,4288,13169.8898101279,/boundary/51684,Czech Republic
2025-10-04T00:00:00.000Z,7315,16261.6719806152,3012,3124051.85838608,4327,13233.9140644065,4288,13169.8898101279,/boundary/51684,Czech Republic
2025-10-05T00:00:00.000Z,7315,16261.6719806152,3012,3124051.85838608,4327,13233.9140644065,4288,13169.8898101279,/boundary/51684,Czech Republic
2025-10-06T00:00:00.000Z,7315,16261.6719806153,3012,3124051.85838608,4327,13233.9140644065,4288,13169.889810128,/boundary/51684,Czech Republic
2025-10-07T00:00:00.000Z,7316,16262.8204443283,3013,3125200.32209912,4327,13233.9140644065,4288,13169.889810128,/boundary/51684,Czech Republic
2025-10-08T00:00:00.000Z,7316,16262.8386671828,3013,3125200.32209912,4327,13233.932287261,4288,13169.9080329824,/boundary/51684,Czech Republic
2025-10-09T00:00:00.000Z,7316,16262.8386671828,3013,3125200.32209912,4327,13233.932287261,4288,13169.9080329824,/boundary/51684,Czech Republic
2025-10-10T00:00:00.000Z,7316,16262.8386671828,3013,3125200.32209912,4327,13233.932287261,4288,13169.9080329824,/boundary/51684,Czech Republic
2025-10-11T00:00:00.000Z,7316,16262.8386671828,3013,3125200.32209912,4327,13233.932287261,4288,13169.9080329824,/boundary/51684,Czech Republic
2025-10-12T00:00:00.000Z,7316,16262.8386671828,3013,3125200.32209912,4327,13233.932287261,4288,13169.9080329824,/boundary/51684,Czech Republic
2025-10-13T00:00:00.000Z,7316,16262.8386671828,3013,3125200.32209912,4327,13233.932287261,4288,13169.9080329824,/boundary/51684,Czech Republic
2025-10-14T00:00:00.000Z,7316,16263.1654570935,3013,3125200.32209912,4327,13234.2590771717,4288,13170.2348228932,/boundary/51684,Czech Republic
2025-10-15T00:00:00.000Z,7316,16217.5868292724,3013,3125200.32209912,4327,13188.6804493507,4288,13124.6561950722,/boundary/51684,Czech Republic
2025-10-16T00:00:00.000Z,7316,16217.5868292724,3013,3125200.32209912,4327,13188.6804493507,4288,13124.6561950722,/boundary/51684,Czech Republic
2025-10-17T00:00:00.000Z,7316,16217.5868292724,3013,3125200.32209912,4327,13188.6804493507,4288,13124.6561950722,/boundary/51684,Czech Republic
2025-10-18T00:00:00.000Z,7316,16217.5868292724,3013,3125200.32209912,4327,13188.6804493507,4288,13124.6561950722,/boundary/51684,Czech Republic
2025-10-19T00:00:00.000Z,7316,16217.5868292724,3013,3125200.32209912,4327,13188.6804493507,4288,13124.6561950722,/boundary/51684,Czech Republic
2025-10-20T00:00:00.000Z,7317,16217.7480425846,3014,3125361.53541127,4327,13188.6804493507,4288,13124.6561950722,/boundary/51684,Czech Republic
2025-10-21T00:00:00.000Z,7318,16222.6300180877,3015,3130314.4357938,4327,13188.6095244713,4288,13124.5852701805,/boundary/51684,Czech Republic
2025-10-22T00:00:00.000Z,7319,16227.2043953248,3015,3130314.4357938,4328,13193.1839017084,4289,13129.1596474176,/boundary/51684,Czech Republic
2025-10-23T00:00:00.000Z,7320,16227.2994527115,3016,3130364.72287129,4328,13193.2286720176,4289,13129.2044177268,/boundary/51684,Czech Republic
2025-10-24T00:00:00.000Z,7320,16227.2994527115,3016,3130364.72287129,4328,13193.2286720176,4289,13129.2044177268,/boundary/51684,Czech Republic
2025-10-25T00:00:00.000Z,7322,16225.9502677108,3018,3128876.58927769,4328,13193.3676206104,4289,13129.3433663196,/boundary/51684,Czech Republic
2025-10-26T00:00:00.000Z,7342,16244.4975480821,3022,3129626.97779027,4344,13211.1645124691,4305,13147.1402581783,/boundary/51684,Czech Republic
2025-10-27T00:00:00.000Z,7342,16244.4975480821,3022,3129626.97779027,4344,13211.1645124691,4305,13147.1402581783,/boundary/51684,Czech Republic
2025-10-28T00:00:00.000Z,7343,16244.5353206823,3023,3129664.7503905,4344,13211.1645124691,4305,13147.1402581783,/boundary/51684,Czech Republic
2025-10-29T00:00:00.000Z,7343,16244.5398306406,3023,3129669.26034883,4344,13211.1645124691,4305,13147.1402581783,/boundary/51684,Czech Republic
2025-10-30T00:00:00.000Z,7344,16244.5702588703,3024,3129694.42921919,4344,13211.1697718284,4305,13147.1455175376,/boundary/51684,Czech Republic
2024-10-01T00:00:00.000Z,281,7640.57348266312,20,131903.463469036,261,7508.67001919408,261,7508.67001919408,/boundary/192795,Democratic Republic of the Congo
2024-11-01T00:00:00.000Z,294,7698.7172762775,28,137789.999983121,266,7560.92727629438,266,7560.92727629438,/boundary/192795,Democratic Republic of the Congo
2024-12-01T00:00:00.000Z,294,7698.7172762775,28,137789.999983121,266,7560.92727629438,266,7560.92727629438,/boundary/192795,Democratic Republic of the Congo
2025-01-01T00:00:00.000Z,294,7698.7172762775,28,137789.999983121,266,7560.92727629438,266,7560.92727629438,/boundary/192795,Democratic Republic of the Congo
2025-02-01T00:00:00.000Z,294,7698.7172762775,28,137789.999983121,266,7560.92727629438,266,7560.92727629438,/boundary/192795,Democratic Republic of the Congo
2025-03-01T00:00:00.000Z,294,7698.71727637877,28,137789.999983121,266,7560.92727639565,266,7560.92727639565,/boundary/192795,Democratic Republic of the Congo
2025-04-01T00:00:00.000Z,294,7698.71727637877,28,137789.999983121,266,7560.92727639565,266,7560.92727639565,/boundary/192795,Democratic Republic of the Congo
2025-05-01T00:00:00.000Z,294,7698.82183054299,28,137789.999983121,266,7561.03183055986,266,7561.03183055986,/boundary/192795,Democratic Republic of the Congo
2025-06-01T00:00:00.000Z,294,7699.38504433752,28,137789.999983121,266,7561.5950443544,266,7561.5950443544,/boundary/192795,Democratic Republic of the Congo
2025-07-01T00:00:00.000Z,294,7699.38504433752,28,137789.999983121,266,7561.5950443544,266,7561.5950443544,/boundary/192795,Democratic Republic of the Congo
2025-08-01T00:00:00.000Z,295,7713.62140365483,28,137789.999983121,267,7575.83140367171,267,7575.83140367171,/boundary/192795,Democratic Republic of the Congo
2025-09-01T00:00:00.000Z,298,7846.33268124155,28,137789.999983172,270,7708.54268125838,270,7708.54268125838,/boundary/192795,Democratic Republic of the Congo
2025-10-01T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-02T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-03T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-04T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-05T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-06T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-07T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-08T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-09T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-10T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-11T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-12T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-13T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-14T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-15T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-16T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-17T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-18T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-19T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-20T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-21T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-22T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-23T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-24T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-25T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-26T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-27T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-28T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-29T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2025-10-30T00:00:00.000Z,298,7846.33268087551,28,137789.999983172,270,7708.54268089234,270,7708.54268089234,/boundary/192795,Democratic Republic of the Congo
2024-10-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2024-11-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2024-12-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2025-01-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2025-02-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2025-03-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2025-04-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2025-05-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2025-06-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2025-07-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2025-08-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2025-09-01T00:00:00.000Z,15,332.745659178233,,,15,332.745659178233,15,332.745659178233,/boundary/192801,Djibouti
2025-10-01T00:00:00.000Z,20,333.357882481888,,,20,333.357882481888,20,333.357882481888,/boundary/192801,Djibouti
2025-10-02T00:00:00.000Z,20,333.357882481888,,,20,333.357882481888,20,333.357882481888,/boundary/192801,Djibouti
2025-10-03T00:00:00.000Z,20,333.357882481888,,,20,333.357882481888,20,333.357882481888,/boundary/192801,Djibouti
2025-10-04T00:00:00.000Z,20,333.357882481888,,,20,333.357882481888,20,333.357882481888,/boundary/192801,Djibouti
2025-10-05T00:00:00.000Z,20,333.357882481888,,,20,333.357882481888,20,333.357882481888,/boundary/192801,Djibouti
2025-10-06T00:00:00.000Z,20,333.357882481888,,,20,333.357882481888,20,333.357882481888,/boundary/192801,Djibouti
2025-10-07T00:00:00.000Z,20,333.357882481888,,,20,333.357882481888,20,333.357882481888,/boundary/192801,Djibouti
2025-10-08T00:00:00.000Z,20,333.357882481888,,,20,333.357882481888,20,333.357882481888,/boundary/192801,Djibouti
2025-10-09T00:00:00.000Z,38,335.860522848589,,,38,335.860522848589,37,334.650893899386,/boundary/192801,Djibouti
2025-10-10T00:00:00.000Z,38,335.860522848589,,,38,335.860522848589,37,334.650893899386,/boundary/192801,Djibouti
2025-10-11T00:00:00.000Z,38,335.860522848589,,,38,335.860522848589,37,334.650893899386,/boundary/192801,Djibouti
2025-10-12T00:00:00.000Z,38,335.860522848589,,,38,335.860522848589,37,334.650893899386,/boundary/192801,Djibouti
2025-10-13T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-14T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-15T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-16T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-17T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-18T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-19T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-20T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-21T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-22T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-23T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-24T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-25T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-26T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-27T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-28T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-29T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2025-10-30T00:00:00.000Z,38,285.369603590836,,,38,285.369603590836,37,284.159974641632,/boundary/192801,Djibouti
2024-10-01T00:00:00.000Z,222,2291.11637029599,,,222,2291.11637029599,222,2291.11637029599,/boundary/307828,Dominican Republic
2024-11-01T00:00:00.000Z,222,2291.11637029599,,,222,2291.11637029599,222,2291.11637029599,/boundary/307828,Dominican Republic
2024-12-01T00:00:00.000Z,222,2291.11637029674,,,222,2291.11637029674,222,2291.11637029674,/boundary/307828,Dominican Republic
2025-01-01T00:00:00.000Z,222,2291.11637029674,,,222,2291.11637029674,222,2291.11637029674,/boundary/307828,Dominican Republic
2025-02-01T00:00:00.000Z,222,2291.11637029674,,,222,2291.11637029674,222,2291.11637029674,/boundary/307828,Dominican Republic
2025-03-01T00:00:00.000Z,222,2291.50523733702,,,222,2291.50523733702,222,2291.50523733702,/boundary/307828,Dominican Republic
2025-04-01T00:00:00.000Z,222,2291.50053901154,,,222,2291.50053901154,222,2291.50053901154,/boundary/307828,Dominican Republic
2025-05-01T00:00:00.000Z,222,2291.5018017685,,,222,2291.5018017685,222,2291.5018017685,/boundary/307828,Dominican Republic
2025-06-01T00:00:00.000Z,221,2293.18307963602,,,221,2293.18307963602,221,2293.18307963602,/boundary/307828,Dominican Republic
2025-07-01T00:00:00.000Z,221,2293.12952269116,,,221,2293.12952269116,221,2293.12952269116,/boundary/307828,Dominican Republic
2025-08-01T00:00:00.000Z,219,2293.84243364923,,,219,2293.84243364923,219,2293.84243364923,/boundary/307828,Dominican Republic
2025-09-01T00:00:00.000Z,218,2337.07856579692,,,218,2337.07856579692,218,2337.07856579692,/boundary/307828,Dominican Republic
2025-10-01T00:00:00.000Z,218,2337.16765406809,,,218,2337.16765406809,218,2337.16765406809,/boundary/307828,Dominican Republic
2025-10-02T00:00:00.000Z,218,2337.16765406809,,,218,2337.16765406809,218,2337.16765406809,/boundary/307828,Dominican Republic
2025-10-03T00:00:00.000Z,218,2337.16765406809,,,218,2337.16765406809,218,2337.16765406809,/boundary/307828,Dominican Republic
2025-10-04T00:00:00.000Z,218,2337.16765406809,,,218,2337.16765406809,218,2337.16765406809,/boundary/307828,Dominican Republic
2025-10-05T00:00:00.000Z,218,2337.16765406809,,,218,2337.16765406809,218,2337.16765406809,/boundary/307828,Dominican Republic
2025-10-06T00:00:00.000Z,218,2337.16765406809,,,218,2337.16765406809,218,2337.16765406809,/boundary/307828,Dominican Republic
2025-10-07T00:00:00.000Z,218,2337.16765406809,,,218,2337.16765406809,218,2337.16765406809,/boundary/307828,Dominican Republic
2025-10-08T00:00:00.000Z,218,2337.16765406809,,,218,2337.16765406809,218,2337.16765406809,/boundary/307828,Dominican Republic
2025-10-09T00:00:00.000Z,218,2337.16765406809,,,218,2337.16765406809,218,2337.16765406809,/boundary/307828,Dominican Republic
2025-10-10T00:00:00.000Z,218,2337.16765406809,,,218,2337.16765406809,218,2337.16765406809,/boundary/307828,Dominican Republic
2025-10-11T00:00:00.000Z,218,2340.18969799684,,,218,2340.18969799684,218,2340.18969799684,/boundary/307828,Dominican Republic
2025-10-12T00:00:00.000Z,218,2340.18969799684,,,218,2340.18969799684,218,2340.18969799684,/boundary/307828,Dominican Republic
2025-10-13T00:00:00.000Z,218,2340.18969799684,,,218,2340.18969799684,218,2340.18969799684,/boundary/307828,Dominican Republic
2025-10-14T00:00:00.000Z,218,2340.18969799684,,,218,2340.18969799684,218,2340.18969799684,/boundary/307828,Dominican Republic
2025-10-15T00:00:00.000Z,218,2340.18969799684,,,218,2340.18969799684,218,2340.18969799684,/boundary/307828,Dominican Republic
