t,amount,length,labels.distribution.amount,labels.distribution.length,labels.generation.amount,labels.generation.length,labels.industrial.amount,labels.industrial.length,labels.transmission.amount,labels.transmission.length,id_relation,Pays
2025-02-01T00:00:00.000Z,522,176459.511768011,522,176459.511768011,522,176459.511768011,522,176459.511768011,204,108502.670659087,/boundary/120027,Colombia
2025-03-01T00:00:00.000Z,527,177632.774489008,527,177632.774489008,527,177632.774489008,527,177632.774489008,206,109120.048831873,/boundary/120027,Colombia
2025-04-01T00:00:00.000Z,529,178928.004831153,529,178928.004831153,529,178928.004831153,529,178928.004831153,206,109511.485780802,/boundary/120027,Colombia
2025-05-01T00:00:00.000Z,532,179770.799787874,532,179770.799787874,532,179770.799787874,532,179770.799787874,206,109511.485780802,/boundary/120027,Colombia
2025-06-01T00:00:00.000Z,541,182460.566701781,541,182460.566701781,541,182460.566701781,541,182460.566701781,207,110649.959502076,/boundary/120027,Colombia
2025-07-01T00:00:00.000Z,580,193391.873022793,580,193391.873022793,580,193391.873022793,580,193391.873022793,209,111914.957887736,/boundary/120027,Colombia
2025-08-01T00:00:00.000Z,638,205820.791987185,638,205820.791987185,638,205820.791987185,638,205820.791987185,209,111915.466069628,/boundary/120027,Colombia
2025-09-01T00:00:00.000Z,700,213748.780187353,700,213748.780187353,700,213748.780187353,700,213748.780187353,384,169324.717256413,/boundary/120027,Colombia
2025-10-01T00:00:00.000Z,712,216401.784680565,712,216401.784680565,712,216401.784680565,712,216401.784680565,439,184211.320311413,/boundary/120027,Colombia
2025-10-02T00:00:00.000Z,712,216401.784680565,712,216401.784680565,712,216401.784680565,712,216401.784680565,439,184211.320311413,/boundary/120027,Colombia
2025-10-03T00:00:00.000Z,712,216401.784680565,712,216401.784680565,712,216401.784680565,712,216401.784680565,439,184211.320311413,/boundary/120027,Colombia
2025-10-04T00:00:00.000Z,712,216401.784680565,712,216401.784680565,712,216401.784680565,712,216401.784680565,439,184211.320311413,/boundary/120027,Colombia
2025-10-05T00:00:00.000Z,713,216426.359421237,713,216426.359421237,713,216426.359421237,713,216426.359421237,439,184211.320311413,/boundary/120027,Colombia
2025-10-06T00:00:00.000Z,713,216426.359421237,713,216426.359421237,713,216426.359421237,713,216426.359421237,439,184211.320311413,/boundary/120027,Colombia
2025-10-07T00:00:00.000Z,713,216426.359421237,713,216426.359421237,713,216426.359421237,713,216426.359421237,439,184211.320311413,/boundary/120027,Colombia
2025-10-08T00:00:00.000Z,713,216426.359421237,713,216426.359421237,713,216426.359421237,713,216426.359421237,439,184211.320311413,/boundary/120027,Colombia
2025-10-09T00:00:00.000Z,713,216425.26534772,713,216425.26534772,713,216425.26534772,713,216425.26534772,439,184210.226237895,/boundary/120027,Colombia
2025-10-10T00:00:00.000Z,714,216551.358764904,714,216551.358764904,714,216551.358764904,714,216551.358764904,440,184328.087387178,/boundary/120027,Colombia
2025-10-11T00:00:00.000Z,714,216551.358764904,714,216551.358764904,714,216551.358764904,714,216551.358764904,440,184328.087387178,/boundary/120027,Colombia
2025-10-12T00:00:00.000Z,715,216639.886480248,715,216639.886480248,715,216639.886480248,715,216639.886480248,440,184328.087387178,/boundary/120027,Colombia
2025-10-13T00:00:00.000Z,715,216639.886480248,715,216639.886480248,715,216639.886480248,715,216639.886480248,440,184328.087387178,/boundary/120027,Colombia
2025-10-14T00:00:00.000Z,715,216633.617892646,715,216633.617892646,715,216633.617892646,715,216633.617892646,440,184321.818799576,/boundary/120027,Colombia
2025-10-15T00:00:00.000Z,716,216925.205647669,716,216925.205647669,716,216925.205647669,716,216925.205647669,440,184321.818799576,/boundary/120027,Colombia
2025-10-16T00:00:00.000Z,718,216925.205647669,718,216925.205647669,718,216925.205647669,718,216925.205647669,440,184321.818799576,/boundary/120027,Colombia
2025-10-17T00:00:00.000Z,719,217224.112265976,719,217224.112265976,719,217224.112265976,719,217224.112265976,443,185344.993934329,/boundary/120027,Colombia
2025-10-18T00:00:00.000Z,719,217224.112265976,719,217224.112265976,719,217224.112265976,719,217224.112265976,443,185344.993934329,/boundary/120027,Colombia
2025-10-19T00:00:00.000Z,719,217224.112265976,719,217224.112265976,719,217224.112265976,719,217224.112265976,443,185344.993934329,/boundary/120027,Colombia
2025-10-20T00:00:00.000Z,719,217224.112265976,719,217224.112265976,719,217224.112265976,719,217224.112265976,443,185344.993934329,/boundary/120027,Colombia
2025-10-21T00:00:00.000Z,719,217224.112265976,719,217224.112265976,719,217224.112265976,719,217224.112265976,443,185344.993934329,/boundary/120027,Colombia
2025-10-22T00:00:00.000Z,719,217224.112265976,719,217224.112265976,719,217224.112265976,719,217224.112265976,443,185344.993934329,/boundary/120027,Colombia
2025-10-23T00:00:00.000Z,719,217224.112265976,719,217224.112265976,719,217224.112265976,719,217224.112265976,443,185344.993934329,/boundary/120027,Colombia
2025-10-24T00:00:00.000Z,721,217502.551150496,721,217502.551150496,721,217502.551150496,721,217502.551150496,445,185623.432818849,/boundary/120027,Colombia
2025-10-25T00:00:00.000Z,721,217502.551150496,721,217502.551150496,721,217502.551150496,721,217502.551150496,445,185623.432818849,/boundary/120027,Colombia
2025-10-26T00:00:00.000Z,721,217502.551150496,721,217502.551150496,721,217502.551150496,721,217502.551150496,445,185623.432818849,/boundary/120027,Colombia
2025-10-27T00:00:00.000Z,721,217502.551150496,721,217502.551150496,721,217502.551150496,721,217502.551150496,445,185623.432818849,/boundary/120027,Colombia
2025-10-28T00:00:00.000Z,721,217502.551150496,721,217502.551150496,721,217502.551150496,721,217502.551150496,445,185623.432818849,/boundary/120027,Colombia
2025-10-29T00:00:00.000Z,720,217073.435562453,720,217073.435562453,720,217073.435562453,720,217073.435562453,444,185194.317230806,/boundary/120027,Colombia
2025-10-30T00:00:00.000Z,720,217073.435562453,720,217073.435562453,720,217073.435562453,720,217073.435562453,445,185630.141327065,/boundary/120027,Colombia
2024-10-01T00:00:00.000Z,107,45440.9384574192,107,45440.9384574192,107,45440.9384574192,107,45440.9384574192,65,37952.3440030629,/boundary/287667,Costa Rica
2024-11-01T00:00:00.000Z,107,45440.9384574192,107,45440.9384574192,107,45440.9384574192,107,45440.9384574192,65,37952.3440030629,/boundary/287667,Costa Rica
2024-12-01T00:00:00.000Z,107,45440.9384574192,107,45440.9384574192,107,45440.9384574192,107,45440.9384574192,65,37952.3440030629,/boundary/287667,Costa Rica
2025-01-01T00:00:00.000Z,108,45441.2891984989,108,45441.2891984989,108,45441.2891984989,108,45441.2891984989,66,38061.5407535693,/boundary/287667,Costa Rica
2025-02-01T00:00:00.000Z,108,45441.2891984989,108,45441.2891984989,108,45441.2891984989,108,45441.2891984989,66,38061.5407535693,/boundary/287667,Costa Rica
2025-03-01T00:00:00.000Z,108,45441.2891984989,108,45441.2891984989,108,45441.2891984989,108,45441.2891984989,66,38061.5407535693,/boundary/287667,Costa Rica
2025-04-01T00:00:00.000Z,108,45594.9614492003,108,45594.9614492003,108,45594.9614492003,108,45594.9614492003,66,38215.2130042707,/boundary/287667,Costa Rica
2025-05-01T00:00:00.000Z,108,45594.9614492003,108,45594.9614492003,108,45594.9614492003,108,45594.9614492003,66,38215.2130042707,/boundary/287667,Costa Rica
2025-06-01T00:00:00.000Z,108,45595.3589660505,108,45595.3589660505,108,45595.3589660505,108,45595.3589660505,66,38215.6105211209,/boundary/287667,Costa Rica
2025-07-01T00:00:00.000Z,108,45596.6688044384,108,45596.6688044384,108,45596.6688044384,108,45596.6688044384,66,38216.9203595088,/boundary/287667,Costa Rica
2025-08-01T00:00:00.000Z,108,45596.6688044384,108,45596.6688044384,108,45596.6688044384,108,45596.6688044384,66,38216.9203595088,/boundary/287667,Costa Rica
2025-09-01T00:00:00.000Z,108,45596.6688044384,108,45596.6688044384,108,45596.6688044384,108,45596.6688044384,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-01T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-02T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-03T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-04T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-05T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-06T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-07T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-08T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-09T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-10T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-11T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-12T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-13T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-14T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-15T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-16T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-17T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-18T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-19T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-20T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-21T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-22T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-23T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-24T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-25T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-26T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-27T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-28T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-29T00:00:00.000Z,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,109,45674.3999054541,66,38216.9203595088,/boundary/287667,Costa Rica
2025-10-30T00:00:00.000Z,109,45689.3372832573,109,45689.3372832573,109,45689.3372832573,109,45689.3372832573,67,38586.7410044675,/boundary/287667,Costa Rica
2024-10-01T00:00:00.000Z,1575,123712.936057029,1575,123712.936057029,1575,123712.936057029,1575,123712.936057029,172,67202.9706175499,/boundary/214885,Croatia
2024-11-01T00:00:00.000Z,1593,123912.855540102,1593,123912.855540102,1593,123912.855540102,1593,123912.855540102,172,67202.9706175499,/boundary/214885,Croatia
2024-12-01T00:00:00.000Z,1602,125398.419913424,1602,125398.419913424,1602,125398.419913424,1602,125398.419913424,172,67202.9706184466,/boundary/214885,Croatia
2025-01-01T00:00:00.000Z,1605,125453.58451895,1605,125453.58451895,1605,125453.58451895,1605,125453.58451895,172,67202.9706187779,/boundary/214885,Croatia
2025-02-01T00:00:00.000Z,1615,125673.759763209,1615,125673.759763209,1615,125673.759763209,1615,125673.759763209,172,67208.0849656322,/boundary/214885,Croatia
2025-03-01T00:00:00.000Z,1625,126179.372213095,1625,126179.372213095,1625,126179.372213095,1625,126179.372213095,173,67323.8137539785,/boundary/214885,Croatia
2025-04-01T00:00:00.000Z,1636,126265.179274063,1636,126265.179274063,1636,126265.179274063,1636,126265.179274063,173,67323.8137539785,/boundary/214885,Croatia
2025-05-01T00:00:00.000Z,1639,126278.044164231,1639,126278.044164231,1639,126278.044164231,1639,126278.044164231,173,67323.8137530252,/boundary/214885,Croatia
2025-06-01T00:00:00.000Z,1651,126785.635409195,1651,126785.635409195,1651,126785.635409195,1651,126785.635409195,173,67385.1360769404,/boundary/214885,Croatia
2025-07-01T00:00:00.000Z,1653,127126.179003167,1653,127126.179003167,1653,127126.179003167,1653,127126.179003167,173,67385.1407309395,/boundary/214885,Croatia
2025-08-01T00:00:00.000Z,1661,127285.489093679,1661,127285.489093679,1661,127285.489093679,1661,127285.489093679,173,67385.164093285,/boundary/214885,Croatia
2025-09-01T00:00:00.000Z,1666,127224.920283619,1666,127224.920283619,1666,127224.920283619,1666,127224.920283619,173,67256.8876796618,/boundary/214885,Croatia
2025-10-01T00:00:00.000Z,1674,127305.487414751,1674,127305.487414751,1674,127305.487414751,1674,127305.487414751,173,67256.8876796618,/boundary/214885,Croatia
2025-10-02T00:00:00.000Z,1675,127305.487414751,1675,127305.487414751,1675,127305.487414751,1675,127305.487414751,173,67256.8876796618,/boundary/214885,Croatia
2025-10-03T00:00:00.000Z,1675,127305.487414751,1675,127305.487414751,1675,127305.487414751,1675,127305.487414751,173,67256.8876796618,/boundary/214885,Croatia
2025-10-04T00:00:00.000Z,1676,127305.487414751,1676,127305.487414751,1676,127305.487414751,1676,127305.487414751,173,67256.8876796618,/boundary/214885,Croatia
2025-10-05T00:00:00.000Z,1676,127305.487414751,1676,127305.487414751,1676,127305.487414751,1676,127305.487414751,173,67256.8876796618,/boundary/214885,Croatia
2025-10-06T00:00:00.000Z,1677,127319.751866185,1677,127319.751866185,1677,127319.751866185,1677,127319.751866185,173,67256.8876796618,/boundary/214885,Croatia
2025-10-07T00:00:00.000Z,1677,127319.751866185,1677,127319.751866185,1677,127319.751866185,1677,127319.751866185,173,67256.8876796618,/boundary/214885,Croatia
2025-10-08T00:00:00.000Z,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,173,67256.8876796618,/boundary/214885,Croatia
2025-10-09T00:00:00.000Z,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,173,67256.8876796618,/boundary/214885,Croatia
2025-10-10T00:00:00.000Z,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,173,67256.8876796618,/boundary/214885,Croatia
2025-10-11T00:00:00.000Z,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,173,67256.8876796618,/boundary/214885,Croatia
2025-10-12T00:00:00.000Z,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,173,67256.8876796618,/boundary/214885,Croatia
2025-10-13T00:00:00.000Z,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,173,67256.8876796618,/boundary/214885,Croatia
2025-10-14T00:00:00.000Z,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,173,67256.8876796618,/boundary/214885,Croatia
2025-10-15T00:00:00.000Z,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,1678,127421.674639219,173,67256.8876796618,/boundary/214885,Croatia
2025-10-16T00:00:00.000Z,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,173,67256.8876796618,/boundary/214885,Croatia
2025-10-17T00:00:00.000Z,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,173,67256.8876796618,/boundary/214885,Croatia
2025-10-18T00:00:00.000Z,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,173,67256.8876796618,/boundary/214885,Croatia
2025-10-19T00:00:00.000Z,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,173,67256.8876796618,/boundary/214885,Croatia
2025-10-20T00:00:00.000Z,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,173,67256.8876796618,/boundary/214885,Croatia
2025-10-21T00:00:00.000Z,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,1679,127435.416783118,173,67256.8876796618,/boundary/214885,Croatia
2025-10-22T00:00:00.000Z,1680,127451.742034409,1680,127451.742034409,1680,127451.742034409,1680,127451.742034409,174,67273.212930952,/boundary/214885,Croatia
2025-10-23T00:00:00.000Z,1680,127451.742034409,1680,127451.742034409,1680,127451.742034409,1680,127451.742034409,174,67273.212930952,/boundary/214885,Croatia
2025-10-24T00:00:00.000Z,1680,127451.742034409,1680,127451.742034409,1680,127451.742034409,1680,127451.742034409,174,67273.212930952,/boundary/214885,Croatia
2025-10-25T00:00:00.000Z,1680,127451.742034409,1680,127451.742034409,1680,127451.742034409,1680,127451.742034409,174,67273.212930952,/boundary/214885,Croatia
2025-10-26T00:00:00.000Z,1680,127451.742034409,1680,127451.742034409,1680,127451.742034409,1680,127451.742034409,174,67273.212930952,/boundary/214885,Croatia
2025-10-27T00:00:00.000Z,1681,127468.565780955,1681,127468.565780955,1681,127468.565780955,1681,127468.565780955,175,67290.0366774983,/boundary/214885,Croatia
2025-10-28T00:00:00.000Z,1681,127468.565780955,1681,127468.565780955,1681,127468.565780955,1681,127468.565780955,175,67290.0366774983,/boundary/214885,Croatia
2025-10-29T00:00:00.000Z,1681,127468.565780955,1681,127468.565780955,1681,127468.565780955,1681,127468.565780955,175,67290.0366774983,/boundary/214885,Croatia
2025-10-30T00:00:00.000Z,1681,127468.565780955,1681,127468.565780955,1681,127468.565780955,1681,127468.565780955,175,67290.0366774983,/boundary/214885,Croatia
2024-10-01T00:00:00.000Z,264,78392.6452297786,264,78392.6452297786,264,78392.6452297786,264,78392.6452297786,152,64899.2136344734,/boundary/307833,Cuba
2024-11-01T00:00:00.000Z,270,79065.7315657979,270,79065.7315657979,270,79065.7315657979,270,79065.7315657979,155,65322.7577469811,/boundary/307833,Cuba
2024-12-01T00:00:00.000Z,272,79200.2772857361,272,79200.2772857361,272,79200.2772857361,272,79200.2772857361,155,65322.7577469811,/boundary/307833,Cuba
2025-01-01T00:00:00.000Z,274,79515.8050208844,274,79515.8050208844,274,79515.8050208844,274,79515.8050208844,154,65298.6280769444,/boundary/307833,Cuba
2025-02-01T00:00:00.000Z,274,79515.8050208844,274,79515.8050208844,274,79515.8050208844,274,79515.8050208844,154,65298.6280769444,/boundary/307833,Cuba
2025-03-01T00:00:00.000Z,275,79619.5475498911,275,79619.5475498911,275,79619.5475498911,275,79619.5475498911,155,65594.4567231551,/boundary/307833,Cuba
2025-04-01T00:00:00.000Z,277,80040.0746140423,277,80040.0746140423,277,80040.0746140423,277,80040.0746140423,154,65366.3630741203,/boundary/307833,Cuba
2025-05-01T00:00:00.000Z,282,80618.208941676,282,80618.208941676,282,80618.208941676,282,80618.208941676,157,65618.2948392942,/boundary/307833,Cuba
2025-06-01T00:00:00.000Z,282,80618.0346419833,282,80618.0346419833,282,80618.0346419833,282,80618.0346419833,157,65618.2948392942,/boundary/307833,Cuba
2025-07-01T00:00:00.000Z,282,80618.147748786,282,80618.147748786,282,80618.147748786,282,80618.147748786,158,65694.7358332922,/boundary/307833,Cuba
2025-08-01T00:00:00.000Z,285,81353.8179317163,285,81353.8179317163,285,81353.8179317163,285,81353.8179317163,158,65694.8739818728,/boundary/307833,Cuba
2025-09-01T00:00:00.000Z,286,81699.2624948331,286,81699.2624948331,286,81699.2624948331,286,81699.2624948331,160,66654.7877545638,/boundary/307833,Cuba
2025-10-01T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-02T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-03T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-04T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-05T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-06T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-07T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-08T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-09T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-10T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-11T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-12T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-13T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-14T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-15T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-16T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-17T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-18T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-19T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-20T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-21T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-22T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-23T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-24T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-25T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-26T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-27T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-28T00:00:00.000Z,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,286,81748.3784507975,159,66429.4360934664,/boundary/307833,Cuba
2025-10-29T00:00:00.000Z,286,81748.5270756118,286,81748.5270756118,286,81748.5270756118,286,81748.5270756118,159,66429.5847182807,/boundary/307833,Cuba
2025-10-30T00:00:00.000Z,286,81748.5270756118,286,81748.5270756118,286,81748.5270756118,286,81748.5270756118,159,66429.5847182807,/boundary/307833,Cuba
2024-10-01T00:00:00.000Z,9944,421693.026850312,9944,421693.026850312,9944,421693.026850312,9944,421693.026850312,487,209690.85642105,/boundary/51684,Czech Republic
2024-11-01T00:00:00.000Z,10144,427272.692250382,10144,427272.692250382,10144,427272.692250382,10144,427272.692250382,489,210199.368978523,/boundary/51684,Czech Republic
2024-12-01T00:00:00.000Z,10271,430749.506454747,10271,430749.506454747,10271,430749.506454747,10271,430749.506454747,489,210224.818989122,/boundary/51684,Czech Republic
2025-01-01T00:00:00.000Z,10453,436960.122259372,10453,436960.122259372,10453,436960.122259372,10453,436960.122259372,490,212119.504973956,/boundary/51684,Czech Republic
2025-02-01T00:00:00.000Z,10551,441508.48455506,10551,441508.48455506,10551,441508.48455506,10551,441508.48455506,490,212706.853729527,/boundary/51684,Czech Republic
2025-03-01T00:00:00.000Z,10750,454557.1439654,10750,454557.1439654,10750,454557.1439654,10750,454557.1439654,490,211992.977566859,/boundary/51684,Czech Republic
2025-04-01T00:00:00.000Z,10844,463915.014942932,10844,463915.014942932,10844,463915.014942932,10844,463915.014942932,490,212266.847595631,/boundary/51684,Czech Republic
2025-05-01T00:00:00.000Z,10882,464985.853653126,10882,464985.853653126,10882,464985.853653126,10882,464985.853653126,491,213155.11963729,/boundary/51684,Czech Republic
2025-06-01T00:00:00.000Z,10928,465864.352354107,10928,465864.352354107,10928,465864.352354107,10928,465864.352354107,491,212833.424887887,/boundary/51684,Czech Republic
2025-07-01T00:00:00.000Z,10966,466419.659510458,10966,466419.659510458,10966,466419.659510458,10966,466419.659510458,490,212747.086185371,/boundary/51684,Czech Republic
2025-08-01T00:00:00.000Z,11010,467398.293516066,11010,467398.293516066,11010,467398.293516066,11010,467398.293516066,492,212787.215350597,/boundary/51684,Czech Republic
