t,amount,length,labels.distribution.amount,labels.distribution.length,labels.generation.amount,labels.generation.length,labels.industrial.amount,labels.industrial.length,labels.transmission.amount,labels.transmission.length,id_relation,Pays
2025-10-07T00:00:00.000Z,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,58,36338.9724624769,/boundary/192798,Kenya
2025-10-08T00:00:00.000Z,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,58,36338.9724624769,/boundary/192798,Kenya
2025-10-09T00:00:00.000Z,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,58,36338.9724624769,/boundary/192798,Kenya
2025-10-10T00:00:00.000Z,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,58,36338.9724624769,/boundary/192798,Kenya
2025-10-11T00:00:00.000Z,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,58,36338.9724624769,/boundary/192798,Kenya
2025-10-12T00:00:00.000Z,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,58,36338.9724624769,/boundary/192798,Kenya
2025-10-13T00:00:00.000Z,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,58,36338.9724624769,/boundary/192798,Kenya
2025-10-14T00:00:00.000Z,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,58,36338.9724624769,/boundary/192798,Kenya
2025-10-15T00:00:00.000Z,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,58,36338.9724624769,/boundary/192798,Kenya
2025-10-16T00:00:00.000Z,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,270,92875.1828528047,58,36338.9724624769,/boundary/192798,Kenya
2025-10-17T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-18T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-19T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-20T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-21T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-22T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-23T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-24T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-25T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-26T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-27T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-28T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-29T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2025-10-30T00:00:00.000Z,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,269,92649.5427395463,58,36338.9724624769,/boundary/192798,Kenya
2024-10-01T00:00:00.000Z,336,92536.1029238832,336,92536.1029238832,336,92536.1029238832,336,92536.1029238832,80,44574.177619678,/boundary/305099,Kuwait
2024-11-01T00:00:00.000Z,338,93448.4877393564,338,93448.4877393564,338,93448.4877393564,338,93448.4877393564,85,46186.3279731159,/boundary/305099,Kuwait
2024-12-01T00:00:00.000Z,338,93448.4877393564,338,93448.4877393564,338,93448.4877393564,338,93448.4877393564,85,46186.3279731159,/boundary/305099,Kuwait
2025-01-01T00:00:00.000Z,338,93448.4877393564,338,93448.4877393564,338,93448.4877393564,338,93448.4877393564,85,46186.3279731159,/boundary/305099,Kuwait
2025-02-01T00:00:00.000Z,339,93498.772839899,339,93498.772839899,339,93498.772839899,339,93498.772839899,85,46186.3279731159,/boundary/305099,Kuwait
2025-03-01T00:00:00.000Z,339,93498.772839899,339,93498.772839899,339,93498.772839899,339,93498.772839899,85,46186.3279731159,/boundary/305099,Kuwait
2025-04-01T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-05-01T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-06-01T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-07-01T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-08-01T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-09-01T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-01T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-02T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-03T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-04T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-05T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-06T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-07T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-08T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-09T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-10T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-11T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-12T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-13T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-14T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-15T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-16T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-17T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-18T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-19T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-20T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-21T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-22T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-23T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-24T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-25T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-26T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-27T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-28T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-29T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2025-10-30T00:00:00.000Z,344,93792.581126043,344,93792.581126043,344,93792.581126043,344,93792.581126043,85,46186.4469904648,/boundary/305099,Kuwait
2024-10-01T00:00:00.000Z,356,65548.8605907717,356,65548.8605907717,356,65548.8605907717,356,65548.8605907717,13,5153.96659222981,/boundary/178009,Kyrgyzstan
2024-11-01T00:00:00.000Z,356,65548.8605907717,356,65548.8605907717,356,65548.8605907717,356,65548.8605907717,13,5153.96659222981,/boundary/178009,Kyrgyzstan
2024-12-01T00:00:00.000Z,356,65560.3306302804,356,65560.3306302804,356,65560.3306302804,356,65560.3306302804,13,5153.96659222981,/boundary/178009,Kyrgyzstan
2025-01-01T00:00:00.000Z,357,65589.7589927069,357,65589.7589927069,357,65589.7589927069,357,65589.7589927069,13,5153.96659222981,/boundary/178009,Kyrgyzstan
2025-02-01T00:00:00.000Z,357,65589.7589927069,357,65589.7589927069,357,65589.7589927069,357,65589.7589927069,13,5153.96659222981,/boundary/178009,Kyrgyzstan
2025-03-01T00:00:00.000Z,357,65589.7589927069,357,65589.7589927069,357,65589.7589927069,357,65589.7589927069,13,5153.96659222981,/boundary/178009,Kyrgyzstan
2025-04-01T00:00:00.000Z,359,65951.8638800607,359,65951.8638800607,359,65951.8638800607,359,65951.8638800607,16,7679.81604195396,/boundary/178009,Kyrgyzstan
2025-05-01T00:00:00.000Z,366,67246.6940483136,366,67246.6940483136,366,67246.6940483136,366,67246.6940483136,34,19259.4176417434,/boundary/178009,Kyrgyzstan
2025-06-01T00:00:00.000Z,391,71446.5877545562,391,71446.5877545562,391,71446.5877545562,391,71446.5877545562,48,24820.176958397,/boundary/178009,Kyrgyzstan
2025-07-01T00:00:00.000Z,390,71446.5877545562,390,71446.5877545562,390,71446.5877545562,390,71446.5877545562,48,24820.176958397,/boundary/178009,Kyrgyzstan
2025-08-01T00:00:00.000Z,390,71446.5877545562,390,71446.5877545562,390,71446.5877545562,390,71446.5877545562,48,24820.176958397,/boundary/178009,Kyrgyzstan
2025-09-01T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-01T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-02T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-03T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-04T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-05T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-06T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-07T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-08T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-09T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-10T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-11T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-12T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-13T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-14T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-15T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-16T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-17T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-18T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-19T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-20T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-21T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-22T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-23T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-24T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-25T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-26T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-27T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-28T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-29T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2025-10-30T00:00:00.000Z,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,392,71957.1282496097,51,25863.7443462271,/boundary/178009,Kyrgyzstan
2024-10-01T00:00:00.000Z,117,51501.0172973078,117,51501.0172973078,117,51501.0172973078,117,51501.0172973078,95,45360.4858187878,/boundary/49903,Laos
2024-11-01T00:00:00.000Z,134,56709.8257692341,134,56709.8257692341,134,56709.8257692341,134,56709.8257692341,96,45738.8533640386,/boundary/49903,Laos
2024-12-01T00:00:00.000Z,134,56709.8257692341,134,56709.8257692341,134,56709.8257692341,134,56709.8257692341,96,45738.8533640386,/boundary/49903,Laos
2025-01-01T00:00:00.000Z,134,56709.8257692341,134,56709.8257692341,134,56709.8257692341,134,56709.8257692341,96,45738.8533640386,/boundary/49903,Laos
2025-02-01T00:00:00.000Z,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,97,46106.6097063314,/boundary/49903,Laos
2025-03-01T00:00:00.000Z,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,97,46106.6097063314,/boundary/49903,Laos
2025-04-01T00:00:00.000Z,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,97,46106.6097063314,/boundary/49903,Laos
2025-05-01T00:00:00.000Z,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,97,46106.6097063314,/boundary/49903,Laos
2025-06-01T00:00:00.000Z,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,98,46337.7806827402,/boundary/49903,Laos
2025-07-01T00:00:00.000Z,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,138,57713.1745478875,98,46337.7806827402,/boundary/49903,Laos
2025-08-01T00:00:00.000Z,139,57944.4969236193,139,57944.4969236193,139,57944.4969236193,139,57944.4969236193,98,46337.7806827402,/boundary/49903,Laos
2025-09-01T00:00:00.000Z,139,57944.4969236193,139,57944.4969236193,139,57944.4969236193,139,57944.4969236193,98,46337.7806827402,/boundary/49903,Laos
2025-10-01T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-02T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-03T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-04T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-05T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-06T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-07T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-08T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-09T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-10T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-11T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-12T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-13T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-14T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-15T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-16T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-17T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-18T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-19T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-20T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-21T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-22T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-23T00:00:00.000Z,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,141,58258.1257220793,98,46337.7806827402,/boundary/49903,Laos
2025-10-24T00:00:00.000Z,142,58574.0966421672,142,58574.0966421672,142,58574.0966421672,142,58574.0966421672,99,46653.7516028281,/boundary/49903,Laos
2025-10-25T00:00:00.000Z,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,102,47438.7278224322,/boundary/49903,Laos
2025-10-26T00:00:00.000Z,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,102,47438.7278224322,/boundary/49903,Laos
2025-10-27T00:00:00.000Z,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,102,47438.7278224322,/boundary/49903,Laos
2025-10-28T00:00:00.000Z,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,102,47438.7278224322,/boundary/49903,Laos
2025-10-29T00:00:00.000Z,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,102,47438.7278224322,/boundary/49903,Laos
2025-10-30T00:00:00.000Z,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,145,59359.0728617712,102,47438.7278224322,/boundary/49903,Laos
2024-10-01T00:00:00.000Z,5092,153501.616362075,5092,153501.616362075,5092,153501.616362075,5092,153501.616362075,113,37379.8664986033,/boundary/72594,Latvia
2024-11-01T00:00:00.000Z,5165,155006.539915792,5165,155006.539915792,5165,155006.539915792,5165,155006.539915792,113,37379.8664986033,/boundary/72594,Latvia
2024-12-01T00:00:00.000Z,5210,155438.362631242,5210,155438.362631242,5210,155438.362631242,5210,155438.362631242,113,37384.2390726804,/boundary/72594,Latvia
2025-01-01T00:00:00.000Z,5265,155811.339729563,5265,155811.339729563,5265,155811.339729563,5265,155811.339729563,112,37404.8421742341,/boundary/72594,Latvia
2025-02-01T00:00:00.000Z,5307,156535.468801569,5307,156535.468801569,5307,156535.468801569,5307,156535.468801569,111,36901.3294091952,/boundary/72594,Latvia
2025-03-01T00:00:00.000Z,5321,159147.796277297,5321,159147.796277297,5321,159147.796277297,5321,159147.796277297,117,39350.3848030523,/boundary/72594,Latvia
2025-04-01T00:00:00.000Z,5355,160234.306273044,5355,160234.306273044,5355,160234.306273044,5355,160234.306273044,117,39350.384803628,/boundary/72594,Latvia
2025-05-01T00:00:00.000Z,5390,161677.536791391,5390,161677.536791391,5390,161677.536791391,5390,161677.536791391,118,40186.0843299314,/boundary/72594,Latvia
2025-06-01T00:00:00.000Z,5407,161942.570156944,5407,161942.570156944,5407,161942.570156944,5407,161942.570156944,118,40186.0843299314,/boundary/72594,Latvia
2025-07-01T00:00:00.000Z,5437,162852.492586262,5437,162852.492586262,5437,162852.492586262,5437,162852.492586262,118,40185.7565341991,/boundary/72594,Latvia
2025-08-01T00:00:00.000Z,5441,163003.20418675,5441,163003.20418675,5441,163003.20418675,5441,163003.20418675,118,40235.0785349039,/boundary/72594,Latvia
2025-09-01T00:00:00.000Z,5494,163887.052652771,5494,163887.052652771,5494,163887.052652771,5494,163887.052652771,118,40278.7637154268,/boundary/72594,Latvia
2025-10-01T00:00:00.000Z,5549,166079.062756746,5549,166079.062756746,5549,166079.062756746,5549,166079.062756746,118,40278.7637154268,/boundary/72594,Latvia
2025-10-02T00:00:00.000Z,5549,166079.062756746,5549,166079.062756746,5549,166079.062756746,5549,166079.062756746,118,40278.7637154268,/boundary/72594,Latvia
2025-10-03T00:00:00.000Z,5554,166205.359359139,5554,166205.359359139,5554,166205.359359139,5554,166205.359359139,118,40278.7637154268,/boundary/72594,Latvia
2025-10-04T00:00:00.000Z,5554,166203.630164915,5554,166203.630164915,5554,166203.630164915,5554,166203.630164915,118,40278.7637154268,/boundary/72594,Latvia
2025-10-05T00:00:00.000Z,5555,166203.630164915,5555,166203.630164915,5555,166203.630164915,5555,166203.630164915,118,40278.7637154268,/boundary/72594,Latvia
2025-10-06T00:00:00.000Z,5556,166249.787212231,5556,166249.787212231,5556,166249.787212231,5556,166249.787212231,118,40278.7637154268,/boundary/72594,Latvia
2025-10-07T00:00:00.000Z,5557,166267.625194362,5557,166267.625194362,5557,166267.625194362,5557,166267.625194362,118,40278.7637154268,/boundary/72594,Latvia
2025-10-08T00:00:00.000Z,5557,166267.625194362,5557,166267.625194362,5557,166267.625194362,5557,166267.625194362,118,40278.7637154268,/boundary/72594,Latvia
2025-10-09T00:00:00.000Z,5557,166267.625194362,5557,166267.625194362,5557,166267.625194362,5557,166267.625194362,118,40278.7637154268,/boundary/72594,Latvia
2025-10-10T00:00:00.000Z,5557,166267.625194362,5557,166267.625194362,5557,166267.625194362,5557,166267.625194362,118,40278.7637154268,/boundary/72594,Latvia
2025-10-11T00:00:00.000Z,5557,166267.625194362,5557,166267.625194362,5557,166267.625194362,5557,166267.625194362,118,40278.7637154268,/boundary/72594,Latvia
